GeneID	RF01	RF02	RF03	RF04	RF05	RF06	RF07	RF08	RF09	RF10	RF11	RF12
AT5G46600	12	10	17	40	62	62	5	0	10	102	65	62
AT5G46610	0	0	0	44	36	62	0	0	0	69	64	34
AT5G46620	275	280	301	366	387	423	259	232	261	458	461	485
AT5G46630	1191	1244	1584	1942	1760	1766	1677	1590	1600	2222	1895	1912
AT5G46640	197	207	183	132	99	139	95	142	104	275	167	229
AT5G46645	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46650	11	23	15	7	7	9	10	13	3	8	8	16
AT5G46660	1	0	0	0	0	2	0	0	0	3	0	0
AT5G46665	2.374	0	1.045	2.133	2.285	0	0	0	0	0	0	0
AT5G46670	0	0	0	5	2	2	0	0	0	0	1	0
AT5G46680	45	55	28	55	86	71	34	33	28	64	79	82
AT5G46690	242	297	263	540	588	442	29	31	24	265	251	258
AT5G46700	251	258	311	565	562	601	332	303	272	735	677	764
AT5G46710	221	208	174	576	485	520	200	230	254	281	280	305
AT5G46720	27	22	17	42	33	30	14	20	22	21	23	42
AT5G46730	74	125	82	117	163	146	56	51	46	488	552	514
AT5G46740	226	216	220	220	233	241	196	154	145	342	309	293
AT5G46750	832	956	836	1132	1086	1094	1157	1079	913	1375	1329	1168
AT5G46760	1654	1563	1882	1254	1343	1364	1980	1867	1648	1407	1310	1322
AT5G46770	0	0	0	1	0	0	22	1	4	0	0	0
AT5G46780	501	548	587	215	210	246	713	680	606	210	189	275
AT5G46790	568	685	551	396	431	345	457	470	444	492	493	430
AT5G46795	0	0	0	0	0	0	0	0	3	0	0	0
AT5G46800	1660	1908	1432	1187	1155	958	964	968	906	1027	1074	1101
AT5G46810	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46820	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46830	0	0	0	25	41	36	0	0	0	23	18	19
AT5G46840	2310	1798	2470	1681	1559	1594	1326	1556	1298	2205	1847	2152
AT5G46845	0	0	0	0	0	0	0	1	0	0	0	0
AT5G46850	175	121	184	148	158	202	133	155	127	185	178	208
AT5G46860	1027	1058	1151	1118	1062	1099	2093	2150	1875	2009	1743	1694
AT5G46870	31	49	74	55	72	59	35	45	44	113	111	120
AT5G46871	3	2	2	15	7	4	7	0	3	3	6	3
AT5G46873	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46874	0	0	0	0	0	1	0	0	0	0	0	0
AT5G46875	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46877	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46880	160	135	165	223	210	231	28	49	41	171	153	147
AT5G46890	156.002	91	174.458	176.142	203.915	244.543	13.175	11.064	3.049	458.857	275.823	327.982
AT5G46900	161.998	81	170.542	147.858	201.085	194.457	991.825	1364.936	1620.951	3324.143	2584.177	2745.018
AT5G46910	245	218	272	286	284	278	270	260	228	490	355	340
AT5G46915	3	0	8	14	4	6	1	3	0	6	1	7
AT5G46920	321	244	336	319	308	290	184	182	213	326	344	322
AT5G46930	0	0	0	0	1	0	0	0	0	0	0	0
AT5G46940	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46950	0	0	0	0	0	0	0	0	0	1	0	0
AT5G46960	0	0	1	5	0	3	2	0	0	3	9	10
AT5G46970	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46980	0	0	0	0	0	0	0	0	0	0	0	0
AT5G46990	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47000	0	0	0	0	0	0	0	1	0	1	1	0
AT5G47010	2109	2113	2823	2427	2250	2597	2302	2264	2025	3305	2864	2869
AT5G47020	2280	2151	2869	2342	2104	2084	2259	2457	2067	2270	1955	1984
AT5G47030	3498	3321	3720	3540	3663	3310	3244	3170	2787	5139	5275	5482
AT5G47040	4033	4414	4470	2669	2589	2192	3672	4165	3555	1537	1430	1305
AT5G47050	260	261	301	421	447	501	509	575	491	758	728	739
AT5G47060	154	165	224	505	456	692	133	138	140	1166	1038	1173
AT5G47070	187	215	191	494	464	564	622	507	461	450	293	424
AT5G47075	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47077	0	1	0	0	0	0	0	0	0	0	0	0
AT5G47080	796	707.001	771.999	807	750	812	671	765	728	838.001	739	750
AT5G47090	383	417	424	486	411	391	437	392	409	613	584	587
AT5G47100	320	346	327	471	423	453	273	218	213	396	287	403
AT5G47110	7963	8482	7561	5628	5067	4311	5258	5621	4653	3099	2966	2507
AT5G47120	1243	1264	1223	2356	2156	3092	4366	3967	3777	2908	2444	2464
AT5G47130	1	2	4	18	10	14	2	3	1	42	56	60
AT5G47140	273	269	362	549	519	629	352	347	297	648	515	530
AT5G47150	0	2	5	3	2	6	0	0	0	6	4	2
AT5G47160	22	44	36	32	24	24	30	23	21	31	23	28
AT5G47170	0	4	1	5	5	15	0	3	8	4	13	5
AT5G47175	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47180	553	542	683	541	481	614	893	966	804	722	625	666
AT5G47190	2731	3189	2523	3848	3608	2586	1805	1892	1681	2079	2311	1948
AT5G47200	1434	1483	1683	2059	1818	2247	3193	2968	3052	3354	2867	2890
AT5G47210	9155	9987	9936	12141	12173.999	11619	6560	7067	6166	14958	15090.001	15113
AT5G47220	46	53	49	186	154	268	102	56	75	110	89	155
AT5G47225	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47229	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47230	149	98	182	152	187	316	265	240	366	483	512	719
AT5G47240	258	236	261	335	283	239	530	619	540	140	97	112
AT5G47250	49	61	68	55	70	69	45	39	49	121	131	110
AT5G47260	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47280	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47290	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47300	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47306	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47310	1049	1114	1120	978	949	823	1277	1222	1162	1003	971	977
AT5G47320	579	638	541	1045	988	1033	455	550	485	1074	1083	1016
AT5G47330	7	17	7	55	41	23	22	11	18	50	69	30
AT5G47340	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47350	0	1	2	2	1	4	1	8	3	3	7	0
AT5G47360	70	87	65	76	104	102	65	68	52	96	102	89
AT5G47370	393	409	495	418	485	554	887	878	872	707	692	675
AT5G47380	103	152	143	151	144	208	44	94	35	109	147	101
AT5G47390	956	847	919	853	782	764	1173	1295	1047	582	525	547
AT5G47400	194	197	191	230	204	245	211	207	231	311	303	321
AT5G47420	178	256	230	307	261	335	313	365	337	343	350	338
AT5G47430	1095	1076	1292	1244	1282	1332	1304	1430	1315	1538.999	1384	1413
AT5G47435	1396.868	1429.529	1331.518	1459.839	1409.327	1226.85	1530.439	1745.205	1583.532	1310.635	1238.528	1162.889
AT5G47440	179.132	208.471	195.482	105.161	107.673	92.151	87.561	80.796	75.468	41.365	42.472	35.111
AT5G47445	65	32	69	80	82	71	105	88	83	109	112	100
AT5G47450	411	422	636	396	426	328	291	429	347	390	263	340
AT5G47455	80	109	146	172.999	182	171.001	80.001	75.999	65	243.001	245.001	214.001
AT5G47460	31	39	14	28	42	38	34	20	29	39	40	51
AT5G47470	2	4	0	2	0	3	4	2	1	1	0	0
AT5G47480	1712	1793	2540	2104	2079	2176	2635	2645	2405	2822	2404	2492
AT5G47490	503	461	688	572	620	570	411	424	345	1118	829	877
AT5G47500	398	519	482	2304	2142	2155	74	147	72	1004	1220	1205
AT5G47510	35	31	57	78	69	80	30	26	23	60	56	39
AT5G47520	382	313	349	470	438	442	359	377	358	463	461	437
AT5G47530	31	18	46	56	63	90	22	57	25	103	92	110
AT5G47540	1153	1026	1230	617	605	574	1360	1441	1249	1844	1473	1393
AT5G47550	290	369	327	202	254	208	392	591	533	1156	1008	904
AT5G47560	3407	3897	3239	1731	1719	1807	11952	12746	12643	2174	2101	2120
AT5G47570	1299	1496	1422	2252	2369	2169	1289	1490	1303	3214	3114	3018
AT5G47580	295	272	320	387	381	386	389	336	292	441	425	367
AT5G47590	19	37	34	36	39	49	17	15	24	10	13	5
AT5G47600	6	1	7	7	10	14	0	4	6	38	25	55
AT5G47610	634	730	776	262	229	274	581	576	564	131	124	107
AT5G47620	2223.001	2346.001	2154	1425	1375	1473.999	1978	2090.999	2062	1567	1343.001	1247
AT5G47630	159	182	155	303	239	231	80	84	77	232	257	239
AT5G47635	11	14	7	37	35	64	63	16	40	59	43	49
AT5G47640	1521	1905	1631	1860	1769	2171	683	727	740	1089	1140	1174
AT5G47650	294	339	343	392	301	313	280	235	198	295	277	316
AT5G47660	358	429	450	391	372	358	268	260	254	348	380	393
AT5G47670	6	3	7	2	4	0	2	11	5	10	5	8
AT5G47680	1069	973	1163	964	957	868	695	677	658	870	881	930
AT5G47690	4192	4086	6148	4883	4354.999	4673	4000.001	4388	3596	4795	4125.999	4461
AT5G47700	3856	4333	3846	5392	5838	5298	1758	1804	1425	5682	5951	5764
AT5G47710	369	386	295	430	383	447	264	260	242	332	270	323
AT5G47720	500	478.449	684	610	622.001	675.275	453.999	541.001	500	826.554	791	824.879
AT5G47730	282	293.549	357	594	531	671.726	357	355	317	725.446	614.001	624.121
AT5G47740	30	33	57	77	98	76	354	321	366	112	67	57
AT5G47750	1513	1581	1728	1204	1275	1168	1130	1182	982	1494	1606	1634
AT5G47760	280	259	255	502	460	473	236	235	250	505	442	449
AT5G47770	2192	2317	2639	2655	2597	2498	1902	2069	1878	3241	2786	2757
AT5G47780	2470	2493	2683	2282	2237	1994	2608	2907	2413	3042	2863	2595
AT5G47790	385	374	364	398	368	373	372	446	377	480	492	397
AT5G47800	213	194	271	215	197	214	83	91	75	177	200	186
AT5G47810	450	503	476	346	374	362	360	395	302	798	609	860
AT5G47815	1	0	1	0	0	0	0	0	0	0	0	0
AT5G47818	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47820	1807	1839	2458	2020	1850	1999	1722	1815	1515	2372	2175	2015
AT5G47830	155	181	127	177	199	183	147	156	149	159	182	182
AT5G47840	2107	2464	2021	1921	1633	1469	1591	1603	1433	1001	1011	901
AT5G47850	0	1	2	8	5	17	5	9	4	4	7	5
AT5G47860	475	538	537	773	668	828	1164	1042	1151	576	538	548
AT5G47870	504	446	488	520	536	501	365	340	309	646	541	593
AT5G47880	870	997	1255	1729	1489	1743	1126	1178	997	2903	2455	2372
AT5G47890	2035	2219	2109	2012	2011	1949	1570	1738	1552	2376	2138	2316
AT5G47900	148.999	174	184.001	193	137	159	87	76.999	86.001	43	54	43
AT5G47910	533	566	599	1097	1256	1645	621	527	514	1949	2051	1750
AT5G47920	58	25	38	62	67	74	12	17	8	114	123	133
AT5G47928	0	0	0	0	0	0	0	0	0	0	0	0
AT5G47930	2678	2631	2788	3682	3577	3470	1726	1774	1448	4445	4223	4632
AT5G47940	283	329	373	416	384	423	431	416	328	566	572	498
AT5G47950	228	182	240	78	104	93	202	130	101	123	115	45
AT5G47960	66.942	48.432	90.947	104	111.502	129.901	74.904	64.321	96.895	251.168	209.908	292.953
AT5G47970	283.058	344.567	334.053	296	257.498	281.099	273.096	266.679	210.106	304.832	266.092	249.047
AT5G47980	139	60	105	54	38	61	11	2	6	273	174	102
AT5G47990	449	196	619	282	216	352	80	38	38	1792	1569	1035
AT5G48000	112	79	249	178	95	117	24	9	16	1437.999	1412	789
AT5G48010	125	66	255	220	109	192	37	17	31	2093	1846	1138
AT5G48020	619	541	748	1037	1008	1113	549	568	513	1112	1028	1009
AT5G48030	792	800	762	779	747	769	618	705	599	874	868	965
AT5G48040	122	169	170	182	181	187	79	111	89	176	154	163
AT5G48050	0	0	6	7	5	5	0	0	0	7	3	5
AT5G48060	26	15	33	45	24	18	19	8	7	39	53	50
AT5G48070	37	27	33	75	108	180	66	32	30	353	409	372
AT5G48090	32	50	63	41	42	43	21	25	14	34	24	40
AT5G48100	48	20	46	12	9	5	36	35	24	18	11	11
AT5G48110	659	461	851	315	255	359	832	955	780	363	331	392
AT5G48120	957	915	1087	874	821	888	712	765	653	954	827	913
AT5G48130	6	1	2	0	3	4	4	2	2	10	8	8
AT5G48140	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48150	738	778	781	1116	1050	1090	926	1004	801	1363	1312	1283
AT5G48160	4373	4146	4411	2780	2775	2832	5710	5950	5370	2624	2595	2859
AT5G48170	38	33	46	68	48	69	29	24	26	54	68	49
AT5G48175	20	17	12	9	8	7	34	26	38	38	26	15
AT5G48180	2235	2257	2342	1674	1667	1847	22557	23011	21778	3322	2669	3038
AT5G48200	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48205	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48210	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48220	1037	1307	1137	898.001	784	665	665.999	844.001	645	460.999	488	418
AT5G48230	1666	1548	2011	1655	1663	1752	1439	1537	1314	3325	2639	2893
AT5G48240	455	456	487	626	619	634	293	335	309	725	691	709
AT5G48250	515	596	534	558	547	497	541	666	578	560	554	539
AT5G48270	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48280	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48290	131	87	83	106	132	171	59	55	43	143	124	128
AT5G48300	3161	3901	3425	4719	4392	4147	2651	2829	2550	5339	5413	4568
AT5G48310	106	85	116	361	361	339	54	58	46	401	400	434
AT5G48320	35	45	33	39	39	44	11	13	14	15	42	32
AT5G48330	174	189	225	326	267	273	139	145	125	326	419	330
AT5G48335	474	528	464	525	547	597	350	418	404	439	409	412
AT5G48340	276	273	257	314	286	357	251	246	256	327	284	299
AT5G48350	0	0	2	1	5	5	0	0	0	4	0	5
AT5G48360	789	886	1015	1144	1093	1013	223	321	170	1050	1245	1111
AT5G48370	284	261	300	404	416	424	293	302	228	427	384	396
AT5G48375	0	0	0	0	0	2	0	0	0	0	0	0
AT5G48380	1332	1247	1501	1565	1522	2090	2911	2577	2416	1966	1878	1613
AT5G48385	2758	2543	3190	2682	2669	2701	2753	2898	2602	3685	3360	3361
AT5G48390	8	1	5	16	16	15	12	9	7	19	24	13
AT5G48400	22	21	43	59	52	135	230	153	188	21	31	23
AT5G48410	30	40	38	57	75	102	113	104	108	70	42	49
AT5G48412	2005.01	1906	1899.999	1265	1297	1324	1741.999	1849	1639	3076	2162.999	3573
AT5G48420	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48430	219	229	212	94	83	136	1067	1111	843	57	27	57
AT5G48440	309	308	420	487	434	524	497	361	326	386	397	402
AT5G48450	213	138	228	335	322	275	170	225	179	578	498	529
AT5G48460	227	238	236	484	512	436	160	199	152	639	579	557
AT5G48465	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48470	235	274	226	421	405	323	204	181	197	393	496	394
AT5G48480	462	691	496	866	934	892	296	277	262	1069	1169	1201
AT5G48485	672	846	670	602	558	449	312	349	359	267	389	283
AT5G48490	1563	2039	1554	1319	1227	1114	356	413	317	185	192	152
AT5G48500	230	323	278	427	410	458	103	140	122	500	493	535
AT5G48510	0	0	0	2	0	5	0	0	0	3	8	3
AT5G48515	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48520	389	424	468	440	413	436	490	463	410	566	525	554
AT5G48530	221	230	234	207	176	195	530	505	397	190	180	198
AT5G48540	291	265	349	264	255	315	1001	967	960	593	556	516
AT5G48543	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48545	514	648	593	456	444	445	767	758	693	335	300	303
AT5G48550	0	2	1	1	1	1	2	3	6	1	1	0
AT5G48560	386	342	571	405	380	436	607	626	462	1271	888	955
AT5G48570	145	142	235	301	284	397	109	108	71	447	372	388
AT5G48575	0	0	0	0	0	0	0	0	1	0	0	0
AT5G48580	804.627	861.916	1014.604	1467.332	1539.48	1555.619	620.372	639.633	523.514	2181.688	2066.13	2182.383
AT5G48590	877.373	966.084	758.396	651.668	657.52	514.381	744.628	821.367	778.486	394.312	370.87	305.617
AT5G48595	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48600	374	401	561	748	645	623	303	270	214	891	850	724
AT5G48605	0	0	0	0	0	0	0	0	0	0	0	0
AT5G48610	363	369	463	466	354	431	467	469	424	487	435	386
AT5G48620	3076.589	3294.223	3968.252	2805.117	2373.661	2717.271	2628.151	2698.979	2235.008	1481.467	1349.665	1350.986
AT5G48630	242	267	246	376	348	294	235	238	220	257	304	230
AT5G48640	202	236	248	292	287	289	247	238	273	341	292	275
AT5G48650	61	66	95	99	72	97	61	56	34	120	133	133
AT5G48655	421.999	544.001	566	685	585	630	565	567	507	639	556.999	573
AT5G48657	40	33	61	137	126	242	431	320	294	214	148	169
AT5G48660	143	135	134	209	163	172	64	74	75	232	213	215
AT5G48670	20	11	8	40	44	24	23	27	25	57	28	31
AT5G48680	344	317	332	474	468	449	338	311	284	495	508	563
AT5G48690	5	5	0	17	8	28	3	1	8	10	12	5
AT5G48700	0	0	0	0	0	0	0	0	0	1	0	0
