GeneID	RF01	RF02	RF03	RF04	RF05	RF06	RF07	RF08	RF09	RF10	RF11	RF12
AT1G76160	4316	3809	3929	2580	2561	2148	11932	12526	11703	10152	8787	7935
AT1G76170	107	85	126	123	141	162	119	137	101	82	96	133
AT1G76180	4555	4353	5112	9416	9225	10703	21033	22941	23267	17502	15463	15247
AT1G76185	108	122	106	161	144	132	178	134	152	182	165	177
AT1G76190	3	9	8	5	5	5	0	3	2	0	0	0
AT1G76200	1322	1643	1607	2953	2930	2968	1496	1425	1329	3816	3622	3650
AT1G76210	13	20	27	0	2	7	16	15	25	29	11	24
AT1G76220	12	18	24	4	9	12	41	47	51	29	22	23
AT1G76230	7	4	6	3	2	5	18	21	13	6	0	7
AT1G76240	103	128	140	107	131	129	323	389	453	867	641	827
AT1G76250	55	70	74	32	48	35	55	52	46	41	38	32
AT1G76260	111	124	214	305	242	302	83	83	76	430	344	388
AT1G76270	314	291	349	367	463	416	287	329	243	618	481	632
AT1G76280	402	372	521	443	402	434	326	388	269	468	421	497
AT1G76290	0	0	0	0	0	0	0	0	0	0	0	2
AT1G76300	606	708	663	911	894	828	429	493	384	949	927	1042
AT1G76310	99	116	89	300	314	265	38	20	39	302	285	281
AT1G76320	398	425	507	571	488	516	437	428	439	557	482	508
AT1G76330	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76340	394	455	451	338	339	323	405	402	339	609	445	520
AT1G76350	571	601	766	586	549	630	498	500	460	638	603	594
AT1G76360	345	395	465	445	364	529	570	455	459	336	335	258
AT1G76370	0	0	0	0	1	0	0	0	0	0	0	0
AT1G76380	155	176	235	262	233	275	204	235	187	389	364	316
AT1G76390	355	341	451	493	482	538.217	779	735	691	753	607.212	606
AT1G76400	1023	1041	1337	1431	1245	1311.783	900	816	782	1766	1549.788	1589
AT1G76405	299	376	304	510	475	334	178	179	142	231	271	252
AT1G76410	169	135	130	58	66	58	649	657	627	90	50	93
AT1G76420	11	5	9	14	18	11	4	2	3	34	28	33
AT1G76430	2	1	3	1	1	0	13	2	1	2	1	1
AT1G76440	178	228	163.999	212	207	189	136	165.999	133.001	187.999	197.001	219
AT1G76450	1867	2199	1739	1316	1116	854	1353	1375	1270	648	666	519
AT1G76460	955	830	942	822	740	715	1165	1242	1091	606	642	537
AT1G76470	2	4	8	11	6	19	0	3	0	70	26	56
AT1G76480	3	0	0	2	3	4	0	0	0	3	5	9
AT1G76490	14441	12293	14455	8129	8099	7277	25935	28432	25857	9543	9076	7994
AT1G76500	126	113	157	126	129	131	146	188	149	499	420	480
AT1G76510	446	426	401	549	493	518	415	425	342	554	475	516
AT1G76520	1345	1274	1229	570	560	698	1859	2121	1987	855	663	599
AT1G76530	30	45	20	5	0	3	6	10	3	0	3	0
AT1G76540	181	196	249	586	591	496	152	152	138	760	692	789
AT1G76550	467	468	546	655	580	656	503	492	478	1264	1028	1155
AT1G76560	279	292	281	248	250	202	355	355	348	144	156	142
AT1G76570	392	423	326	181	151	138	321	326	302	147	116	102
AT1G76580	598	551	796	722	628	716	505	496	412	625	586	495
AT1G76590	480	461	476	218	195	309	558	594	578	300	182	352
AT1G76600	128	143	187	71	84	149	1030	958	1000	61	107	179
AT1G76610	0	0	1	17	29	9	3	2	0	2	14	3
AT1G76620	50	68	50	116	98	117	7	4	5	123	108	122
AT1G76630	619	638	834	805	684	748	662	569	508	788	703	679
AT1G76640	4	2	1	7	5	2	0	3	1	12	20	39
AT1G76650	19	20	30	75	52	149	65	100	222	114	275	180
AT1G76660	640	615	793	742	729	704	735	828	765	1092	1021	1074
AT1G76670	2245	2169	2188	2088	2221	2262	2969	2948	2648	4350	3878	3853
AT1G76680	885	829	913	415	428.413	429	2740	2796	2646	2083	1515	1697
AT1G76690	50	50	79	103	172.588	169	163	209	189	757	485	535
AT1G76700	588	489	599	498	466	568	1000	863	870	640	594	518
AT1G76705	18	22	23	23	12	18	24	19	29	9	11	21
AT1G76710	365	416	402	572	581	521	334	300	283	383	328	402
AT1G76720	519.171	539.291	720.915	320.11	246.872	305.026	291.262	340.063	206.556	290.18	234.125	301.475
AT1G76728	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76730	693	773	762	725	581	629	639	594	529	509	447	413
AT1G76740	57	61	58	118	109	99	21	23	11	161	154	189
AT1G76750	0	0	0	0	0	0	0	0	0	1	0	0
AT1G76760	73	79	102	131	132	167	102	125	97	187	150	157
AT1G76770	1	0	2	5	1	4	0	0	1	2	3	16
AT1G76780	25	32	42	83	88	106	28	28	25	105	104	116
AT1G76790	342	244	452	554	558	565	115	96	62	1781	1617	1424
AT1G76800	28	31	41	60	46	56	2	14	9	32	38	24
AT1G76810	3792.707	3487.588	5289.569	4193.167	3821.955	4085.554	3763.672	3847.953	3511.249	6040.773	4846.977	5173.348
AT1G76820	335.123	334.121	541.516	370.722	316.173	320.42	367.066	402.984	310.195	334.047	299.898	318.177
AT1G76830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76840	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76850	2058	1916	2629	2095	1874	2119	2058	2059	1725	2457	2176	2012
AT1G76860	683	831	607	916	984	898	620	629	620	811	820	738
AT1G76870	50	48	44	60	74	58	17	38	30	45	48	57
AT1G76878	752.722	719.515	787.746	804.33	883.215	799.523	703.27	756.384	575.725	1195.758	1067.521	1189.833
AT1G76880	487.278	538.485	595.254	580.67	592.785	532.477	411.73	484.616	412.275	914.242	979.479	946.167
AT1G76890	705.473	749.698	673.982	440.723	458.979	335.311	609.827	623.036	693.557	514.534	444.873	375.804
AT1G76892	756.527	713.302	1077.018	601.277	482.021	369.689	807.173	856.964	655.443	544.466	462.127	444.196
AT1G76900	739	708	874	947	888	853	841	808	735	957	860	804
AT1G76910	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76911	0	0	0	1	1	0	0	0	0	1	0	1
AT1G76920	737	768	705	584	597	601	981	1013	980	834	705	743
AT1G76930	5224	4255	5179	2984	3555	4218	53775	43999	38113	29480	28908	22211
AT1G76940	341	301	345	383	384	430	367	342	362	425	381	356
AT1G76950	994	904	1263	933	873	1006	783	855	733	1317	1219	1175
AT1G76952	5	4	6	40	35	21	0	1	0	10	32	46
AT1G76954	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76955	7	7	20	18	13	32	14	18	12	3	16	14
AT1G76960	5	0	8	716	621	1576	36	18	0	107	93	119
AT1G76965	0	0	0	1	1	4	0	0	1	1	0	8
AT1G76970	189	230	226	425	365	651	414	339	355	506	380	454
AT1G76980	104	107	144	234	206	357	351	314	283	329	204	272
AT1G76990	8792.999	8360	10047	4181	4136	4316	6606.001	6242	5489	3345	3104	3219
AT1G76994	0	0	0	0	0	0	0	0	1	0	0	0
AT1G77000	189	158	205	268	290	343	391	446	424	328	266	278
AT1G77010	30	28	19	23	15	23	13	21	16	21	46	28
AT1G77020	171	166	210	193	201	189	181	172	185	229	223	230
AT1G77030	1081	1012	1379	1269	1075	1172	597	575	450	1378	1465	1497
AT1G77060	590	728	443	632	574	405	676	833	792	356	333	290
AT1G77080	536	566	627	758	631.001	732	612	565.001	572	600	496	496
AT1G77090	655	799	656	552	604	566	656	654	589	392	370	326
AT1G77093	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77095	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77100	0	0	0	4	4	15	0	0	0	162	63	123
AT1G77110	41	42	53	57	73	65	27	18	13	108	118	112
AT1G77120	281	30	155	926	1042	1417	93	128	92	2001	3448	1600
AT1G77122	402	479	404	445	417	395	335	424	299	366	354	305
AT1G77130	846	767	849	1016	1075	1108	1153	1119.97	1001	1902	1700	1674.959
AT1G77131	56.554	68.586	84.456	71	58.805	75.807	28	32.793	14	82	46.535	67.387
AT1G77138	14.446	7.414	7.544	0	15.195	4.193	0	8.237	0	0	10.465	18.654
AT1G77140	364	349	468	544	570	688	573	472	515	735	637	635
AT1G77145	77	90	98	140	170	192	98	82	117	28	59	43
AT1G77150	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77160	0	0	0	10	13	16	0	0	0	1	1	0
AT1G77170	109	126	136	137	141	122	88	85	66	153	185	168
AT1G77180	4315	4274	4749	3827	3386	3607	4047	4313	3798	3619	3548	3696
AT1G77190	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77200	42	55	49	65	83	81	6	8	5	86	98	75
AT1G77210	405	426	396	357	293	282	187	178	174	119	99	62
AT1G77220	455	542	594	565	572	580	691	638	591	549	490	490
AT1G77230	515.623	443.792	523.041	482.73	468.342	524	421.269	460.306	362.661	651.337	587.908	621.474
AT1G77235	2	0	0	0	1	2	1	1	0	1	2	2
AT1G77240	29.377	51.208	9.959	6.27	26.658	0	4.731	11.694	41.339	3.663	30.092	7.526
AT1G77250	232	263	237	297	262	238	258	233	253	290	294	270
AT1G77260	514	518	619	716	681	712	999	1066	1037	1231	1096	1034
AT1G77270	66	91	127	161	163	144	2	7	12	95	82	113
AT1G77280	92	85	106	232	220	261	131	140	140	275	264	237
AT1G77290	147	157	186	226	236	198	161	181	190	204	172	165
AT1G77300	1546	1531	2081	1394	1427	1450	1400	1366	1212	1839	1571	1579
AT1G77310	123	110	150	186	124	123	93	89	84	152	163	174
AT1G77320	188	197	263	294	284	294	225	216	219	509	370	425
AT1G77330	1432	1400	1833	1408	1660	1431	6508	7429	6603	6643	5009	5250
AT1G77340	0	1	2	0	0	0	0	0	1	0	0	0
AT1G77350	378	379	426	570	587	565	307	371	313	639	708	717
AT1G77360	34	48	24	80	51	58	39	41	43	96	67	84
AT1G77370	546	602	595	821	741	808	939	903	873	762	638	733
AT1G77380	60	79	116	86	72	129	371	416	386	231	287	198
AT1G77390	18	29	11	41	23	40	14	7	7	43	31	37
AT1G77400	51	67	58	63	55	68	36	64	37	108	100	135
AT1G77405	22	54	27	31	27	28	25	16	22	30	36	30
AT1G77410	66	53	39	76	70	68	46	59	46	95	81	79
AT1G77420	238	267	311	334	294	357	281	294	260	330	356	298
AT1G77440	702	781	694	1280	1113	1303	775	698	638	1415	1349	1356
AT1G77450	166	176	211	338	297	411	302	362	420	1132	682	975
AT1G77460	382	468	645	596	539	635	314	315	237	641	613	502
AT1G77470	374	391	401	379	324	403	329	293	267	383	466	429
AT1G77480	640	707	717	728	663	762	621	583	537	654	697	638
AT1G77490	2064	2298	2186	1892	1798	1382	1332	1510	1301	759	681	527
AT1G77500	384	356	535	482	528	577	1498	1687	1541	1131	949	991
AT1G77510	725	681	957	1969	1743	2537	1963	1720	1644	2652	2505	2834
AT1G77520	15	32	23	24	21	30	2	1	3	89	56	46
AT1G77525	2	2	1	5	10	13	0	0	0	3	5	6
AT1G77530	31	42	51	24	26	33	14	18	14	53	26	54
AT1G77540	150	156	165	405	294	403	196	183	187	393	392	308
AT1G77550	505	479	677	720	659	691	256	244	205	786	797	806
AT1G77570	30	42	36	53	42	80	24	30	47	85	73	108
AT1G77580	637	609	770	874	876	800	261	284	248	685	665	756
AT1G77590	777	917	892	1331	1299	1216	408	447	441	1275	1193	1132
AT1G77600	386	407	579	628	536	681	243	256	207	519	490	462
AT1G77610	698	526	779	1001	899	999	619	651	508	1493	1338	1304
AT1G77620	217	252	303	312	301	279	305	243	240	426	365	440
AT1G77630	279	313	306	270	254	209	222	222	218	335	334	318
AT1G77640	91	94	96	13	45	44	800	748	865	217	195	249
AT1G77650	0	0	0	0	0	0	0	1	0	0	0	0
AT1G77655	0	0	0	0	0	0	0	0	0	1	0	2
AT1G77660	125	137	212	176	174	227	279	275	243	267	241	239
AT1G77670	459	523	534	605	584	562	242	219	194	851	804	870
AT1G77680	853	895	997	957	939	901	1018	1044	932	1572	1330	1371
AT1G77682	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77690	819	691	871	623	704	659	346	327	284	973	929	949
AT1G77700	6	7	6	26	14	18	2	9	4	14	12	10
AT1G77710	1037	1110	919	1519	1519	1651	1151	1168	1158	1589	1412	1609
AT1G77720	216	258	310	276	270	283	221	192	162	472	395	418
AT1G77730	1	0	0	10	7	11	5	4	0	11	6	10
AT1G77740	965	1146	1321	1141	1007	1043	899	945	787	1488	1347	1379
AT1G77746	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77750	282	292	263	480	470	477	174	135	152	656	666	731
AT1G77760	1929	2691	2033	2245	2468	1303	4028	4768	5549	4907	4950	4753
AT1G77765	3	1	0	18.132	13	24.127	14	4	3	27	12	14
AT1G77770	303	370	407	490.869	471	546.873	585	578	524	708	623	671
AT1G77780	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77790	1	0	1	2	0	0	0	3	0	2	2	2
AT1G77800	1857	1883	2515	1782	1541	1719	1746	2049	1656	1928	1766	1695
AT1G77810	176	229	206	266	235	312	347	329	267	480	405	422
AT1G77815	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77820	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77840	1227	1200	1453	1353	1417	1491	1417	1446	1258	2243	2202	2150
AT1G77850	224	245	261	292	279	318	278	227	228	343	287	322
AT1G77855	29	44	55	45	47	41	25	15	15	71	62	62
AT1G77860	0	2	1	2	2	9	2	0	1	3	5	2
AT1G77870	3	2	3	13	23	24	0	2	0	29	23	13
AT1G77880	15	5	11	13	9	17	8	5	10	22	27	31
AT1G77885	306	366	314	367	400	324	174	174	142	249	273	298
AT1G77890	135.001	201	214	273	218.001	310	363	305.999	311	275	221	222
AT1G77910	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77920	335	299	341	643	653	815	555	494	461	1324	1191	1100
AT1G77930	1087	1301	1109	1156	1008	1246	1168	1094	1055	640	603	611
AT1G77932	0	0	0	3	0	0	0	0	0	4	0	3
AT1G77940	3263	3354	3749	4458	4222	3809	1778	1818	1457	5336	5172	5661
AT1G77950	0	0	0	6	14	14	1	0	4	805	382	861
AT1G77960	48	49	57	39	33	35	32	20	33	25	23	23
AT1G77980	0	0	1	0	0	0	0	0	0	0	0	1
AT1G77990	254.886	303.77	310.956	192	211.478	222.952	176.533	143.327	108.952	249.054	294.68	280
AT1G77992	1.114	8.23	2.044	0	3.522	1.048	3.467	2.673	1.048	3.946	3.32	0
AT1G78000	274	300	363	469	545	383	993	843	725	992	752	663
AT1G78010	582	607	590	468	430	462	508	496	368	427	442	392
AT1G78020	2930	3172	2643	1083	1076	928	847	850	639	1015	1317	1133
AT1G78030	0	1	0	2	3	1	3	0	3	1	0	0
AT1G78040	8714	8403	8972	7158	7183	6500	11323	12088	10951	15894	13811	13395
AT1G78050	72	67	84	217	199	199	87	77	78	492	440	361
AT1G78060	601	605	723	1299	1245	1453	318	328	261	1927	2096	1971
AT1G78070	305	362	379	667	651	887	316	392	327	925	743	944
AT1G78080	6103	6137	6380	3953	4000	3869	7285	8374	8089	4981	5018	5459
AT1G78090	150	73	123	81	50	32	13	25	10	89	64	79
AT1G78095	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78100	1522	1871	1704	653	803	706	800	793	696	771	838	729
AT1G78110	319	297	355	294	246	339	213	268	181	263	278	257
AT1G78120	114	124	130	206	189	211	50	55	52	342	351	341
AT1G78130	245	261	362	395	363	416	286	293	196	319.999	254	289
AT1G78140	1061	1090	1044	590	539	458	1132	1143	1196	494.001	434	421
AT1G78150	3443	3341	3273	2474	2627	2411.999	3388	3673.999	3233	2655	2632	2798
AT1G78160	1	0	0	1	0	0	0	3	0	0	0	0
AT1G78170	419	491	493	420	408	336	136	170	125	293	313	280
AT1G78172	5	8	6	18	22	11	15	4	8	20	19	11
AT1G78180	434	550	406	344	377	303	210	232	160	199	258	232
AT1G78190	54	65	50	95	99	112	53	39	40	97	110	105
AT1G78200	479	585	512	555	455	585	617	602	578	367	355	326
AT1G78206	0	1	2	6	3	2	0	0	1	3	5	11
AT1G78210	131	177	156	435	419	365	118	89	101	381	469	422
AT1G78220	0	0	0	3	0	1	0	0	0	2	0	0
AT1G78230	442	510	487	226	248	221	705	781	882	360	352	282
AT1G78240	1557	1649	1994	1788	1821	1715	1772	1782	1548	2259	2141	1985
AT1G78260	283	233	234	263	263	234	959	993	1009	924	726	624
AT1G78265	367.924	272.543	338.774	211.171	282.434	242.724	296.394	275.806	163.832	199.94	211.293	194.677
AT1G78270	278.075	291.457	220.226	285.829	264.566	245.276	158.607	140.194	219.168	264.059	225.707	303.323
AT1G78280	441	394	548.619	638	548	594	740	723	653	798	698	597
AT1G78290	901	909	760.381	327	296	353	2142	2127	2002	226	244	203
AT1G78300	2163	2147	2570	2508	2738	2466	2525	2407	2143	4210	3835	3741
AT1G78310	261	206	208	132	141	166	494	402	406	242	253	193
AT1G78320	22	33	31	54	68	63	4	7	1	25	30	41
AT1G78330	3	2	4	4	3	2	2	2	0	0	3	2
AT1G78340	91	99	126	208	266	377	426	438	421	201	133	174
AT1G78350	0	0	0	0	0	0	0	0	3	1	2	3
AT1G78355	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78360	2	1	0	8	9	5	1	0	0	1	0	0
AT1G78370	65	85	68	2276	2490	2091	20	18	13	3939	4407	3593
AT1G78380	5320	6041	5115	5974	5503	5540	9453	10179	9580	7899	7457	7137
AT1G78390	0	0	2	10	5	10	3	0	6	57	50	78
AT1G78400	0	0	0	0	0	0	0	0	0	4	1	4
AT1G78410	6	3	7	76	78	100	17	9	17	40	19	34
AT1G78420	876	843	912	947	851	1042	1154	1254	1206	1123	973	964
AT1G78430	70	95	124	201	167	157	23	36	23	222	238	221
AT1G78440	0	1	12	8	2	5	0	0	1	2	2	1
AT1G78450	226	295	164	36	27	12	154	209	163	11	6	10
AT1G78460	934	1056	860	1141	1137	1085	782	792	754	393	386	302
AT1G78470	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78476	7.278	7.867	6	10.826	1.06	7.581	15.065	9.965	7.413	4.483	6.613	10.957
AT1G78478	3	10	0	4	0	3	5	6	6	5	8	3
AT1G78480	14.722	28.133	23	36.174	31.94	33.419	17.935	16.035	21.587	36.517	29.387	53.043
AT1G78490	173	213	219	554	483	494	130	153	119	597	676	488
AT1G78500	0	0	0	0	3	1	0	0	0	18	10	12
AT1G78510	1027	1195	1066	544	497	544	1029	1092	868	627	557	535
AT1G78520	11	4	15	9	10	10	2	2	6	24	12	22
AT1G78530	42	69	52	42	39	22	32	18	20	10	12	4
AT1G78540	167	141	227	225	219	218	153	175	171	232	180	198
AT1G78550	139	138	133	190	166	213	163	165	158	179	185	184
AT1G78560	745	695	743	729	737	666	620	668	594	824	733	789
AT1G78570	1936	1669	2587	2999	2996	3289	2509	2366	2223	9729	7684	8327
AT1G78580	654	769	901	921	853	838	245	247	225	1026	898	995
AT1G78590	196	223	171	266	279	217	174	138	156	234	236	253
AT1G78600	858	1017	922	922	764	942	1179	1178	1077	831	670	708
AT1G78610	430	475	594	754	624	710	614	762	613	1678	1503	1465
AT1G78620	576	681	612	934	878	996	1041	867	817	1063	916	900
AT1G78630	5796	7203	5497	8436	8394	6318	3294	3730	3103	4420	4702	4172
AT1G78640	0	0	0	0	0	0	0	0	0	2	0	0
AT1G78650	141	207	154	244	279	276	174	209	151	316	319	313
AT1G78660	811	790	1081	895	849	929	1437	1416	1287	1055	1005	858
AT1G78670	1204	1139	1151	1224	1166	1341	2027	2095	1950	1280	1185	1160
AT1G78680	841	837	972	1696	1634	1983	1558	1823	1583	1921	1799	1856
AT1G78690	176	214	165	214	215	207	155	108	86	195	157	210
AT1G78700	525.883	427	673	567	577	549	807	907	763	1056	877	962
AT1G78710	1.117	0	0	1	1	2	5	8	7	9	6	12
AT1G78720	18	24	16	0	0	3	886	988	750	3	1	0
AT1G78730	65	62	70	86	58	58	26	42	26	51	56	61
AT1G78740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78750	21	19	24	17	17	24	7	9	6	7	10	3
AT1G78760	4	11	10	0	0	3	1	0	1	0	3	2
AT1G78770	134	150	166	246	214	215	77	68	50	264	257	279
AT1G78780	110	111	97	142	148.999	172.999	158	103.999	109	112	84	117
AT1G78790	146	183	147	174	170	189	117	139	108	138	180	160
AT1G78800	375	386	358	509	502	545	513	545	440	638	516	544
AT1G78810	149	163	231	163	180	215	160	161	134	273	223	202
AT1G78815	8	7	8	23	28	32	0	0	0	34	23	18
AT1G78820	416.123	485	413	585	603	500	210	209	200.039	457	510	376
AT1G78830	2926.877	3116	2844	2161	1910	1741	5577	5580	4823.961	3133	2944	2734
AT1G78840	1	0	2	0	1	2	0	2	0	2	1	6
AT1G78850	1258	993	1232	2031	1913	1978	3147	2657	2477	7238	8071	5305
AT1G78860	73	70	65	78	115	95	14	21	12	137	129	132
AT1G78865	49	52	45	157	124	126	7	12	8	96	127	131
AT1G78870	934.999	941	1060	1425	1318.001	1457.999	1257	1195	1126	1457	1322	1396
AT1G78880	1362	1327	1701	1270	1257	1243	1205	1279	1122	1890	1713	1826
AT1G78890	426	405	385	711	692	658	622	615	517	697	616	686
AT1G78895	344	303	284	301	291	304	341	371	373	380	290	294
AT1G78900	7037	6533	7905	8983	8892	8225	8298	8344	7572	15850	13556	13345
AT1G78910	99	109	139	122	119	145	94	131	89	124	103	135
AT1G78915	394	480	467	513	418	412	380	408	387	304	289	287
AT1G78920	2328.939	2169.273	2970.512	2777.9	2639.425	2826.296	2570	2472.799	2282.252	3642.621	3205	3374.424
AT1G78922	4.061	2.727	1.487	1.1	1.576	2.703	0	1.201	2.748	2.379	0	8.576
AT1G78930	128	155	160	149	137	115	148	127	116	207	137	164
AT1G78940	53	52	63	59	59	68	29	47	30	85	84	74
AT1G78950	40	44	46	66	34	66	12	33	20	77	62	80
AT1G78955	42	40	64	69	44	37	45	46	24	35	32	40
AT1G78960	170	208	261	346	265	344	309	291	235	605	533	537
AT1G78970	43	60	44	515	510	583	291	353	360	2077	1756	1901
AT1G78980	0	0	0	0	0	0	0	1	0	2	0	1
AT1G78990	72	89	83	142	190	185	90	76	98	137	143	89
AT1G78995	629	726	624	345	335	231	295	343	288	88	102	71
AT1G79000	2672	2722	4052	2330	2318	2320	3146	3172	2926	2619	2170	2265
AT1G79010	1684	1691	1710	2401	2390	2172	1723	1794	1716	3014	2711	3023
AT1G79020	252	286	380	312	293	364	355	277	322	315	324	310
AT1G79030	387	479	508	514	482	563	328	421	274	630	603	587
AT1G79040	81351	100139	74371	75821	69691	57739	55805	59997	55902	20721	20309	16392
AT1G79050	1006	1117	1134	826	793	799	872	927	915	747	818	750
AT1G79060	426	433	472	293	335	310	205	257	152	246	284	228
AT1G79070	167	120	84	135	156	108	136	118	121	110	120	108
AT1G79075	130	166	158	398	379	408	83	89	85	365	414	447
AT1G79080	325	348	466	339	336	256	248	240	215	312	332	279
AT1G79090	1578	1555	1641	1422	1378	1401	1631	1668	1536	2127	1969	1804
AT1G79100	2	0	2	5	1	3	1	0	0	0	1	0
AT1G79110	405	462	450	587	564	610	294	283	275	534	569	604
AT1G79120	38	34	62	36	33	39	19	12	19	42	47	54
AT1G79130	8	2	3	8	11	11	6	5	4	0	2	0
AT1G79150	520	579	710	707	657	669	398	367	337	1121	975	1090
AT1G79160	351	421	396	390	463	431	542	568	524	411	384	348
AT1G79170	2	1	5	9	9	2	0	0	1	0	5	7
AT1G79180	39	31	47	43	40	49	84	72	66	119	85	98
AT1G79190	508	498	709	449	421	503	423	480	437	577	453	510
AT1G79200	207	266	257	331	309	385	247	247	205	379	366	370
AT1G79210	678	712	727	1290	1148	1272	735	581	558	1211	1202	1246
AT1G79220	108	149	76	134	118	95	71	69	56	81	143	110
AT1G79230	1346	1451	1543	1902	1890	2068	1115	1138	950	2977	2670	2772
AT1G79245	5037	4818	7679	8845	6861	8810	7635	8955	7715	8736	6737	7292
AT1G79250	16	12	2	2	5	8	0	0	0	20	17	14
AT1G79260	143	160	156	278	300	302	117	126	121	381	356	378
AT1G79270	1270	1451	1442	1051	1059	1316	2605	2631	2528	1670	1223	1333
AT1G79280	3109	2811	4318	3914	3382	3749	2478	2702	2165	4373	3773	4063
AT1G79290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79310	45	36	66	47	43	66	57	59	44	92	81	78
AT1G79320	39	27	37	128	147	164	8	11	2	136	143	129
AT1G79330	15	9	18	47	38	41	20	23	8	105	54	56
AT1G79340	2351	2241	2700	2862	2790	2907	3999	4202	3962	5648	4774	5026
AT1G79350	1069	1140	1649	1348	1244	1395	1100	1199	1087	1325	1279	1225
AT1G79360	20	32	16	54	69	64	7	14	14	93	81	104
AT1G79370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79380	1045	1044	1337	1360	1276	1605	2189	2185	1715	1336	1084	1086
AT1G79390	307	256	262	489	522	542	246	271	232	621	612	625
AT1G79400	0	0	0	0	0	2	0	0	0	3	1	5
AT1G79410	174	204	166	72	86	52	481	511	481	306	254	270
AT1G79420	68	82	111	126	151	171	42	54	21	207	165	157
AT1G79430	223	297	276	392	326	339	159	194	169	218	312	279
AT1G79440	1076	1011	1270	1644	1526	1263	1008	1099	904	2078	1972	1825
AT1G79450	90	93	131	78	117	135	421	410	336	412	305	263
AT1G79460	194	141	209	338	319	300	64	66	31	409	313	409
AT1G79470	189	207	287	306	310	350	107	155	119	696	516	663
AT1G79480	5	0	5	9	15	14	2	3	0	6	18	12
AT1G79490	233	228	260	235	217	221	168	194	161	295	245	273
AT1G79500	356.635	338.867	486.068	724.514	701.99	605.803	200.949	184.657	123.723	641.954	671.167	592.829
AT1G79510	1069.365	1164.134	1051.931	369.485	371.01	311.197	753.05	753.344	659.276	278.046	280.834	260.171
AT1G79520	362	407	438	394	350	445	469	403	455	373	324	379
AT1G79529	14.028	12.36	18.189	37.26	18.176	20.447	5.088	6.229	4.134	5.063	6.134	4.115
AT1G79530	1976.972	1496.64	2296.811	2637.74	2973.824	3001.553	1299.912	1230.771	1103.866	5545.937	4579.866	5044.885
AT1G79540	266	293	389	259	247	253	232	240	229	291	312	325
AT1G79550	3319	3126	3750	5580	6104	6131	3160	3082	2869	11361	10417	10862
AT1G79560	1438	1470	1874	2047	1947	1480	803	853	741	1851	1970	1806
AT1G79570	1053	1104	1416	1117	1066	1126	1361	1358	1185	1558	1312	1164
AT1G79580	58	39	63	60	29	50	9	5	9	38	41	23
AT1G79590	505	506	500	673	574	674	809	935	781	720	706	653
AT1G79600	3181	3796	3142	1635	1558	1440	3567	3581	3366	1655	1515	1461
AT1G79610	176	168	295	586	475	798	235	310	228	649	576	593
AT1G79620	152	161	227	213	180	197	33	45	35	250	248	196
AT1G79630	442	456	569	428	427.999	374	480.999	549	521.001	521.001	494	498
AT1G79640	111	125	126	199	177	144	57	63	43	144	154	150
AT1G79650	655	621	762	721	792	810.001	675.999	682	558	1180	1074	1132
AT1G79660	308	291	338	391	292	339	695	728	795	703	565	564
AT1G79670	669	744	775	707	677	808	928	924	801	603	634	533
AT1G79680	5	7	4	19	22	41	32	26	37	5	4	2
AT1G79690	850	840	1139	1552	1546	1695	901	813	726	2026	1901	1734
AT1G79700	1462	1630	1717	799	644	586	1328	1379	1193	308	168	250
AT1G79710	340.286	248.513	372.788	317.451	282.169	361.018	378.835	437.265	279.511	547.345	499.458	452.767
AT1G79720	364.714	360.487	511.212	557.549	578.831	485.982	314.165	404.735	398.489	751.655	776.542	693.233
AT1G79730	875	823	1059	1032	969	1047	847	896	712	1217	1130	1131
AT1G79740	744	704	931	795	684	779	614	640	505	641	511	610
AT1G79750	7740	7205	8434	5608	5440	5492	6204	6433	5492	6555	5806	5815
AT1G79760	81	61	84	52	37	36	5	20	2	29	50	47
AT1G79770	60	48	78	32	14	5	15	9	7	7	4	12
AT1G79780	0	0	0	1	0	2	0	0	3	6.133	0	2
AT1G79790	425	506	491	735	787	769	396	408	380	355.867	332	356
AT1G79800	0	1	1	1	0	0	0	0	0	1	1	0
