gene	A_1	A_2	A_3
AT5G05890	10.31071791	11.57893665	12.12904597
AT5G05900	0.527778063	0.091241818	0
AT5G05910	0	0	0
AT5G05920	13.93673594	14.83171203	14.37925016
AT5G05930	12.0914842	11.45405702	10.29569336
AT5G05940	2.282829878	2.431919906	2.927343431
AT5G05950	18.6442332	21.01048253	21.46098312
AT5G05960	24.51095115	17.85922638	10.42237731
AT5G05965	1.25440055	1.30115814	0.790918226
AT5G05970	12.84221332	13.26608632	12.12914918
AT5G05980	30.67105117	26.47633847	24.0758514
AT5G05987	14.90101359	18.84601823	20.33590334
AT5G05990	31.94532554	27.63957608	35.91672417
AT5G06000	9.725395349	10.08790798	11.02103887
AT5G06010	0	0	0
AT5G06020	0	0	0
AT5G06030	0	0	0
AT5G06040	0	0	0
AT5G06043	0	0	0
AT5G06050	17.92000786	18.95973289	19.11385714
AT5G06060	44.1725783	44.74416942	50.45526276
AT5G06070	0	0.433420634	0
AT5G06080	1.653050224	1.71466742	0.683991513
AT5G06090	14.38966129	15.48476226	6.113288028
AT5G06100	8.90495387	9.450454256	9.598550898
AT5G06110	92.97242481	85.93771784	81.99381743
AT5G06120	17.2029717	16.56258152	15.83562629
AT5G06130	48.03173855	43.73764369	41.92960571
AT5G06140	61.08961361	57.09654948	58.51315351
AT5G06150	8.859118015	9.025244926	11.60800274
AT5G06160	31.73423651	33.14785285	31.25223236
AT5G06170	0	0	0
AT5G06180	6.124737415	5.227181576	6.073683095
AT5G06190	8.582385214	8.468034153	6.467189323
AT5G06200	3.269695922	0.884758262	0.784301292
AT5G06210	25.00822581	22.58756233	22.33808326
AT5G06220	32.01587702	31.3695462	30.60948167
AT5G06230	2.218289028	2.13053279	1.994391637
AT5G06240	15.13670243	12.91290675	15.76530096
AT5G06250	0.949271195	0.833169729	0.72514166
AT5G06260	29.06098375	29.24215584	29.18718427
AT5G06265	8.412503562	7.314506852	7.09827938
AT5G06270	14.54046275	16.72781515	13.51582254
AT5G06280	20.66876	16.97268803	13.43920974
AT5G06290	114.0908818	120.3108185	134.1483673
AT5G06300	19.34097888	15.48638738	10.23362714
AT5G06310	3.948716191	4.095903985	2.033274894
AT5G06320	120.5086137	134.0804973	135.5450091
AT5G06330	1.776753624	1.766190934	2.042158157
AT5G06340	93.91780893	91.19421395	88.53890145
AT5G06350	13.70586831	13.69720337	13.06311661
AT5G06360	183.8498159	182.5260449	184.9028959
AT5G06370	45.84149507	43.01025812	39.14351432
AT5G06380	0	0	0
AT5G06390	39.88050591	41.36704569	41.93947963
AT5G06400	1.78946344	1.502610099	2.256566692
AT5G06410	18.16556083	21.60978609	16.82005516
AT5G06420	3.229106959	3.349471429	2.820708365
AT5G06430	7.723810875	9.270698494	10.10520388
AT5G06440	22.22511611	22.24058225	22.2994489
AT5G06450	11.68226395	13.63243338	9.814146613
AT5G06460	35.13067569	34.98768602	35.30952597
AT5G06470	1.015107273	2.105890483	1.760110691
AT5G06480	2.297833735	2.894231953	2.535432178
AT5G06490	0.119171009	0.247226181	0
AT5G06500	0.18954759	0	0
AT5G06510	3.806293999	4.512197746	2.624918019
AT5G06520	0	0.071037964	0.07556663
AT5G06530	48.70996697	56.565261	47.94525349
AT5G06540	2.196177344	2.27803952	2.988692771
AT5G06550	29.0876572	31.992613	35.32333256
AT5G06560	15.30221159	17.98513938	15.24461725
AT5G06570	1.355076974	0.744134433	0.527715307
AT5G06580	19.18775031	19.61135216	17.60437719
AT5G06590	3.895344221	3.508892243	4.976778563
AT5G06600	64.79036461	66.86972418	71.84684864
AT5G06610	8.96131196	7.873702727	5.816424183
AT5G06620	6.284949883	6.027203796	4.710444018
AT5G06630	18.80277716	10.38253888	5.470603108
AT5G06640	34.57523679	21.65981346	10.11873159
AT5G06645	0	0	0.516596508
AT5G06650	0	0.191584483	0
AT5G06660	32.76483884	38.31396669	40.35026911
AT5G06670	8.659930137	8.902524787	9.384744372
AT5G06680	10.13738184	11.4458044	12.27446137
AT5G06690	37.60980975	35.36905004	34.74891473
AT5G06700	53.60750469	58.39404532	61.48922132
AT5G06710	4.437955019	3.347912084	3.487146677
AT5G06720	5.277649444	4.133710241	4.159545706
AT5G06730	1.319506974	2.105679069	0.447983198
AT5G06740	0.896715604	0.19931583	0.706740677
AT5G06750	12.29396759	12.20458186	10.31952105
AT5G06755	0.401209065	0	0.442694507
AT5G06760	315.9021541	351.5687712	333.2121846
AT5G06770	4.877034867	6.680244059	5.381325439
AT5G06780	26.18316978	27.42540955	24.83075589
AT5G06790	1.457890185	1.72826608	1.493734891
AT5G06800	6.241523846	5.810157676	2.825396523
AT5G06810	5.721827071	6.613405281	6.042892764
AT5G06811	6.971605557	7.146394961	7.330478042
AT5G06820	0.224191328	0.290685033	0.185529712
AT5G06830	21.41815692	25.84806125	26.20818813
AT5G06839	7.274221496	6.094334879	4.939313049
AT5G06850	14.22537364	12.11563874	13.1888974
AT5G06860	105.7626907	90.22465552	84.93372462
AT5G06870	48.47484866	44.12479335	37.11356691
AT5G06890	0	0	0
AT5G06900	0	0	0
AT5G06905	0	0	0
AT5G06910	26.08689926	24.20440582	27.0678166
AT5G06920	0	0	0
AT5G06930	4.496739208	3.871414215	3.820514241
AT5G06940	2.41668116	2.400091833	1.872271537
AT5G06950	10.69211975	9.252784942	10.44938812
AT5G06960	16.44392083	17.40855342	17.11544257
AT5G06970	25.35965968	23.92342019	26.17783127
AT5G06980	14.92002991	14.17973851	9.998335653
AT5G06990	2.56610874	2.281508616	1.348308144
AT5G07000	29.95564589	31.16309252	28.12412164
AT5G07010	34.99246684	39.91806474	27.50230295
AT5G07020	134.7210333	132.3180776	161.3445185
AT5G07030	122.1792755	130.4493185	133.8035388
AT5G07040	1.132825595	1.028170059	0.31249024
AT5G07050	0	0	0.117442905
AT5G07060	1.74460903	2.571592356	2.431583307
AT5G07070	3.282619622	4.043412287	4.452098169
AT5G07080	9.516725807	7.77486697	6.411971755
AT5G07090	477.8743856	436.4015359	491.0873411
AT5G07100	9.439614293	8.55565731	5.561771094
AT5G07110	16.9466563	12.57899584	12.35160563
AT5G07120	17.945596	20.76768691	20.31838489
AT5G07130	13.73520841	15.20551712	8.427242134
AT5G07140	6.390363796	4.869965118	5.612127207
AT5G07150	4.21014872	3.380966224	2.472595555
AT5G07160	0	0	0
AT5G07165	0	0	0
AT5G07170	0	0	0
AT5G07175	0	0	0
AT5G07180	9.166084021	9.672384741	10.37656466
AT5G07190	0.131424261	0.136323081	0.580054677
AT5G07200	0	0	0.495861925
AT5G07210	0	0	0
AT5G07220	92.03460712	91.2156977	74.00824269
AT5G07225	0	0	0
AT5G07230	0	0	0
AT5G07240	35.35512139	35.63059376	37.09561564
AT5G07250	26.6582483	27.31194769	23.38712888
AT5G07260	0	0	0
AT5G07270	26.38055385	30.45219745	27.19833559
AT5G07280	1.901408087	2.158347197	2.098015698
AT5G07290	28.9311102	27.000945	24.59013821
AT5G07300	37.19527578	38.84689051	40.1950942
AT5G07310	0.262132964	0	0.289237791
AT5G07320	11.68480589	11.97691909	13.73221832
AT5G07330	26.22998886	20.49411749	33.07679714
AT5G07340	47.06391945	54.92908003	59.08815229
AT5G07350	116.711717	114.5283525	113.4626022
AT5G07360	10.15199934	10.05175841	9.928803325
AT5G07370	26.9958963	30.47294341	28.99084869
AT5G07380	0.626617195	0.259989702	0.276564031
AT5G07390	0.777025151	1.043044129	0.655636169
AT5G07400	2.169783626	1.988084749	2.154727396
AT5G07410	0	0	0
AT5G07420	0	0	0
AT5G07430	0	0	0
AT5G07440	173.0504715	171.4868059	137.8207328
AT5G07450	2.937080714	2.688141132	1.334437988
AT5G07460	40.5703664	45.41467562	42.27112626
AT5G07470	95.45528965	92.80699354	85.36583099
AT5G07475	49.77288009	69.74671723	33.78064198
AT5G07480	0	0	0
AT5G07490	0	0	0
AT5G07500	0.139281835	0.433420634	0.768418624
AT5G07510	0.179869568	0.559722537	0.198468272
AT5G07520	0.266485726	0.13820947	0.294040632
AT5G07530	0.073729078	0	0
AT5G07540	0	0	0
AT5G07545	0	0	0
AT5G07550	0	0	0.433659925
AT5G07560	0.387572263	0	0.142549215
AT5G07570	0.093063958	0.064355269	0.410747481
AT5G07571	0	0.586758743	0
AT5G07572	0.198127933	0	0.437229143
AT5G07580	70.13443076	67.70669319	57.72055306
AT5G07590	7.555698036	7.907311739	10.64451809
AT5G07600	0.163758802	0	0
AT5G07610	6.861532701	5.219349877	7.571022452
AT5G07620	3.971118788	5.178349485	4.256544202
AT5G07630	17.43304924	17.93761961	20.54892196
AT5G07640	0.785584183	0.698457183	0.742983788
AT5G07650	0.15034899	0.051984409	0
AT5G07660	1.880123474	1.516825948	2.166731577
AT5G07670	12.73067225	11.28444886	11.91869827
AT5G07680	10.92591476	9.306104332	7.841083523
AT5G07690	23.61362191	17.91597147	19.70259089
AT5G07700	0.940946341	0.976019973	1.349713547
AT5G07710	8.446506629	6.292241465	5.591930618
AT5G07720	1.675583102	3.041570361	2.311050212
AT5G07730	6.174741742	7.240326599	5.035855733
AT5G07740	24.70873867	22.92689296	21.3619891
AT5G07760	0.193289078	0.050123475	0.053318843
AT5G07770	3.515579724	3.031529484	2.850900698
AT5G07780	0.240725439	0.249698443	0.442694507
AT5G07790	3.956426638	5.223147793	5.386037762
AT5G07800	6.27252157	7.200337267	6.36741839
AT5G07810	2.060684691	1.515679265	1.90169158
AT5G07820	6.012916428	5.717293057	3.80110635
AT5G07830	27.24940377	26.94236917	21.77267037
AT5G07840	16.99238392	18.90132177	17.39254891
AT5G07850	0	0	0
AT5G07860	13.07500875	10.84990217	12.79192095
AT5G07870	11.33898927	14.68178176	13.20173983
AT5G07880	0	0.350590638	0.372940771
AT5G07890	16.39462183	15.24893868	14.80078071
AT5G07900	25.37799638	23.29074414	28.57828316
AT5G07910	13.22943282	15.63329382	14.50498177
AT5G07920	21.00336526	20.68594622	18.39965302
AT5G07930	0	0.119093057	0
AT5G07940	18.1459514	16.93729157	17.68782786
AT5G07950	13.78331703	12.73522131	13.54709094
AT5G07960	37.29631648	37.77411281	38.04692379
AT5G07970	19.47713851	20.63376355	20.30774899
AT5G07980	11.88408659	10.71549838	12.00012059
AT5G07990	10.85697936	13.04800573	13.38410765
AT5G08000	28.35408122	27.64189406	33.52063206
AT5G08005	0	0	0
AT5G08010	14.54281463	15.99362449	18.0443212
AT5G08020	5.516391055	5.512671726	5.04758339
AT5G08030	1.896061372	1.388284779	3.076641363
AT5G08040	77.96439282	72.12774652	79.05091307
AT5G08050	108.2093378	107.7077608	124.9116393
AT5G08055	0	0	0
AT5G08060	122.9509558	106.3388357	112.8602585
AT5G08070	1.740183896	1.353786739	1.800113207
AT5G08080	37.66791842	37.34695192	35.41556058
AT5G08090	0	0	0
AT5G08100	34.01793451	34.89604785	33.07679714
AT5G08110	6.558225099	6.08239797	6.640417609
AT5G08120	23.24753627	24.75590438	27.3094286
AT5G08130	78.863426	76.74780364	73.60135673
AT5G08139	11.67875892	12.60853524	9.730512931
AT5G08141	0	0	0
AT5G08150	2.181330838	3.070725189	2.750723152
AT5G08160	46.80367407	44.64626309	54.44257586
AT5G08170	15.38634945	13.65078523	14.5932659
AT5G08180	118.2742339	106.6064129	112.7961347
AT5G08190	30.0457684	24.17789028	24.3812348
AT5G08200	13.91639034	13.92478908	13.41655178
AT5G08230	10.42151467	10.20174115	10.08745484
AT5G08240	3.988350467	2.955011159	2.829053656
AT5G08250	8.426622325	10.12083761	4.893654737
AT5G08260	52.20648904	50.13498346	36.59278173
AT5G08270	6.756008066	7.432554645	8.584069255
AT5G08280	213.8837466	227.4185941	264.9053754
AT5G08290	106.4141426	110.3807136	109.7220405
AT5G08300	90.02144967	90.10928609	89.32305299
AT5G08305	2.199123096	2.606965799	3.55311089
AT5G08310	3.635264455	3.402888541	4.402486812
AT5G08315	0	0	0
AT5G08320	11.47567846	12.99800114	10.77021157
AT5G08330	58.84399618	57.18141368	70.7310772
AT5G08335	7.812868338	8.850521324	7.826712854
AT5G08340	6.139093566	5.528743119	6.091243039
AT5G08350	0.517380048	1.073330621	0.570877693
AT5G08360	3.955262169	2.26355529	4.213749417
AT5G08370	25.08322322	30.30691025	27.37271381
AT5G08380	30.13397581	29.64046265	27.32603505
AT5G08391	0.460718543	0.477891757	0.508357329
AT5G08390	15.6442321	14.40917593	15.08599729
AT5G08400	9.607667185	12.04199808	13.07470252
AT5G08410	105.6583084	118.6375114	129.1446735
AT5G08415	37.39757954	44.43044326	49.53811864
AT5G08420	84.75054591	85.36414003	88.00165083
AT5G08430	10.86381142	9.606154649	10.41505696
AT5G08440	10.93906552	9.498467159	9.503215879
AT5G08450	59.97771844	62.61360778	58.65800773
AT5G08460	0	0.118715583	0
AT5G08470	15.43290441	15.50226223	14.49167837
AT5G08480	0.966660993	0.752019851	1.244383891
AT5G08490	1.231857257	1.11805273	1.121366897
AT5G08500	26.03475966	27.69764241	27.52146189
AT5G08505	0	0	0
AT5G08510	6.296313622	7.206629245	6.348448852
AT5G08520	47.78792838	42.15976678	43.66517929
AT5G08530	214.0325165	211.2108165	205.7083794
AT5G08535	15.35620654	13.82482854	14.38646142
AT5G08540	69.44970851	69.11513697	69.52309
AT5G08550	16.77069594	16.0764751	16.37363246
AT5G08560	47.82082098	47.63832046	40.44981786
AT5G08565	10.73259514	12.45347398	11.84235684
AT5G08570	115.9757711	115.4479943	116.5420933
AT5G08580	27.96546353	27.60692356	31.12010893
AT5G08590	79.45075577	80.13395233	87.24819276
AT5G08600	8.674377113	8.188395079	7.748208916
AT5G08610	103.1753856	90.97870697	113.2201833
AT5G08620	50.43994119	46.78202346	48.60165573
AT5G08630	14.41715349	14.68099184	12.65842237
AT5G08640	24.10229982	18.70423442	15.56270925
AT5G08650	56.23400292	52.49710513	63.05485286
AT5G08660	14.06522041	13.43240113	13.64652645
AT5G08670	385.6011244	326.1107349	310.3763801
AT5G08680	197.6283289	175.5416053	168.2123087
AT5G08690	324.9301703	296.1017759	286.4030502
AT5G08695	0	0	0
AT5G08710	8.861059102	7.276488369	7.414454017
AT5G08720	14.89143271	15.44650859	17.20143619
AT5G08730	0.088447804	0.183489364	0
AT5G08740	22.68651534	24.36026265	24.95891648
AT5G08750	8.946321338	9.396521071	9.064286444
AT5G08760	12.57292101	14.63201067	18.94845279
AT5G08770	13.66699266	9.826841949	8.739646401
AT5G08780	17.65120774	15.98565714	13.6433394
AT5G08790	63.81584185	57.47960236	39.68626053
AT5G09210	0.136775818	0	0.075459291
AT5G09220	125.4621992	100.5794663	71.24485434
AT5G09225	23.88737048	18.63134536	16.1413228
AT5G09230	15.38568335	17.57303225	15.83209082
AT5G09240	5.734017966	4.018751764	5.813927863
AT5G09250	12.15090311	12.24711411	12.52193035
AT5G09260	16.85916837	18.5316266	17.63065581
AT5G09270	16.99900605	12.37788073	16.27238734
AT5G09280	0	0	0
AT5G09290	0.888149198	0.345470559	0.367494287
AT5G09300	5.77441084	5.289562032	4.22007848
AT5G09310	20.38575789	16.7965319	18.02683939
AT5G09315	7.042711188	7.552861994	8.034356512
AT5G09320	0.405432318	0.31540856	0.335515837
AT5G09330	55.8422051	55.43364721	57.7062013
AT5G09340	0	0	0
AT5G09350	4.774999328	5.550155309	4.633501243
AT5G09360	0	0	0
AT5G09370	0	0	0
AT5G09380	10.04276441	7.256860999	9.587102922
AT5G09390	35.86647479	38.65577685	31.85023569
AT5G09400	22.84581598	22.65629155	21.62200836
AT5G09410	28.63633781	28.07837658	29.39289812
AT5G09420	19.40078335	17.36447393	17.89869975
AT5G09430	0.362295811	0.626333887	0.533010109
AT5G09440	52.34948481	66.89229464	60.90174206
AT5G09445	5.639554751	5.849768295	6.049838168
AT5G09450	22.36985176	25.21345253	27.01516237
AT5G09460	47.14285304	50.07699331	53.58237995
AT5G09470	3.541707607	4.477351391	1.83183934
AT5G09480	104.1997257	116.8232001	67.16308096
AT5G09490	0	0	0
AT5G09500	1.060464489	1.539990397	0.936094112
AT5G09510	198.206294	188.9852485	219.8948177
AT5G09520	122.9915003	136.3996893	72.3520348
AT5G09530	854.6993935	1147.855717	733.3533848
AT5G09540	4.067130159	6.49035664	3.452058251
AT5G09550	0.153165709	0.079437469	0
AT5G09560	0	0	0
AT5G09570	5.892066973	5.781331094	4.919912495
AT5G09580	5.416322376	6.209606016	6.710316741
AT5G09590	92.68303196	96.254097	85.31493058
AT5G09600	51.00261997	50.92770401	48.91933548
AT5G09610	0.22163979	0.766337932	0.244557579
AT5G09620	110.9023034	119.0520722	110.6564013
AT5G09630	5.978424218	5.482281351	5.4493649
AT5G09640	1.92931135	1.728331664	3.289970108
AT5G09650	223.8073937	212.4868206	243.7106358
AT5G09660	246.0053836	244.9744184	242.616838
AT5G09670	27.68223022	27.77182285	25.42745809
AT5G09680	21.84639955	22.77813383	18.11022984
AT5G09690	4.002976404	2.995019943	2.896320265
AT5G09700	0	0	0.192475873
AT5G09711	0	0	0
AT5G09720	0	0	0.102094826
AT5G09730	0.655835984	0.627952773	0.834980908
AT5G09740	17.61405651	15.74083993	13.15624952
AT5G09750	0.14357382	0.148925513	0
AT5G09760	18.17230784	16.76251628	15.61090774
AT5G09770	66.78773456	54.63326835	57.71671245
AT5G09780	0	0.141739892	1.055430613
AT5G09790	6.852109872	6.265841078	7.361661469
AT5G09800	2.813103121	2.917961111	3.7829768
AT5G09805	0.583184105	1.411485142	1.072476599
AT5G09810	433.1463692	479.9667091	498.251202
AT5G09820	5.375141854	4.676225342	5.35697555
AT5G09830	41.9412743	54.65269006	48.88118661
AT5G09840	14.93038677	14.23641845	15.9114212
AT5G09850	30.5818177	29.74970543	29.72829305
AT5G09860	24.83360743	27.18674256	28.50576844
AT5G09870	56.44074936	58.76180371	67.55317053
AT5G09876	1.130608715	0.586375991	0.623757427
AT5G09880	72.84625418	67.2766619	65.11893397
AT5G09890	35.52252179	32.48226164	27.77939745
AT5G09900	98.43808172	103.6716649	98.78369697
AT5G09910	0	0.08720551	0.092764856
AT5G09920	44.35064381	46.92388345	45.02162358
AT5G09930	0.730477194	0.964352607	0.439641442
AT5G09940	0	0	0
AT5G09950	1.571412564	1.071134135	1.188958826
AT5G09960	19.1147686	16.30763519	18.22084832
AT5G09970	3.478755764	5.273853172	5.610061009
AT5G09976	0.31263044	0	0.172478379
AT5G09978	5.69539682	3.308307446	1.508233652
AT5G09980	10.95715791	5.68279215	7.418949328
AT5G09990	5.555202437	5.041987791	8.428222349
AT5G09995	23.44540347	24.61956592	33.6944637
AT5G10000	1.615606973	0	1.782662445
AT5G10010	51.36975877	55.38482598	60.48779155
AT5G10020	18.76490483	13.85119665	17.61232056
AT5G10030	17.5907951	18.19153	18.41583167
AT5G10040	70.72347378	58.89439138	4.762782285
AT5G10050	88.2898049	73.50173751	31.52720526
AT5G10060	45.43302651	43.01883444	41.55060908
AT5G10070	35.230876	34.07649339	34.12393425
AT5G10080	6.417705777	5.662211883	7.895246268
AT5G10090	0.172151685	0	0.06331745
AT5G10100	6.377660979	5.914934545	4.801798084
AT5G10110	13.58933929	13.49177071	15.3158019
AT5G10120	4.449638427	6.830937072	12.66711825
AT5G10130	5.212288706	1.565061466	1.513485495
AT5G10140	0.979222124	1.39661841	1.350593412
AT5G10150	7.630251373	7.434990991	7.058544224
AT5G10160	71.41342642	76.57789665	84.83170468
AT5G10170	12.49209801	6.977244107	5.138337474
AT5G10180	63.98030806	71.22257932	78.37767909
AT5G10190	14.53008857	12.82697481	13.30357637
AT5G10200	9.5077071	9.90929254	9.687689563
AT5G10210	4.056356443	2.855127633	1.598495713
AT5G10220	0.259076706	0	0
AT5G10230	27.21571421	26.94166156	12.21130744
AT5G10240	25.04348099	23.19868705	23.93875166
AT5G10250	0.277226993	0.718901467	0.841204534
AT5G10260	2.131423157	1.560615269	2.76684067
AT5G10270	17.7622654	17.61626556	15.90261822
AT5G10280	5.653043576	4.104631939	3.326706278
AT5G10290	18.54660632	15.80469797	17.3789515
AT5G10300	64.42515166	49.29457104	20.10290559
AT5G10310	4.49798398	3.974438885	4.043991346
AT5G10320	4.33762382	3.552085332	2.602987724
AT5G10330	16.58912264	15.3076002	16.86088645
AT5G10336	0.656523924	0.680995754	0.724409194
AT5G10340	0	0.223944792	0
AT5G10350	34.35286105	33.58013543	31.91627774
AT5G10360	652.3820956	593.9974034	646.4379692
AT5G10370	6.766798496	6.407523488	6.618027558
AT5G10380	19.11102721	19.69631484	16.35604134
AT5G10390	25.68167116	31.64627325	41.33393634
AT5G10400	67.256115	66.90393395	98.33900886
AT5G10410	6.154117096	3.868794468	4.732744377
AT5G10420	0	0	0
AT5G10430	82.89457106	47.06841286	37.79720249
AT5G10435	0	0	0
AT5G10440	3.050708403	3.055305056	4.875120866
AT5G10450	188.7605756	171.8585647	152.521063
AT5G10460	22.11952985	18.57374015	20.19364917
AT5G10470	24.101154	22.11496074	25.91136094
AT5G10480	157.3288196	179.6975119	184.9479275
AT5G10490	28.13013733	29.58882605	24.18285834
AT5G10500	0	0	0
AT5G10510	6.269622705	5.581209124	5.730506158
AT5G10520	2.727383438	2.648468821	2.369100376
AT5G10540	38.23216799	38.18484297	36.57287497
AT5G10530	0	0	0
AT5G10550	87.9351002	87.2657445	94.3806434
AT5G10560	35.89826881	36.14439561	46.46356344
AT5G10570	0.773563002	1.375538477	2.072907716
AT5G10580	17.11630286	16.38859425	8.13557089
AT5G10590	0	0	0
AT5G10600	3.342689087	3.628556491	3.945651798
AT5G10605	0.945923639	0.830231599	0.401435825
AT5G10610	17.24984429	18.33792487	17.42369825
AT5G10620	5.386202166	6.17507435	6.099539629
AT5G10625	40.9069805	60.59607219	57.96678805
AT5G10630	15.09395671	16.06859695	17.25732455
AT5G10650	10.83143589	9.279051613	8.696790655
AT5G10660	0	0.294195515	0.234712846
AT5G10680	0.242544523	0.251585333	0.133811942
AT5G10690	22.07187671	25.30456071	29.78650748
AT5G10695	26.35310068	24.9698443	13.70023001
AT5G10700	12.84369737	15.65971514	13.17724056
AT5G10710	13.26271672	14.02334857	12.55699823
AT5G10720	5.66154633	3.778481452	1.985466705
AT5G10730	36.10881584	37.22707789	36.57275595
AT5G10740	15.48723104	16.67566525	11.88774061
AT5G10745	20.26116123	18.62114227	16.19179704
AT5G10750	28.3642977	25.40497563	25.42229583
AT5G10760	0	0.38063787	0.080980703
AT5G10770	56.60399688	51.58327328	29.211113
AT5G10780	142.9545663	138.6489584	136.645313
AT5G10790	12.06331975	11.27851394	9.908398409
AT5G10800	3.260030717	2.762972036	3.070713345
AT5G10810	29.15559101	31.23717573	26.8791406
AT5G10820	12.53199979	10.94230409	11.02725033
AT5G10830	9.932168068	11.91601517	7.922287785
AT5G10840	99.11225432	104.6554514	118.0700785
AT5G10860	334.8631425	317.271945	276.1347381
AT5G10870	13.31018394	15.44667375	12.94154381
AT5G10880	0.155306735	0	0.171365616
AT5G10890	0.620781934	0.321960743	0.342485722
AT5G10900	4.12672181	4.216656009	3.941774546
AT5G10910	24.97891281	26.67486876	26.84983151
AT5G10920	56.01145614	51.22406788	53.12334087
AT5G10930	16.9470709	18.91049541	14.94536656
AT5G10940	27.92346017	28.58814311	24.46569931
AT5G10946	4.463782973	3.748232698	3.400831976
AT5G10950	29.55884459	32.31562407	29.2796088
AT5G10960	149.8610293	149.8190658	135.7259679
AT5G10970	4.056179557	4.207373032	2.918864883
AT5G10980	332.1304772	365.3900198	335.3004999
AT5G10990	0.958641128	0.497187165	1.057765637
AT5G11000	20.1468675	22.28078414	21.82143386
AT5G11010	15.43526046	15.93326151	16.12623874
AT5G11020	5.513285685	6.516763625	4.951576379
AT5G11030	8.227661088	8.919767974	8.082713385
AT5G11040	22.09684044	21.54600996	21.41794006
AT5G11050	0	0	0
AT5G11060	40.68840094	43.44812101	49.93300195
AT5G11070	29.8356741	23.32987571	22.45361547
AT5G11080	0	0	0
AT5G11090	179.6182121	175.8133139	134.7153439
AT5G11100	10.05722431	9.292463998	6.527736444
AT5G11110	71.68032772	58.58177303	28.94043673
AT5G11130	0	0.087716081	0
AT5G11140	0.150610285	0	0.664734192
AT5G11150	42.88583699	50.41565337	54.7980503
AT5G11160	7.272981346	6.375279395	7.233816629
AT5G11170	180.9782155	167.5185477	166.5345924
AT5G11180	0	0.051185195	0
AT5G11190	2.01681893	1.126459141	0.684726198
AT5G11200	139.5541945	127.1122335	132.0331268
AT5G11210	1.071722845	1.58199356	1.046093185
AT5G11220	0	0	0
AT5G11230	12.44103153	11.84410314	8.838219543
AT5G11240	39.54051995	38.74631012	39.2728483
AT5G11250	4.360309837	4.722376768	3.962140407
AT5G11260	11.38462665	8.946202176	5.836800191
AT5G11270	29.00191173	28.79226579	32.74003115
AT5G11280	35.47061351	33.16924433	34.09777228
AT5G11290	0.53362782	0.922531193	0.588805502
AT5G11300	1.654125869	2.105733876	1.659240215
AT5G11310	8.938328534	9.763174001	8.218800978
AT5G11320	0.734529772	0.484851346	1.178881351
AT5G11330	33.68938823	33.52462028	31.33001077
AT5G11340	44.52944878	41.74800054	51.49604485
AT5G11350	14.85589641	12.44836308	12.54193077
AT5G11360	0.438568613	0	0.322611382
AT5G11370	0	0	0
AT5G11380	15.58496003	12.4659481	13.80560986
AT5G11390	14.86603469	14.55447046	10.12969447
AT5G11400	0	0	0
AT5G11410	0.902093942	0.415875269	0.995371411
AT5G11412	0	0	0
AT5G11416	0.213978168	0.221954172	0
AT5G11420	111.4518883	88.47510207	100.7680315
AT5G11430	8.034099939	6.629817744	7.564658675
AT5G11425	0	0	0
AT5G11440	0.384477187	0	0
AT5G11450	80.36847724	80.88101104	95.5968565
AT5G11460	4.754395729	4.676531565	5.96959222
AT5G11470	2.949808442	2.895846275	1.859898149
AT5G11480	75.64620048	75.53048606	86.47054731
AT5G11490	37.193066	37.48884721	37.41352669
AT5G11500	140.6459306	149.0877952	134.4775725
AT5G11510	3.308271998	3.391215717	3.908022651
AT5G11520	166.0119917	173.3692199	143.0243793
AT5G11530	13.2472065	13.35117867	13.13109466
AT5G11540	2.878238944	3.32478905	2.093175116
AT5G11550	23.02155965	22.73761289	24.29757794
AT5G11560	86.42121809	85.06487449	90.72413924
AT5G11565	0	0	0
AT5G11570	0.495319833	0.513782804	0.327921857
AT5G11580	53.13238481	52.66885591	48.55196039
AT5G11590	3.854630262	3.645518869	6.379804673
AT5G11600	17.83151399	13.94327488	15.13485495
AT5G11610	5.235532881	7.399310453	7.726593756
AT5G11620	2.612524143	1.548517476	0.823617688
AT5G11630	12.68212068	14.76265916	18.03602207
AT5G11640	22.70927017	23.77903205	21.01974218
AT5G11650	14.17355388	13.06832973	14.811648
AT5G11660	0	0	0
AT5G11670	149.3605414	146.3105667	145.4889853
AT5G11680	61.66757766	66.70205363	57.37320814
AT5G11690	15.83719993	10.84216923	20.44549632
AT5G11700	40.29793293	40.26138074	39.73642062
AT5G11710	60.02655237	70.33306625	70.78130023
AT5G11720	26.89256049	25.98301861	24.71904146
AT5G11730	14.43004032	16.22690162	18.00539004
AT5G11740	1125.170258	1163.48849	1359.731469
AT5G11750	23.38831138	21.16307217	26.63030524
AT5G11760	49.74825408	44.74305086	43.44947547
AT5G11770	268.7899122	259.3601415	257.7416362
AT5G11780	2.759407324	2.289811049	2.08781689
AT5G11790	35.0627592	40.70991116	44.6493206
AT5G11800	16.38760753	14.99483316	14.85070099
AT5G11810	31.01439376	31.47361769	39.03947841
AT5G11820	0	0	0
AT5G11830	0	0	0
AT5G11840	31.54449923	35.14014605	36.82074258
AT5G11850	18.41646878	17.75766239	18.84201105
AT5G11860	20.52812025	19.60822129	19.63608152
AT5G11870	1.016433943	0.948889227	1.009380861
AT5G11880	80.80145627	77.55859299	85.47743845
AT5G11890	28.50235826	30.83443242	36.36955116
AT5G11900	46.61994374	55.02772193	60.30954623
