"","gene","Control_1","Control_2","Control_3","A_1","A_2","A_3","wtavg","abaavg","log2FoldChange"
"2031","AT1G20030",9.216429124,9.070445576,7.070909586,32.34930233,37.36407694,43.99075685,8.452594762,37.9013787066667,2.16478413868921
"2032","AT1G20050",88.67203003,75.40083823,76.69944355,88.42468401,82.70321602,86.19410509,80.25743727,85.7740017066667,0.0959053402393499
"2033","AT1G20060",1.509712386,1.708962843,1.768617326,1.599691054,1.091657431,2.090250952,1.66243085166667,1.593866479,-0.0607635560886273
"2034","AT1G20065",1.970263673,1.181231515,1.269482436,0.604331646,0.731334352,0.555683482,1.473659208,0.630449826666667,-1.22494946596734
"2035","AT1G20070",27.28616258,15.21488735,9.722853407,24.60091404,19.33573544,23.50672853,17.407967779,22.4811260033333,0.368966505698703
"2036","AT1G20080",0.070800333,0.058772631,0.068427222,0,0,0,0.066000062,0,-Inf
"2037","AT1G20090",65.6396328,52.21433186,54.39247527,61.55568315,62.32473136,69.65918806,57.4154799766667,64.5132008566667,0.168154639595693
"2038","AT1G20100",94.98246408,94.47549909,106.1104251,88.47146522,84.29846356,78.82587372,98.52279609,83.8652675,-0.232384124920915
"2039","AT1G20110",54.19307374,46.24354847,50.7303142,72.27568444,66.90071627,52.20521239,50.3889788033333,63.7938710333333,0.340309605832695
"2040","AT1G20120",0.413608272,0.343343669,0.499680998,0.475741974,0.29608511,0.10498684,0.418877646333333,0.292271308,-0.51922068786154
"2041","AT1G20130",0.080370885,0,0,0,0,0,0.026790295,0,-Inf
"2042","AT1G20132",0,0,0,0,0,0,0,0,NA
"2043","AT1G20135",0,0,0,0,0,0,0,0,NA
"2044","AT1G20140",21.95699151,24.67641001,27.75057642,17.40683231,18.91546311,19.43536861,24.7946593133333,18.58588801,-0.415821782415902
"2045","AT1G20150",0,0,0,0.060081224,0,0,0,0.0200270746666667,Inf
"2046","AT1G20160",6.857952301,2.306609928,3.542597126,18.65962159,14.05082764,8.523745089,4.235719785,13.7447314396667,1.69819966231209
"2047","AT1G20180",0.103606825,0,0.100134093,1.14404169,1.483357087,1.051947344,0.0679136393333333,1.226448707,4.17464174294468
"2048","AT1G20190",40.58615927,36.70118682,33.68669078,36.80839051,26.12344366,30.1639238,36.9913456233333,31.0319193233333,-0.253434851637231
"2049","AT1G20200",65.80803045,81.94264538,79.46355534,66.01259707,70.64449737,67.64152098,75.7380770566667,68.0995384733333,-0.153373771759679
"2050","AT1G20220",161.2319374,194.5843326,165.786998,92.61863373,91.40155207,90.04194911,173.867756,91.35404497,-0.928449892829593
"2051","AT1G20225",47.37937962,35.71849314,41.11871858,53.97786023,66.2957057,52.85063378,41.4055304466667,57.70806657,0.478949518056367
"2052","AT1G20230",6.488683318,6.874037645,6.629547155,4.094227938,3.715984702,4.831295961,6.66408937266667,4.21383620033333,-0.66127351393842
"2053","AT1G20240",0,0,0,0,0,0,0,0,NA
"2054","AT1G20260",150.8729641,155.0884005,154.6467522,200.5551645,221.2188761,239.3190164,153.536038933333,220.364352333333,0.521313528731338
"2055","AT1G20270",19.65721632,16.64254151,18.43122397,26.63728221,27.16345679,22.24229599,18.2436606,25.34767833,0.47445837644763
"2056","AT1G20280",0,0,0,0,0,0,0,0,NA
"2057","AT1G20290",0,0,0,0,0,0,0,0,NA
"2058","AT1G20300",27.82063277,29.99539958,27.68363743,16.73843377,19.2478611,19.22134515,28.4998899266667,18.4025466733333,-0.63105091691271
"2059","AT1G20310",1.121173852,1.240942119,1.324392589,0.80241813,1.664656286,0.75890487,1.22883618666667,1.07532642866667,-0.192517931898729
"2060","AT1G20320",0,0,0,0,0,0,0,0,NA
"2061","AT1G20330",180.5320055,193.9581615,194.3223941,159.0905716,157.2880515,179.2795914,189.604187033333,165.219404833333,-0.198607684034478
"2062","AT1G20340",1355.579925,1355.80527,1251.466529,1314.714747,1288.532945,1446.871571,1320.95057466667,1350.03975433333,0.0314254036247268
"2063","AT1G20350",1.951888157,2.565471014,3.458517435,2.993476961,2.639299604,1.98180339,2.65862553533333,2.53819331833333,-0.0668786349600352
"2064","AT1G20360",0,0,0,0,0,0,0,0,NA
"2065","AT1G20370",31.226528,36.84271075,32.66440681,21.56788615,20.85631503,25.41015293,33.5778818533333,22.61145137,-0.57045762773939
"2066","AT1G20380",6.603488586,6.645924195,8.020047452,4.463189448,3.960221024,3.441348217,7.08982007766667,3.954919563,-0.842100663058261
"2067","AT1G20400",0.651124195,0.252237958,0.209766525,0.239660282,0.124296791,0.088147136,0.371042892666667,0.150701403,-1.29989312425292
"2068","AT1G20405",0,0,0,0,0,0,0,0,NA
"2069","AT1G20410",22.14041449,20.23852639,19.48328066,17.67786154,18.0078899,18.19372377,20.6207405133333,17.95982507,-0.199322844199234
"2070","AT1G20430",41.55451919,38.11859469,44.38034343,31.65044147,27.16407978,26.05939191,41.3511524366667,28.2913043866667,-0.547568842629194
"2071","AT1G20440",151.0105195,84.46964633,90.49877635,1092.104909,1086.381958,646.4790012,108.659647393333,941.6552894,3.11538276036772
"2072","AT1G20450",169.4325658,135.8350221,113.1234704,1117.594532,1284.901446,1108.720761,139.4636861,1170.40557966667,3.06904712879845
"2073","AT1G20460",9.88381147,8.204729755,12.50925534,13.3174943,12.69082041,11.70784274,10.1992655216667,12.5720524833333,0.301754936607666
"2074","AT1G20470",4.374416013,5.340119776,1.989549523,3.314907684,3.192865336,3.396410318,3.90136177066667,3.301394446,-0.240902264663157
"2075","AT1G20480",3.602728706,3.398511281,3.877649663,3.54118799,3.907643865,3.824215462,3.62629655,3.757682439,0.0513462399242869
"2076","AT1G20490",5.39298815,3.35761238,4.389241262,6.333734424,5.892522027,4.971307215,4.379947264,5.732521222,0.388256291314871
"2077","AT1G20500",0,0,0,0,0,0,0,0,NA
"2078","AT1G20510",26.55235081,32.96484717,48.54273735,25.18968291,28.31535487,20.39840858,36.0199784433333,24.63448212,-0.548118175024438
"2079","AT1G20520",0.676570428,0.374422191,1.089821488,0.20752193,0.645771835,0.686939753,0.713604702333333,0.513411172666667,-0.475010430341386
"2080","AT1G20530",1.72944402,1.263365489,1.470898777,0.82752685,0.396172056,1.194046005,1.487902762,0.805914970333333,-0.884580708482378
"2081","AT1G20540",20.79653707,17.26357964,17.70667694,21.52859998,20.44061386,22.62350479,18.5889312166667,21.53090621,0.2119652181834
"2082","AT1G20550",5.17834367,4.075330482,2.729876755,3.46545619,4.68585767,3.209250669,3.994516969,3.786854843,-0.0770209367865304
"2083","AT1G20560",29.07028141,31.88165126,32.937483,47.21384818,55.71124835,46.54714393,31.29647189,49.8240801533333,0.6708431418282
"2084","AT1G20570",0.789509409,0.450577852,1.001498325,0.771895466,0.423882927,0.951911484,0.747195195333333,0.715896625666667,-0.0617338984980103
"2085","AT1G20575",31.36341864,26.52426472,25.75822735,34.5506493,26.14103774,26.31249904,27.8819702366667,29.00139536,0.0567898044448809
"2086","AT1G20580",149.0825829,157.1661149,154.1342914,119.12823,119.4070759,115.7816404,153.4609964,118.105648766667,-0.377794059531259
"2087","AT1G20590",0,0,0,0,0,0,0,0,NA
"2088","AT1G20600",0,0,0,0.155139918,0.160922734,0,0,0.105354217333333,Inf
"2089","AT1G20610",5.385648638,5.313034136,4.752510452,6.966792912,6.332481647,6.339931282,5.150397742,6.546401947,0.346018336686954
"2090","AT1G20620",613.6215959,699.4184409,686.8096871,1135.000888,1090.78017,936.7284992,666.616574633333,1054.1698524,0.661178245046649
"2091","AT1G20630",45.05849632,45.7743744,54.17969682,100.7672794,100.1485938,85.91375882,48.3375225133333,95.60987734,0.984016137725729
"2092","AT1G20640",10.88616506,9.110271437,8.810501587,9.610014703,10.51732376,8.896324916,9.60231269466667,9.67455445966667,0.0108133052115422
"2093","AT1G20650",14.60923504,13.76317623,11.29564588,21.32139602,24.51584713,22.62916338,13.2226857166667,22.82213551,0.787418555007384
"2094","AT1G20670",18.04903188,16.11945433,20.451654,19.47184359,17.16800556,18.76800028,18.2067134033333,18.4692831433333,0.0206573546421988
"2095","AT1G20680",0.266492936,0.110610291,0,0,0,0,0.125701075666667,0,-Inf
"2096","AT1G20683",0,0,0,0,0,0,0,0,NA
"2097","AT1G20687",0,0,0,0,0,0,0,0,NA
"2098","AT1G20690",6.310937353,5.641809017,6.333997546,4.988228167,6.33255845,3.778876825,6.09558130533333,5.03322114733333,-0.276281822379207
"2099","AT1G20693",221.2647735,174.4304403,191.6023716,341.4793975,372.9176557,377.2410564,195.7658618,363.879369866667,0.894331054265138
"2100","AT1G20696",134.7926625,120.9038466,130.9022462,175.5929886,195.7742048,192.1482542,128.866251766667,187.838482533333,0.543618166782507
"2101","AT1G20700",1.884828624,0.869238976,1.922855151,1.348961766,0.999460079,1.382128281,1.55897425033333,1.24351670866667,-0.326171206520046
"2102","AT1G20710",0,0,0,0,0,0,0,0,NA
"2103","AT1G20720",2.487960902,2.157777283,2.189234024,1.981841797,1.701281088,2.526092149,2.27832406966667,2.06973834466667,-0.138524576689558
"2104","AT1G20730",0,0,0,0,0,0,0,0,NA
"2105","AT1G20735",0,0,0,0,0,0,0,0,NA
"2106","AT1G20740",0,0,0,0,0,0,0,0,NA
"2107","AT1G20750",0.04549691,0,0,0,0,0,0.0151656366666667,0,-Inf
"2108","AT1G20760",37.16513381,31.52212996,34.22756255,37.08975307,35.81605347,35.45607023,34.3049421066667,36.12062559,0.0744064479775054
"2109","AT1G20770",29.24430656,29.82507656,28.3794488,25.70178831,29.50808976,30.66206519,29.14961064,28.6239810866667,-0.0262522738085453
"2110","AT1G20780",18.21335482,21.1593294,24.59094811,15.28571446,16.51067256,13.4744334,21.3212107766667,15.0902734733333,-0.498670416032147
"2111","AT1G20790",0,0,0,0,0,0,0,0,NA
"2112","AT1G20795",0.249744374,0.207317299,0.241373351,0,0,0.126786016,0.232811674666667,0.0422620053333333,-2.46173027608885
"2113","AT1G20800",0,0,0,0,0,0,0,0,NA
"2114","AT1G20803",0,0,0,0,0,0,0,0,NA
"2115","AT1G20810",28.37850079,28.51697872,27.95222421,28.23734387,27.34586754,31.84643185,28.2825679066667,29.14321442,0.0432468965251484
"2116","AT1G20816",19.36692788,19.59842783,21.39174869,15.95407139,16.72480758,17.7910131,20.1190348,16.8232973566667,-0.258100593564645
"2117","AT1G20823",14.66664801,15.67213681,14.47664265,14.93167732,14.89255127,13.94091649,14.9384758233333,14.5883816933333,-0.0342131048349767
"2118","AT1G20830",19.28419026,18.61413179,17.55422177,17.74490378,19.26245131,20.9457744,18.4841812733333,19.31770983,0.06363292555317
"2119","AT1G20840",51.60546875,39.91261732,39.65573599,37.85724271,38.42727617,41.38028657,43.7246073533333,39.2216018166667,-0.156796972177862
"2120","AT1G20850",67.66097064,82.35875292,72.98925195,104.3958798,103.8296138,80.6102364,74.33632517,96.2785766666667,0.373147443837008
"2121","AT1G20860",0,0.206933175,0,0.15292246,0.079311311,0,0.068977725,0.077411257,0.166412828532281
"2122","AT1G20870",1.607143406,1.927060288,1.984739747,2.546924439,2.641860659,3.988783273,1.83964781366667,3.059189457,0.733719856506907
"2123","AT1G20875",0,0,0,0,0,0,0,0,NA
"2124","AT1G20880",9.088488083,6.863809154,9.114076993,10.87823272,10.5662554,10.68479908,8.35545807666667,10.7097624,0.358135644357587
"2125","AT1G20890",11.11607522,11.11765551,11.77899893,11.83087481,11.3770451,9.654668605,11.3375765533333,10.9541961716667,-0.0496286701104786
"2126","AT1G20900",27.69958929,21.56207121,22.35831833,22.31417449,16.17309889,11.02300738,23.8733262766667,16.50342692,-0.532633961741485
"2127","AT1G20910",27.82081287,31.00658167,30.37382566,18.64700337,20.07968879,17.61091059,29.7337400666667,18.7792009166667,-0.662965269004879
"2128","AT1G20920",46.36563919,42.1039358,45.15195787,45.08077375,43.03248564,45.64575923,44.5405109533333,44.58633954,0.0014836534708897
"2129","AT1G20923",0,0,0,0,0,0,0,0,NA
"2130","AT1G20925",0,0,0,0,0,0,0,0,NA
"2131","AT1G20930",6.76084735,8.979681668,6.09861914,6.635934569,6.453082517,8.122951619,7.27971605266667,7.070656235,-0.042038059519004
"2132","AT1G20940",0,0,0,0,0,0,0,0,NA
"2133","AT1G20950",70.00477073,75.10056041,74.44336065,47.41377,53.29007276,56.01486449,73.1828972633333,52.2395690833333,-0.486363535816288
"2134","AT1G20960",76.6575111,79.4709146,85.07034563,69.77451815,63.19807452,71.04313134,80.3995904433333,68.0052413366667,-0.241542209494669
"2135","AT1G20970",36.04136754,30.20156664,32.6768288,44.20032738,42.47584965,38.57604101,32.9732543266667,41.7507393466667,0.340505463712625
"2136","AT1G20980",51.77161514,50.56979917,56.52183323,49.5709275,48.4487736,46.01823676,52.9544158466667,48.0126459533333,-0.141336550569801
"2137","AT1G20990",0.795043687,1.131394407,1.207478048,3.657911879,1.626111423,2.191049515,1.044638714,2.491690939,1.25412105673475
"2138","AT1G21000",52.72589894,49.44583146,58.95421122,82.31693505,91.28118765,70.22136625,53.7086472066667,81.2731629833333,0.597624658171882
"2139","AT1G21010",17.95070902,14.43915365,18.29045084,15.74958989,17.13356337,13.13954974,16.8934378366667,15.340901,-0.139079730816406
"2140","AT1G21050",30.82880766,30.59683497,29.98346047,11.36510437,12.6241592,11.35536097,30.4697010333333,11.7815415133333,-1.37084702871565
"2141","AT1G21060",13.01066164,12.80617001,15.53857024,15.3072304,16.58742765,18.02230569,13.7851339633333,16.6389879133333,0.271454395004119
"2142","AT1G21065",72.86375929,81.61901188,84.33609184,91.12023326,93.34364613,103.3944218,79.60628767,95.9527670633333,0.269442025175131
"2143","AT1G21070",8.735250093,8.522132627,11.14056417,6.960735583,9.11119964,9.143432163,9.46598229666667,8.405122462,-0.171483384369969
"2144","AT1G21080",31.88578826,30.04930991,36.77201013,37.91602841,37.56503563,33.78206564,32.9023694333333,36.4210432266667,0.146580764727977
"2145","AT1G21090",11.76972153,9.943182542,10.16723176,11.88452067,9.345051216,11.10408253,10.626711944,10.7778848053333,0.0203787967883562
"2146","AT1G21100",88.59087629,41.07156976,60.68126044,12.43358578,10.18187826,14.95705714,63.4479021633333,12.5241737266667,-2.34085703789984
"2147","AT1G21110",36.0963289,17.1613215,23.5747754,8.25344362,5.846597689,6.330377205,25.6108086,6.81013950466667,-1.91099654625824
"2148","AT1G21120",8.403032577,14.84531307,15.72215224,4.064410293,4.113083481,1.093823079,12.9901659623333,3.090438951,-2.07153619155104
"2149","AT1G21130",229.1062463,247.4399298,282.8700678,197.1793633,192.1805702,170.5920384,253.138747966667,186.6506573,-0.43958776861168
"2150","AT1G21140",3.284967974,4.149647214,1.794486774,3.154182275,2.862784696,2.030191371,3.07636732066667,2.682386114,-0.197710852687022
"2151","AT1G21150",3.608375616,3.389506152,3.579203202,3.84461681,3.625385742,2.699552712,3.52569499,3.38985175466667,-0.0566854889798473
"2152","AT1G21160",11.84919523,11.11244991,13.84390916,14.42282372,12.74142079,12.10694391,12.2685181,13.09039614,0.0935477585361461
"2153","AT1G21170",9.932347655,9.417952304,11.12570105,10.55444339,11.46351867,10.88627637,10.158667003,10.9680794766667,0.11059982290142
"2154","AT1G21190",63.4397538,59.53936877,63.20964629,52.35778297,48.27503231,47.81100678,62.0629229533333,49.48127402,-0.326848997904457
"2155","AT1G21200",10.3492971,8.902410856,8.335337973,9.937256533,10.88031438,8.375873142,9.19568197633333,9.73114801833333,0.0816534422182366
"2156","AT1G21210",0.629957215,0.043578235,0.202947359,0.241530541,0.200426844,0,0.292160936333333,0.147319128333333,-0.987818527919207
"2157","AT1G21230",0.129829892,0,0,0,0,0,0.0432766306666667,0,-Inf
"2158","AT1G21240",1.360962479,0.484182619,2.630690482,5.009315492,2.907306396,0.329005001,1.49194519333333,2.74854229633333,0.88147214155773
"2159","AT1G21245",0,0,0,0,0,0,0,0,NA
"2160","AT1G21250",3.739944546,11.05424072,7.448241354,7.925689541,8.978326686,3.912332685,7.41414220666667,6.93878297066667,-0.0955971437939161
"2161","AT1G21270",26.9707205,30.89374732,29.32504427,17.44504018,18.55499727,16.13704831,29.0631706966667,17.3790285866667,-0.741844660930916
"2162","AT1G21280",0,0,0,0,0,0,0,0,NA
"2163","AT1G21310",2345.639404,703.2518026,1100.627457,2157.010544,1515.672568,981.8503811,1383.17288786667,1551.51116436667,0.165692582732643
"2164","AT1G21313",1.949867569,2.967470285,0.942255597,5.382680622,1.861106407,0.329958639,1.953197817,2.52458188933333,0.370206403889948
"2165","AT1G21320",3.464996453,5.17744063,7.646553238,0.743963829,0.661452829,0.29317517,5.42966344033333,0.566197276,-3.26148606131962
"2166","AT1G21323",0,0,0,0,0,0,0,0,NA
"2167","AT1G21326",2.932721205,5.504097459,7.640613622,1.877306429,1.94728274,0.647319344,5.35914409533333,1.490636171,-1.84607443451382
"2168","AT1G21340",0.536324622,0.29680848,0.691130529,0,0.170636749,0.181514832,0.508087877,0.117383860333333,-2.11384398271315
"2169","AT1G21350",32.76773799,39.08967676,34.21625817,32.89328625,32.58838073,39.08637051,35.3578909733333,34.8560124966667,-0.0206246878506066
"2170","AT1G21360",2.162043241,0.7179004,1.25374505,2.785253012,2.269985845,1.536625562,1.37789623033333,2.19728813966667,0.673256826401874
"2171","AT1G21370",11.82043186,10.95332449,12.22126962,13.4064255,12.41932711,12.55980914,11.6650086566667,12.79518725,0.133413882566368
"2172","AT1G21380",42.28648785,36.13331465,43.71870346,40.33906268,40.06530627,37.73516601,40.71283532,39.3798449866667,-0.048026264748105
"2173","AT1G21390",9.641255298,7.905777322,8.2953783,6.707854927,6.50899312,6.923941057,8.61413697333333,6.713596368,-0.35962046150421
"2174","AT1G21395",0,0,0,0,0,0,0,0,NA
"2175","AT1G21400",8.236587715,9.347249175,11.0338725,34.25000931,47.61768381,42.34341351,9.53923646333333,41.40370221,2.11781407527666
"2176","AT1G21410",4.847570701,3.299725648,4.497684529,20.786545,22.85689268,17.52184313,4.214993626,20.3884269366667,2.27414811431059
"2177","AT1G21430",0,0,0,0,0,0,0,0,NA
"2178","AT1G21440",69.56624294,55.37247339,69.46855377,81.73860977,84.26009169,87.39646401,64.8024233666667,84.4650551566667,0.382306828226299
"2179","AT1G21450",18.29007695,17.41719814,20.33744504,21.10803732,21.60290504,19.81256322,18.6815733766667,20.8411685266667,0.157820204123679
"2180","AT1G21460",8.400232226,11.35632811,12.06202425,13.80306416,21.8772489,15.83952824,10.606194862,17.1732804333333,0.695258489001989
"2181","AT1G21470",0.297280946,0.616945656,0.574633148,0.273551635,0,0.301837164,0.496286583333333,0.191796266333333,-1.37159881726399
"2182","AT1G21480",12.22299337,11.02248588,13.088115,14.40306828,12.50590521,13.4817218,12.1111980833333,13.4635650966667,0.152718891568221
"2183","AT1G21475",0,0,0,0,0,0,0,0,NA
"2184","AT1G21500",195.0868071,191.3626137,175.9203018,164.6924326,170.1479926,201.5294813,187.4565742,178.789968833333,-0.0682906274500058
"2185","AT1G21510",0.328377279,0.272591888,0.528951015,0.503609705,0.731334352,0.111136696,0.376640060666667,0.448693584333333,0.252544097849021
"2186","AT1G21520",11.74210679,16.0544327,16.85590568,24.15199123,21.75590394,18.0584294,14.88414839,21.32210819,0.518573410521607
"2187","AT1G21528",0,1.125692635,0.327652594,0.311955212,0,0,0.484448409666667,0.103985070666667,-2.21996662421276
"2188","AT1G21530",0.736921781,0.152933008,0.534166025,0.423812392,0,0.374108034,0.474673604666667,0.265973475333333,-0.835653449941807
"2189","AT1G21540",10.93928454,12.84468975,16.20670986,4.701927418,2.747713265,3.361311802,13.33022805,3.60365082833333,-1.88717032714797
"2190","AT1G21550",3.174203019,6.850903915,8.283084085,6.717919226,7.725755667,2.255996276,6.10273033966667,5.56655705633333,-0.1326695544638
"2191","AT1G21560",15.0461963,14.87516601,13.44575135,14.26263439,14.00043293,16.4283164,14.4557045533333,14.8971279066667,0.0433952872373866
"2192","AT1G21580",20.45014252,15.58210497,18.91459309,20.95157475,17.45853861,18.24677156,18.3156135266667,18.8856283066667,0.0442147531652159
"2193","AT1G21590",35.07468412,28.86072181,29.58731827,41.61774005,44.00109119,44.15085893,31.1742414,43.25656339,0.472564598203213
"2194","AT1G21600",132.3389055,130.1475002,127.374232,88.9607084,84.87715813,94.27000756,129.9535459,89.3692913633333,-0.540144909693032
"2195","AT1G21610",19.20098364,15.32446447,15.74277983,20.30269268,20.58834332,18.44282023,16.75607598,19.7779520766667,0.239208717661729
"2196","AT1G21620",0.169325069,0,0,0.155809346,0,0,0.0564416896666667,0.0519364486666667,-0.12001380966959
"2197","AT1G21630",44.886354,43.2421858,45.04780591,48.31427764,47.28530585,50.15972818,44.3921152366667,48.5864372233333,0.130250192317402
"2198","AT1G21640",27.32325748,27.80792176,28.08204382,32.21482806,31.04091598,30.08768896,27.73774102,31.1144776666667,0.165735728824119
"2199","AT1G21650",10.84850725,10.19617752,10.83773965,6.287097358,5.650262158,5.63977651,10.6274748066667,5.859045342,-0.859061319114803
"2200","AT1G21651",6.665999164,3.783634774,5.010884483,6.867883666,5.166174682,6.016146044,5.15350614033333,6.01673479733333,0.223426477182069
"2201","AT1G21660",30.22811481,25.72597985,26.19961664,39.36243705,39.57235041,33.01437306,27.3845704333333,37.31638684,0.446446054190148
"2202","AT1G21670",34.60680919,39.02140243,34.73091085,57.57616907,57.97110163,61.40981121,36.11970749,58.98569397,0.707578885036275
"2203","AT1G21680",54.73058033,41.68950178,44.23928964,102.2585749,89.08957434,86.80366442,46.88645725,92.71727122,0.983666833877715
"2204","AT1G21690",32.55716378,37.49673663,34.80003604,28.17281236,30.869313,34.6980063,34.95131215,31.2467105533333,-0.161642298205286
"2205","AT1G21695",1.631954378,1.477870577,1.14709377,2.866862505,1.274453301,2.71139925,1.41897290833333,2.284238352,0.686866153477309
"2206","AT1G21700",23.5985418,24.25151612,26.7001932,25.73421931,23.11989197,25.74571742,24.8500837066667,24.8666095666667,0.000959105506693554
"2207","AT1G21710",17.00623057,16.39697074,16.33412125,13.60762912,13.81239032,14.15669111,16.57910752,13.8589035166667,-0.258553226925904
"2208","AT1G21720",98.34632911,102.6710708,107.80052,103.0498011,101.1672202,106.0944659,102.939306636667,103.4371624,0.0069606330362474
"2209","AT1G21722",0,0,0,0,0,0,0,0,NA
"2210","AT1G21730",19.72621858,17.85664468,18.7472775,18.45417638,16.09366984,15.02141147,18.7767135866667,16.5230858966667,-0.184461422335746
"2211","AT1G21740",7.130883992,6.518469624,7.425167753,4.64786272,4.497002786,4.309627437,7.02484045633333,4.484830981,-0.647411844555561
"2212","AT1G21738",0,0,0,0,0,0,0,0,NA
"2213","AT1G21750",134.0149623,136.21569,133.0052078,160.7959444,192.1332331,210.4256885,134.411953366667,187.784955333333,0.482420040105466
"2214","AT1G21760",20.4012006,19.52755736,19.9185835,24.61529356,24.83737828,21.13660777,19.94911382,23.52975987,0.238161936956627
"2215","AT1G21770",68.05446879,59.45457829,67.62990128,92.67087701,94.55364116,86.65048432,65.04631612,91.2916674966667,0.489015833873504
"2216","AT1G21780",23.23035782,17.54460245,19.63424417,37.89015614,39.30250594,32.28098543,20.13640148,36.4912158366667,0.857743333937067
"2217","AT1G21790",5.833877968,5.9392917,5.957487,23.90373222,23.32386578,21.56971554,5.91021888933333,22.9324378466667,1.95610626185538
"2218","AT1G21810",1.704281643,2.782351223,1.976588288,1.568243902,1.680923286,1.845762115,2.15440705133333,1.69830976766667,-0.343191229833287
"2219","AT1G21830",36.62901567,42.46927391,36.32982884,21.88078205,20.86233357,20.11939842,38.4760394733333,20.9541713466667,-0.876722833302585
"2220","AT1G21835",0,0,0,0,0,0,0,0,NA
"2221","AT1G21840",5.910315455,6.227175153,6.371312646,3.97432296,5.424296371,3.69286077,6.16960108466667,4.36382670033333,-0.499583400942219
"2222","AT1G21850",0,0,0,0,0,0,0,0,NA
"2223","AT1G21860",0.097071329,0,0,0,0,0,0.0323571096666667,0,-Inf
"2224","AT1G21864",0,0,0,0,0,0,0,0,NA
"2225","AT1G21866",0,0,0,0,0,0,0,0,NA
"2226","AT1G21870",0.133928617,0.22235311,0,0,0,0,0.118760575666667,0,-Inf
"2227","AT1G21880",48.61111671,55.51239414,54.04162114,34.56843976,33.53291001,37.52479757,52.7217106633333,35.20871578,-0.582464575692931
"2228","AT1G21890",0,0.081589807,0.094992581,0.452208088,0.750502521,0,0.058860796,0.400903536333333,2.76787618571365
"2229","AT1G21900",48.07546518,42.75078086,46.33167791,38.56648393,46.80211653,44.64029429,45.7193079833333,43.33629825,-0.0772276418920604
"2230","AT1G21910",11.61871266,19.2898049,24.72599402,7.915669237,6.078068861,6.805837264,18.5448371933333,6.93319178733333,-1.41942602804774
"2231","AT1G21920",54.46662574,28.53546403,37.01556887,48.53024849,43.44752908,36.33636515,40.0058862133333,42.7713809066667,0.0964335018257156
"2232","AT1G21925",0,0,0,0,0,0,0,0,NA
"2233","AT1G21928",0,0,0,0,0,0,0,0,NA
"2234","AT1G21930",25.28452675,18.28756807,26.85653871,31.32886095,26.76193838,19.57175716,23.4762111766667,25.88751883,0.141057107001356
"2235","AT1G21940",0,0,0,0,0.814234053,0,0,0.271411351,Inf
"2236","AT1G21950",0,0,0,0,0,0,0,0,NA
"2237","AT1G21960",0,0,0,0,0,0,0,0,NA
"2238","AT1G21970",0,0,0,0,0,0,0,0,NA
"2239","AT1G21980",26.31194127,24.56180717,22.36086909,36.31753732,39.21083449,35.72263191,24.4115391766667,37.0836679066667,0.603220684842713
"2240","AT1G21990",0,0,0,0,0,0,0,0,NA
"2241","AT1G22000",0.105133516,0.26181967,0,0,0,0,0.122317728666667,0,-Inf
"2242","AT1G22010",0,0,0,0,0,0,0,0,NA
"2243","AT1G22015",0,0,0,0,0,0,0,0,NA
"2244","AT1G22020",16.56845804,15.84026117,18.69022483,17.84200312,17.38097005,14.99953154,17.0329813466667,16.7408349033333,-0.0249594972976461
"2245","AT1G22030",10.16379449,6.896451981,8.029333448,4.716917384,3.880448776,4.127827162,8.36319330633333,4.24173110733333,-0.97940074156346
"2246","AT1G22040",8.715878771,9.190669373,10.77631188,12.57215399,12.74099109,12.19790568,9.56095334133333,12.5036835866667,0.387126791203203
"2247","AT1G22050",13.98692132,14.62100121,14.51944351,10.6459435,16.97619777,13.67531547,14.37578868,13.7658189133333,-0.0625506700922669
"2248","AT1G22060",18.99597769,16.51434195,17.9141905,23.09438713,23.09811327,26.62790901,17.8081700466667,24.2734698033333,0.446841077320483
"2249","AT1G22065",14.0656356,4.230484498,7.092614857,23.82243954,21.40272368,19.24858715,8.46291165166667,21.4912501233333,1.34452339439346
"2250","AT1G22070",42.72961924,41.0988063,42.89747568,41.0599493,46.05186753,42.8241899,42.2419670733333,43.3120022433333,0.0360898494339985
"2251","AT1G22080",0,0,0,0,0,0.085179061,0,0.0283930203333333,Inf
"2252","AT1G22090",0,0,0,0,0.25479433,0,0,0.0849314433333333,Inf
"2253","AT1G22100",0,0,0,0,0,0,0,0,NA
"2254","AT1G22110",0.396041226,0.328760948,0.765533143,0.364428755,0.441014912,0.335092562,0.496778439,0.380178743,-0.385924690999913
"2255","AT1G22120",0,0,0,0,0,0,0,0,NA
"2256","AT1G22130",0,0,0,0,0,0,0,0,NA
"2257","AT1G22140",28.8712056,34.28120663,38.67635634,29.08882487,32.44044963,37.47700182,33.9429228566667,33.0020921066667,-0.0405533176847379
"2258","AT1G22150",1.185814094,1.087983051,1.146067543,2.871476409,4.825186612,2.661447694,1.139954896,3.45270357166667,1.59874973524293
"2259","AT1G22160",3.668293292,4.9683476,3.358741353,7.994571772,11.05675762,7.841083523,3.99846074833333,8.96413763833333,1.16472007516687
"2260","AT1G22170",8.57409178,7.198388644,7.062530312,11.47592409,11.06670939,9.101205512,7.61167024533333,10.5479463306667,0.470677168426433
