"","gene","Control_1","Control_2","Control_3","A_1","A_2","A_3","wtavg","abaavg","log2FoldChange"
"23275","AT5G22740",48.12614145,39.10460218,37.12933175,43.78831581,48.96720898,42.71773802,41.45335846,45.15775427,0.123484751118413
"23276","AT5G22750",8.094477525,7.608177195,8.940758701,5.753764925,6.540532203,7.479302562,8.21447114033333,6.59119989666667,-0.317626570419548
"23277","AT5G22760",16.7222528,14.39470639,15.75431113,16.654666,16.87308727,17.12121998,15.6237567733333,16.8829910833333,0.111829127455154
"23278","AT5G22765",0,0,0,0,0,0,0,0,NA
"23279","AT5G22770",37.80721968,36.43705887,41.36673049,34.35857495,33.92621649,35.2571017,38.5370030133333,34.51396438,-0.159064183276035
"23280","AT5G22780",40.29427497,42.25648457,45.61650419,34.85254491,38.75786468,37.86226183,42.7224212433333,37.15755714,-0.201337755077257
"23281","AT5G22785",0,0,0,0,0,0,0,0,NA
"23282","AT5G22790",21.47933064,20.11632488,22.0605362,19.70851547,19.97587544,20.93867354,21.2187305733333,20.20768815,-0.0704340681220289
"23283","AT5G22791",0,0,0,0.109172535,0,0.12046109,0,0.0765445416666667,Inf
"23284","AT5G22794",1.485893057,1.569866537,1.174981377,1.988781595,0.773592422,1.09721186,1.41024699033333,1.28652862566667,-0.132464300183286
"23285","AT5G22796",2.8873039,2.396802923,1.522105195,4.106019192,2.254801993,2.398545491,2.26873733933333,2.919788892,0.363974470250635
"23286","AT5G22799",2.616072322,1.085824354,1.896289389,3.209672519,0.832328143,1.106736268,1.86606202166667,1.71624564333333,-0.120740879234422
"23287","AT5G22800",53.24209993,53.01550638,47.1043623,39.45186268,39.46235815,44.78237235,51.1206562033333,41.2321977266667,-0.310134994672917
"23288","AT5G22810",0.145337351,0,0.140465881,0,0,0,0.095267744,0,-Inf
"23289","AT5G22820",7.362537003,4.879147671,7.295145619,7.458028971,6.850221376,5.402373648,6.51227676433333,6.57020799833333,0.0127770300217106
"23290","AT5G22830",42.52944389,46.51453156,48.30770734,47.0423232,50.55347248,49.32457683,45.7838942633333,48.9734575033333,0.0971598731033211
"23291","AT5G22840",28.01951145,30.86027113,29.54219258,19.13133751,19.05593381,19.78145456,29.47399172,19.3229086266667,-0.609130185074159
"23292","AT5G22850",18.94911701,14.98685326,19.4676097,26.90999203,27.4858172,20.07274524,17.8011933233333,24.82285149,0.479694895398849
"23293","AT5G22860",9.096197714,10.39619063,10.82987221,33.80399781,35.48346295,26.59141475,10.1074201846667,31.95962517,1.66083567698349
"23294","AT5G22870",2.222146374,1.67694881,2.538147959,1.672995328,0.964086652,0.615328273,2.14574771433333,1.084136751,-0.984933714565439
"23295","AT5G22875",12.73759643,10.68385079,10.38711347,11.47668196,13.55083689,14.27998512,11.26952023,13.1025013233333,0.21741615679184
"23296","AT5G22880",170.6778707,213.9855977,179.8228615,124.4837571,125.4093479,176.1161053,188.162109966667,142.0030701,-0.406054022052478
"23297","AT5G22890",16.00459698,6.684111922,7.589961328,10.06198795,11.29098722,9.386581446,10.0928900766667,10.246518872,0.0217945090576595
"23298","AT5G22900",0,0,0,0,0,0,0,0,NA
"23299","AT5G22910",0,0,0,0,0,0,0,0,NA
"23300","AT5G22920",57.74119786,43.77905365,47.94867193,38.74624595,31.93354589,24.86849622,49.82297448,31.8494293533333,-0.645543630519878
"23301","AT5G22930",8.232006455,8.865128677,7.633539142,2.14963893,0.743255465,2.033069034,8.24355809133333,1.64198780966667,-2.32782375265571
"23302","AT5G22940",13.21451916,10.35709384,11.66947316,6.789691867,5.826297003,6.47015049,11.74702872,6.36204645333333,-0.884733078241054
"23303","AT5G22950",39.05685438,35.23576497,35.32617979,40.41474975,37.13824729,38.45830593,36.5395997133333,38.6704343233333,0.0817701384935818
"23304","AT5G22960",0,0,0,0,0,0,0,0,NA
"23305","AT5G22970",0,0,0,0,0,0,0,0,NA
"23306","AT5G22980",0,0,0,0,0,0,0,0,NA
"23307","AT5G22990",0,0,0,0,0,0,0,0,NA
"23308","AT5G23000",1.570765368,0.465685928,0.650621091,1.548626841,0.749630779,0.683502599,0.895690795666667,0.993920073,0.150129060019444
"23309","AT5G23010",156.1225023,151.4542327,197.7836305,205.2093405,197.5186513,187.2656043,168.453455166667,196.664532033333,0.223386774524569
"23310","AT5G23020",194.810853,107.7869162,129.2255382,17.37329576,14.00714065,10.45620706,143.941102466667,13.9455478233333,-3.36760209930644
"23311","AT5G23030",1.397901241,0.580211487,0.579019661,1.470079016,0.285914248,0.202760843,0.852377463,0.652918035666667,-0.384590554706214
"23312","AT5G23035",0,0,0,0,0,0,0,0,NA
"23313","AT5G23040",170.630071,174.8274396,183.7965761,127.1594426,135.8001947,145.6245203,176.4180289,136.1947192,-0.373327237974813
"23314","AT5G23050",19.06826048,15.82890614,18.37293719,34.07602324,34.18094241,29.86712276,17.75670127,32.70802947,0.881281253713139
"23315","AT5G23060",215.7283519,261.8943518,220.6677055,237.4918136,231.6232572,280.9788645,232.763469733333,250.031311766667,0.103244119721946
"23316","AT5G23070",84.10220707,99.78240992,94.44703342,47.33388159,38.36983656,50.48283783,92.7772168033333,45.39551866,-1.0312206828021
"23317","AT5G23080",18.04356424,15.87130178,14.88675782,18.2231407,16.00870391,14.59650674,16.2672079466667,16.2761171166667,0.000789914102110147
"23318","AT5G23090",14.95528697,13.51329466,14.58192178,13.51797153,17.05360361,12.49697479,14.3501678033333,14.35618331,0.000604642626240175
"23319","AT5G23100",11.93007855,10.47629528,9.910256103,9.072566794,8.469670804,8.609184638,10.7722099776667,8.71714074533333,-0.305387348655566
"23320","AT5G23110",9.465077449,6.445724262,8.310494134,9.118136192,6.295005593,7.597949884,8.07376528166667,7.67036388966667,-0.0739466235511003
"23321","AT5G23115",0,0,0,0,0,0,0,0,NA
"23322","AT5G23120",87.28022659,95.70757444,87.73907847,97.95498061,98.68171594,98.83963477,90.2422931666667,98.49211044,0.126204435473672
"23323","AT5G23130",7.2147286,4.601363296,5.782407105,7.043647933,4.954778521,5.538644283,5.86616633366667,5.84569024566667,-0.00504459399971535
"23324","AT5G23140",44.36594575,45.04972211,44.60168354,40.09559361,38.28184331,37.30364567,44.6724504666667,38.5603608633333,-0.212266841586661
"23325","AT5G23150",18.50267261,16.56953614,19.56236383,21.1016334,18.03501524,17.3061214,18.2115241933333,18.81425668,0.0469746199190207
"23326","AT5G23160",0.468550267,0.518602677,0.603793636,0.14371668,0.149073697,0.158577137,0.530315526666667,0.150455838,-1.81751090123278
"23327","AT5G23170",1.93385223,0.981032271,2.595878698,3.756700895,3.896731348,3.708816406,1.83692106633333,3.78741621633333,1.04392433997358
"23328","AT5G23180",0,0,0,0,0,0,0,0,NA
"23329","AT5G23190",4.656293814,1.120369067,1.434853536,29.06092143,37.55138235,18.29397938,2.40383880566667,28.3020943866667,3.55749675652045
"23330","AT5G23200",19.15138168,21.0906901,22.13694051,14.96600828,16.16686424,16.61122247,20.7930040966667,15.91469833,-0.385738398198204
"23331","AT5G23210",30.78504611,28.73210375,28.39334703,27.24021102,24.92507943,26.91404828,29.3034989633333,26.3597795766667,-0.152734632478154
"23332","AT5G23212",0,0,0,0,0,0,0,0,NA
"23333","AT5G23220",16.744678,6.554499139,8.289070702,97.20881558,90.95693499,65.93191742,10.529415947,84.6992226633333,3.00792331495529
"23334","AT5G23230",6.661616522,4.665876536,2.615571571,7.853906893,7.153164944,5.706884099,4.64768820966667,6.90465197866667,0.57105541013158
"23335","AT5G23240",28.77221398,20.30928915,24.53109916,45.10967069,46.44128659,36.8421068,24.5375340966667,42.7976880266667,0.802542590500637
"23336","AT5G23250",53.045426,57.90292726,59.2603049,39.74083617,38.03283362,44.01971354,56.7362193866667,40.5977944433333,-0.482868667713484
"23337","AT5G23260",0,0,0,0,0,0,0,0,NA
"23338","AT5G23270",0.077820694,0.064600358,0.075212271,0,0.222834505,0.079013397,0.072544441,0.100615967333333,0.471922301462636
"23339","AT5G23280",33.26752761,33.41979217,31.18713826,30.47067964,32.63312984,38.14583507,32.6248193466667,33.7498815166667,0.0489125243315563
"23340","AT5G23290",71.85288557,74.20292863,79.36513627,54.90114234,51.84474483,49.07033394,75.1403168233333,51.93874037,-0.532776173128206
"23341","AT5G23300",53.6676243,58.92878658,60.36900696,29.81196688,32.97903964,42.9178277,57.65513928,35.2362780733333,-0.710387669203698
"23342","AT5G23310",73.95315907,87.34662949,83.58663741,51.72266743,51.16350705,60.85037227,81.6288086566667,54.5788489166667,-0.580736433755931
"23343","AT5G23320",1.654190929,2.13604791,3.019851954,2.536919146,1.578889452,2.42600737,2.27003026433333,2.18060532266667,-0.0579828579434398
"23344","AT5G23330",15.4753574,12.64246197,15.19405582,12.54484682,14.41920586,13.84199727,14.43729173,13.60201665,-0.085979571704701
"23345","AT5G23340",15.87665542,13.03701631,14.10034756,21.87455875,20.3963627,13.50593412,14.33800643,18.59228519,0.374859659453593
"23346","AT5G23350",3.822571429,3.173185328,2.539930993,0.439681167,1.596245754,0,3.17856258333333,0.678642307,-2.22765121770625
"23347","AT5G23360",5.439358293,4.902335699,4.806436471,2.145078169,1.780028504,1.577921016,5.049376821,1.834342563,-1.46084225871986
"23348","AT5G23370",1.458776388,1.332052182,1.268892528,1.476568677,0.41771115,1.036793827,1.353240366,0.977024551333333,-0.469951396464694
"23349","AT5G23380",9.720462585,4.701145832,7.025563272,8.944563966,7.503054991,4.805988835,7.14905722966667,7.08453593066667,-0.0130796482148359
"23350","AT5G23390",22.29181626,20.41748254,21.04359307,22.57960447,24.46586579,24.85587509,21.2509639566667,23.9671151166667,0.173527980281417
"23351","AT5G23395",32.36231155,35.38544763,38.44248788,27.68014584,20.95561865,20.26503466,35.39674902,22.96693305,-0.624058647979965
"23352","AT5G23400",6.376883865,6.065544426,6.227340524,4.828770971,6.02319562,5.395514942,6.22325627166667,5.41582717766667,-0.200487954787748
"23353","AT5G23405",16.5353603,14.33187219,17.15620454,12.5304024,11.02464078,11.60401404,16.0078123433333,11.71968574,-0.449842275177859
"23354","AT5G23411",3.203353863,0.886387228,2.06398845,2.947658436,2.038354636,3.252449441,2.05124318033333,2.746154171,0.42091408436876
"23355","AT5G23420",31.36715708,35.42935486,32.80068132,25.31461618,27.73063789,34.71943162,33.19906442,29.25489523,-0.182464534209165
"23356","AT5G23430",18.86631474,14.28561549,16.67338369,19.82368125,18.12916145,15.57460156,16.6084379733333,17.84248142,0.103399876211383
"23357","AT5G23440",38.42112186,42.39576882,39.39753477,32.76740303,38.4610139,36.47274149,40.07147515,35.90038614,-0.15857625905845
"23358","AT5G23450",43.46232474,38.44528142,42.21747374,50.44539793,49.68852503,45.01902567,41.3750266333333,48.38431621,0.22577923267503
"23359","AT5G23460",4.062224102,2.562815246,4.554235385,8.074020933,7.909702231,5.444317542,3.726424911,7.14268023533333,0.938673346917889
"23360","AT5G23470",0,0.143343149,0,0,0,0,0.0477810496666667,0,-Inf
"23361","AT5G23480",0.434288686,0.463513954,0.599617198,0.570890369,0.59217022,0.251968415,0.499139946,0.471676334666667,-0.0816471482526826
"23362","AT5G23490",6.141675164,5.721010039,5.392077354,6.859380787,7.070314335,7.901858946,5.751587519,7.27718468933333,0.339420210526228
"23363","AT5G23510",31.94473707,31.01096736,39.07971641,12.30482974,12.05440759,13.79267268,34.0118069466667,12.7173033366667,-1.41924286999884
"23364","AT5G23520",16.13206783,15.4256747,16.77550023,13.34115832,14.42317112,13.96042696,16.11108092,13.9082521333333,-0.21211216410998
"23365","AT5G23530",19.24847144,14.16650738,12.75380474,37.70655105,43.08955432,29.01300032,15.38959452,36.60303523,1.25000806542296
"23366","AT5G23535",58.7693387,69.25577726,69.21545464,51.90429972,43.26853546,47.6760745,65.7468568666667,47.6163032266667,-0.465466306863444
"23367","AT5G23540",125.9009318,145.9269792,148.291536,151.0398743,148.1344436,143.9586786,140.039815666667,147.710998833333,0.076940187963442
"23368","AT5G23550",19.71460062,19.11384003,17.89020862,15.37134634,17.52437778,19.25275441,18.9062164233333,17.3828261766667,-0.121198014154551
"23369","AT5G23570",10.95469259,11.20236859,12.88914163,11.05421604,11.36523594,11.12258755,11.6820676033333,11.1806798433333,-0.0632877245039883
"23370","AT5G23575",86.8416261,83.84552145,90.00697522,108.6443068,119.4859803,120.7901316,86.8980409233333,116.306806233333,0.420539967669361
"23371","AT5G23580",14.46283885,14.47765806,12.90915703,15.65693912,17.37738758,16.32570963,13.9498846466667,16.4533454433333,0.238127763340897
"23372","AT5G23590",17.80542615,18.32029638,16.87446945,17.44464084,18.14988682,14.21692933,17.66673066,16.6038189966667,-0.0895199748898509
"23373","AT5G23600",0,0,0,0,0,0,0,0,NA
"23374","AT5G23610",34.79276969,35.08681479,38.9326671,38.77170786,35.16612711,31.63222952,36.2707505266667,35.1900214966667,-0.0436402029593236
"23375","AT5G23630",43.28129119,42.18909492,47.00104729,43.75790227,41.38197628,40.17256191,44.1571444666667,41.7708134866667,-0.0801516393492191
"23376","AT5G23650",0,0,0,0,0,0,0,0,NA
"23377","AT5G23660",27.17139009,29.71899645,40.68710071,68.56919263,68.67634739,68.31835293,32.5258290833333,68.52129765,1.07496664159979
"23378","AT5G23670",46.96095192,37.91767587,38.89263085,44.94930995,42.15687998,41.01152578,41.2570862133333,42.7059052366667,0.0497936406067075
"23379","AT5G23680",19.07043375,18.17922217,17.62106028,22.46556499,20.80264732,19.89465569,18.2902387333333,21.0542893333333,0.203040273601854
"23380","AT5G23690",18.16382011,22.08343234,19.18621522,15.60462907,16.64656286,16.64694553,19.81115589,16.2993791533333,-0.281496044360415
"23381","AT5G23700",1.024853074,0.358210096,0.990501674,0.843779889,0.51484215,0.164298992,0.791188281333333,0.507640343666667,-0.640214328870949
"23382","AT5G23710",29.33482271,28.81365606,28.05469233,19.78565251,23.30844565,20.42805574,28.7343903666667,21.1740513,-0.440481109770001
"23383","AT5G23720",8.541955927,8.109403777,8.392477391,9.814302321,9.144098122,9.391618891,8.34794569833333,9.45000644466667,0.178894097121473
"23384","AT5G23730",4.706883708,3.992209491,3.659072093,3.76623894,3.51596243,3.324537629,4.11938843066667,3.53557966633333,-0.220483401512247
"23385","AT5G23740",452.3863054,511.6650921,467.0337185,278.1482583,254.3325844,265.3267298,477.028372,265.9358575,-0.842996758994094
"23386","AT5G23750",17.09512606,13.65343495,11.01475025,41.23316924,49.32162314,46.0226963,13.9211037533333,45.52582956,1.70941170413325
"23387","AT5G23760",19.03218195,16.98812549,17.20752822,22.59743364,19.72845586,21.81727819,17.7426118866667,21.3810558966667,0.269114697707874
"23388","AT5G23770",1.147819666,1.131480589,1.802688267,1.188224287,0.616257583,0.801220406,1.36066284066667,0.868567425333333,-0.647599872764575
"23389","AT5G23780",1.129239851,1.673932715,1.40321517,1.187545845,0.769882147,0.982754507,1.40212924533333,0.980060833,-0.516676133961662
"23390","AT5G23790",0,0,0,0.112400983,0.116590713,0,0,0.0763305653333333,Inf
"23391","AT5G23800",3.849475789,2.999875093,3.416737638,2.963886786,2.774427144,2.712002387,3.42202950666667,2.81677210566667,-0.28080935415273
"23392","AT5G23810",3.257750438,3.503320087,3.935694958,5.65477682,3.957484756,3.006981559,3.56558849433333,4.20641437833333,0.238450767795106
"23393","AT5G23820",134.0737065,166.3285488,150.6975431,146.4869006,135.7735284,127.828039,150.366599466667,136.696156,-0.137511466753412
"23394","AT5G23830",57.22111366,25.71115863,31.1185951,28.33958345,26.72357918,25.4068152,38.0169557966667,26.8233259433333,-0.503154878472801
"23395","AT5G23840",7.629229813,3.401141992,4.506034191,2.860104225,0.809103866,1.147578921,5.17880199866667,1.60559567066667,-1.68950976917807
"23396","AT5G23850",7.713592937,7.671749263,10.19794015,13.72704172,17.71157245,15.07254734,8.52776078333333,15.5037205033333,0.862375593617831
"23397","AT5G23860",90.05460753,85.65494854,89.88310025,63.58249395,61.37360121,62.20985333,88.53088544,62.3886494966667,-0.50489727035138
"23398","AT5G23870",14.7662267,15.22764035,15.46579991,12.45028379,12.10721833,11.02975291,15.15322232,11.8624183433333,-0.353226457929467
"23399","AT5G23880",29.62709311,28.82414821,32.18466248,23.71813498,21.77438291,24.66655692,30.2119679333333,23.38635827,-0.369452938415031
"23400","AT5G23890",46.56515134,36.40133882,38.98870491,55.50896078,51.63710198,47.99156912,40.65173169,51.71254396,0.347197469072721
"23401","AT5G23900",464.4219722,506.8710728,493.4361479,296.8098858,282.6924233,275.9493626,488.2430643,285.150557233333,-0.775875698176985
"23402","AT5G23903",0,0,0,0,0,0,0,0,NA
"23403","AT5G23908",0,0,0,0,0,0,0,0,NA
"23404","AT5G23910",3.88438185,5.765006696,4.948696718,4.278359882,5.617512778,6.393922917,4.86602842133333,5.429931859,0.158189346809484
"23405","AT5G23920",42.42279441,38.08537075,42.51940171,57.39819775,56.68829516,49.77322027,41.0091889566667,54.6199043933333,0.413479577206878
"23406","AT5G23930",4.029318465,4.236759033,3.807723131,2.883761676,2.734860299,2.272818349,4.02460020966667,2.630480108,-0.613519337557111
"23407","AT5G23940",30.8610585,40.53446974,29.67089352,35.8863796,45.83786612,63.89527087,33.6888072533333,48.5398388633333,0.526899968229285
"23408","AT5G23950",0.978406389,0.348082607,0.270174802,8.360010791,9.472086973,4.541265114,0.532221266,7.457787626,3.80864965185941
"23409","AT5G23960",0,0,0,0,0,0,0,0,NA
"23410","AT5G23970",0,0,0,0,0,0,0,0,NA
"23411","AT5G23980",12.96282306,4.237363334,7.400153713,3.708222422,2.37197494,2.182216826,8.200113369,2.75413806266667,-1.5740429731589
"23412","AT5G23990",2.899425243,0.711119225,1.846931731,6.548702117,4.905913993,1.471931359,1.819158733,4.30884915633333,1.24403116097458
"23413","AT5G24000",11.79669879,9.630789926,8.103398134,9.419691088,10.32914056,11.48256064,9.84362895,10.410464096,0.0807722027070685
"23414","AT5G24010",11.13377094,10.69212299,13.13424361,12.00279136,13.80460794,13.85344425,11.65337918,13.2202811833333,0.182004502008536
"23415","AT5G24020",50.96101529,54.93981273,55.54275596,35.01768507,36.74409976,40.0944962,53.8145279933333,37.28542701,-0.529383837273379
"23416","AT5G24030",22.31148887,32.0366156,36.1336741,41.72697581,39.71385147,39.30678237,30.1605928566667,40.2492032166667,0.416295436098399
"23417","AT5G24040",0.241669499,0.300921299,0,0.222379158,0.461336615,0.245373399,0.180863599333333,0.309696390666667,0.775952489427463
"23418","AT5G24050",0,0,0,0,0,0,0,0,NA
"23419","AT5G24060",40.65384822,44.17980662,41.16608883,40.35805317,36.95161268,39.05036556,41.9999145566667,38.7866771366667,-0.114825207764599
"23420","AT5G24070",0.478914841,0.695722698,1.272871596,0.110171826,0.114278464,0,0.815836378333333,0.0748167633333333,-3.44684637910999
"23421","AT5G24080",0.205585251,0,0,11.49239325,11.72454379,12.41979875,0.068528417,11.87891193,7.43748461937815
"23422","AT5G24090",7.551123578,2.568985066,3.349911854,15.49147935,9.688614664,5.027445508,4.49000683266667,10.0691798406667,1.16515663158792
"23423","AT5G24100",2.48837918,1.1415425,1.202486388,1.265390292,0.937541087,0.465410996,1.61080268933333,0.889447458333333,-0.85679849619223
"23424","AT5G24105",4.068652724,1.066566897,1.448734049,2.758654416,0.613174894,1.304529517,2.19465122333333,1.55878627566667,-0.493568548642591
"23425","AT5G24110",0.730066694,2.020138334,0.352798026,0.559826602,0.116138811,0.617713266,1.03433435133333,0.431226226333333,-1.2621857883038
"23426","AT5G24120",5.837762904,4.598785501,6.50567593,16.22498594,17.22777113,17.17688289,5.64740811166667,16.8765466533333,1.57935892720322
"23427","AT5G24130",0.415524393,0.689868551,1.003991735,1.720605387,1.388131649,3.902508826,0.703128226333333,2.337081954,1.7328486095037
"23428","AT5G24140",9.654222354,5.319733316,4.424004937,18.3033022,15.64918131,10.81620514,6.465986869,14.9228962166667,1.20658507639835
"23429","AT5G24150",19.23309879,24.1465345,27.42178478,48.04757875,48.85239411,45.34984947,23.60047269,47.4166074433333,1.00657668939432
"23430","AT5G24155",2.129603965,2.70372864,2.784654809,6.109392624,5.380572993,8.267399417,2.539329138,6.58578834466667,1.37490874342299
"23431","AT5G24160",11.08388536,12.57270305,12.30924691,17.92771032,17.74173147,18.38347191,11.9886117733333,18.0176379,0.587745276309906
"23432","AT5G24165",110.1839645,92.56474534,89.57168247,92.5901782,83.96607435,88.42273044,97.44013077,88.3263276633333,-0.141672539498402
"23433","AT5G24170",7.673213842,7.263662062,7.676231488,9.909795084,7.966365419,10.52443546,7.537702464,9.466865321,0.328761949402125
"23434","AT5G24180",0,0,0,0,0,0,0,0,NA
"23435","AT5G24190",0.30898492,0,0,0,0,0,0.102994973333333,0,-Inf
"23436","AT5G24200",0,0.548792092,0.547664805,0,0.090143842,0,0.365485632333333,0.0300479473333333,-3.60447634873764
"23437","AT5G24210",8.163828907,11.94697896,12.282668,7.279847054,7.310206427,5.468998095,10.797825289,6.68635052533333,-0.69144988507525
"23438","AT5G24215",0,0,0,0,0,0,0,0,NA
"23439","AT5G24220",0,0.095667344,0.111382637,0,0.109999314,0,0.0690166603333333,0.036666438,-0.912484543767491
"23440","AT5G24230",4.762508398,4.365260995,5.753596123,2.099880567,1.515237075,1.712572936,4.960455172,1.77589685933333,-1.48192471339359
"23441","AT5G24240",0.580394024,0.481795523,0.872573589,0.237362799,0.184657846,0.196429773,0.644921045333333,0.206150139333333,-1.64542711262248
"23442","AT5G24260",21.46342774,21.49305161,21.65030036,18.83938218,16.80678534,15.70955749,21.5355932366667,17.1185750033333,-0.331160452873446
"23443","AT5G24270",4.584197367,3.569429392,4.018399067,4.218281407,3.391873801,2.994727615,4.057341942,3.534960941,-0.198840619884573
"23444","AT5G24275",0.160495234,0.088819988,0.051705232,0.098456212,0.102126153,0,0.100340151333333,0.0668607883333333,-0.585666748587739
"23445","AT5G24280",3.416246794,3.494219065,3.567058159,2.975153112,2.532891318,3.189878027,3.492508006,2.89930748566667,-0.268555076437083
"23446","AT5G24290",13.81415441,6.571947714,9.134981307,8.697337011,6.631209293,6.233721934,9.84036114366667,7.187422746,-0.453236719575102
"23447","AT5G24300",67.90822464,74.56102266,72.72894333,78.54207996,87.97384514,99.42733072,71.73273021,88.64775194,0.305452503564653
"23448","AT5G24310",8.461940093,6.792834824,6.021392846,6.075179916,6.301631321,5.475984189,7.092055921,5.95093180866667,-0.253088325810286
"23449","AT5G24313",7.570627297,3.142256974,1.707270189,2.322110343,1.445199991,1.793553309,4.14005148666667,1.85362121433333,-1.15930224876215
"23450","AT5G24314",119.5918776,118.3435046,116.2881298,86.8960121,93.96317714,105.6913855,118.074504,95.5168582466667,-0.305870185941348
"23451","AT5G24316",0,0,0,0.283762796,0.294340011,0,0,0.192700935666667,Inf
"23452","AT5G24318",2.481072774,3.452830583,3.385286496,4.0960256,4.457657001,2.593189582,3.10639661766667,3.715624061,0.258362498752977
"23453","AT5G24320",13.45106012,12.17705855,13.10256636,13.69308671,14.0518557,13.28083522,12.9102283433333,13.67525921,0.0830536612508415
"23454","AT5G24330",4.078509187,3.675841912,3.829181245,2.251774707,2.669382018,2.011351436,3.861177448,2.31083605366667,-0.740625948794121
"23455","AT5G24340",9.196312822,8.675028131,9.02273513,9.167440151,9.708647849,7.781048596,8.96469202766667,8.88571219866667,-0.0127666073815406
"23456","AT5G24350",14.83988954,12.14752611,13.80388962,15.64952755,12.37164672,12.90886705,13.5971017566667,13.6433471066667,0.00489845094254701
"23457","AT5G24352",3.859778835,2.13604791,3.233017974,5.919478006,3.929680414,3.135147986,3.076281573,4.32810213533333,0.492546984878808
"23458","AT5G24355",0.206532025,0,0,0,0.394260699,0.419394796,0.0688440083333333,0.271218498333333,1.97805257661419
"23459","AT5G24360",17.80059375,13.82459979,13.54148204,14.81975542,17.65656716,19.0353013,15.0555585266667,17.1705412933333,0.189639290617342
"23460","AT5G24370",0,0,0,0,0,0,0,0,NA
"23461","AT5G24380",30.56118129,26.24608238,26.53848228,65.71865221,80.57972461,66.7504384,27.7819153166667,71.01627174,1.35400355899638
"23462","AT5G24390",2.517022813,2.03138632,2.567803894,2.830802489,2.068771064,1.703732981,2.372071009,2.201102178,-0.107921079700458
"23463","AT5G24400",56.44637375,42.89231475,44.1680682,61.23016351,55.32737284,46.95133446,47.8355855666667,54.5029569366667,0.188250243433338
"23464","AT5G24410",6.14265108,1.41039633,2.526280618,4.209187525,2.99388641,1.592373248,3.35977600933333,2.93181572766667,-0.196570624994672
"23465","AT5G24420",4.158782646,5.622285075,6.890377794,10.60576877,11.7949908,14.95979016,5.557148505,12.4535165766667,1.16413648316419
"23466","AT5G24430",16.52886595,12.97520747,17.65336173,18.13017995,17.09114867,15.20126122,15.71914505,16.8075299466667,0.0965849672213632
"23467","AT5G24440",0,0,0,0,0,0,0,0,NA
"23468","AT5G24450",26.26692372,20.68796605,22.44412881,26.97167299,29.73405004,26.23818595,23.1330061933333,27.64796966,0.257220779379088
"23469","AT5G24460",35.80102076,37.40155263,41.78015411,44.93292522,37.42570922,36.47335661,38.3275758333333,39.6106636833333,0.0475061215041577
"23470","AT5G24470",75.53382338,84.53501951,87.02351304,97.75433745,110.0638575,101.6851069,82.3641186433333,103.167767283333,0.324904420491557
"23471","AT5G24480",0,0,0,0,0,0,0,0,NA
"23472","AT5G24490",141.3646476,106.507825,114.1864242,171.2525965,154.3205631,144.1451514,120.686298933333,156.572770333333,0.375571432876013
"23473","AT5G24500",26.25462387,26.47135325,30.71090353,23.84788986,27.53315207,25.05530147,27.81229355,25.4787811333333,-0.126426459036307
"23474","AT5G24510",0.422515045,0.175368671,0.612529547,0.388789403,1.008203673,0.21449532,0.403471087666667,0.537162798666667,0.412894098919812
"23475","AT5G24520",28.22018441,21.76269238,21.70646151,24.27741661,22.79162384,24.83798757,23.8964461,23.96900934,0.00437420706577469
"23476","AT5G24530",14.65566903,6.259285182,9.135034133,21.30371273,19.25955514,13.58634834,10.0166627816667,18.04987207,0.84958668126439
"23477","AT5G24540",0,0,0,0,0,0,0,0,NA
"23478","AT5G24550",0,0,0.094519097,0,0.093345212,0,0.0315063656666667,0.0311150706666667,-0.0180298228984244
"23479","AT5G24560",0,0,0,0,0,0,0,0,NA
"23480","AT5G24570",62.50792273,81.58096256,80.88597216,64.22895561,63.30849903,45.48392238,74.99161915,57.67379234,-0.378813483202927
"23481","AT5G24575",0,0,0,0,0,0,0,0,NA
"23482","AT5G24580",9.172632827,8.080553335,8.322414968,3.87572263,2.322776214,2.185754633,8.52520037666667,2.794751159,-1.60901391059885
"23483","AT5G24590",27.01959346,22.7762979,29.54644336,30.56593639,27.98306419,22.06009186,26.4474449066667,26.86969748,0.0228517284633219
"23484","AT5G24600",1.756055431,1.457733212,1.044427891,2.485976994,1.418252774,2.468726684,1.41940551133333,2.12431881733333,0.581713488540615
"23485","AT5G24610",85.43876646,60.83869791,68.37058371,103.8635602,80.61425387,68.44355528,71.54934936,84.3071231166667,0.236715882011687
"23486","AT5G24620",73.19340564,59.73369198,70.96394329,68.27461293,64.77666445,65.14337865,67.9636803033333,66.0648853433333,-0.0408803205778229
"23487","AT5G24630",8.389736309,9.686946136,11.64679197,8.351698901,7.352636367,7.666487968,9.907824805,7.790274412,-0.346894210333325
"23488","AT5G24640",3.173911273,4.311361407,10.59691129,5.310119976,4.9572485,0.878878801,6.02739465666667,3.715415759,-0.698010872538571
"23489","AT5G24650",120.3765663,127.8645121,135.7770196,95.99033961,95.43634439,104.4979597,128.006032666667,98.6415479,-0.375944459093111
"23490","AT5G24655",3.903563412,3.752063214,2.978465009,2.646719486,3.529768565,2.503194072,3.54469721166667,2.89322737433333,-0.29298269066727
"23491","AT5G24660",8.010330803,9.97427961,8.294826002,15.97036326,18.93217842,14.71703732,8.75981213833333,16.5398596666667,0.916975158495813
"23492","AT5G24670",29.6366235,26.42425702,30.65888858,32.77569438,28.54943736,29.53360559,28.9065897,30.2862457766667,0.0672643409256573
