gene	Control_1	Control_2	Control_3
AT3G27230	63.17725675	63.30282121	60.88765929
AT3G27240	130.3932518	134.0460811	134.1531787
AT3G27250	0.252896358	0.349889695	0.081473228
AT3G27260	43.98911644	42.31237253	48.31826343
AT3G27270	4.191661334	3.257473063	3.964968722
AT3G27280	111.2006077	118.9457993	117.3360834
AT3G27290	1.890187729	1.438322276	1.141769828
AT3G27300	34.83451826	29.66859621	32.38757909
AT3G27310	30.12978516	26.97722872	31.15446104
AT3G27320	21.22182562	18.7056467	20.73425566
AT3G27325	19.10039765	16.7899307	17.86682049
AT3G27329	0	0	0
AT3G27331	0	0	0
AT3G27330	2.992647079	3.063908569	2.892338439
AT3G27340	30.61626028	22.56365737	27.56926914
AT3G27350	11.52411377	7.800274353	8.62468969
AT3G27355	0	0.148066957	0
AT3G27360	49.93463375	63.50703787	50.99265583
AT3G27380	42.20491298	43.69540907	46.46195451
AT3G27390	46.54030092	37.70175501	38.58903685
AT3G27400	6.326018712	9.518057313	7.546945175
AT3G27410	0	0.156986654	0.182774881
AT3G27415	0	0	0
AT3G27416	0.300697968	0	0.290619063
AT3G27420	11.84379663	11.07484337	15.65713355
AT3G27425	0	0	0
AT3G27430	105.2809593	121.13874	111.0023057
AT3G27440	0.082309564	0.136653301	0.079550682
AT3G27460	6.685702945	5.467087659	5.882957545
AT3G27470	9.724510569	7.57724635	9.052601567
AT3G27473	0.615278333	0.340502411	0.594655209
AT3G27475	0.535714469	0.247059011	0.172586065
AT3G27480	0.214823457	0.059442939	0
AT3G27490	0.206170323	0.11409713	0
AT3G27495	0	0	0
AT3G27500	1.58935135	0.897157425	1.044533645
AT3G27503	0	0	0
AT3G27510	1.559013754	1.470642466	1.643736175
AT3G27520	13.35866717	13.97710073	11.56602039
AT3G27530	30.64473352	25.51836521	27.94897651
AT3G27540	2.957406299	2.332246376	2.00079521
AT3G27550	24.28848577	26.14799461	28.31596534
AT3G27560	15.12394559	13.40582273	15.27767172
AT3G27570	73.18243418	76.20535927	73.22371709
AT3G27580	10.08532554	8.270531298	9.392835291
AT3G27590	0	0	0
AT3G27600	0	0	0
AT3G27610	12.35211878	7.742601928	9.98901905
AT3G27620	2.332308162	3.67857285	3.606612805
AT3G27630	2.55415345	1.156499312	0.897651782
AT3G27640	2.194737007	3.238916769	2.828230678
AT3G27650	5.185008205	1.434722871	2.429680098
AT3G27660	0.679989918	0.564471867	0.657197767
AT3G27670	9.946571145	8.278904769	9.793104129
AT3G27680	0	0	0
AT3G27690	118.6071833	87.51818414	95.8888177
AT3G27700	17.01249485	17.35320517	17.99342079
AT3G27710	0.08438943	0.070053184	0
AT3G27720	0	0	0
AT3G27730	0.220662145	0.183175617	0.071088637
AT3G27740	154.2483692	185.1861775	177.771473
AT3G27750	18.09429591	20.14931792	18.34086832
AT3G27770	187.7208652	103.2707001	134.9953041
AT3G27785	0	0	0
AT3G27810	0	0	0.244919521
AT3G27809	0	0.579106322	1.011354341
AT3G27820	85.1842852	82.10346458	81.48582599
AT3G27830	358.0052967	382.3334329	361.0738929
AT3G27831	0	0	0
AT3G27835	0	0	0
AT3G27840	0	0	0
AT3G27850	578.2638277	622.5543932	565.0507359
AT3G27860	2.751405691	2.061162947	1.556594966
AT3G27870	2.112281132	1.541820197	1.689501451
AT3G27880	14.32114899	10.0012207	9.337268533
AT3G27890	69.0433341	51.07485605	56.59304635
AT3G27900	1.332087745	0.829342505	1.072865284
AT3G27906	13.970648	12.13329533	13.38890937
AT3G27910	0	0	0
AT3G27920	1.664521095	1.796273587	3.056585229
AT3G27925	45.18405536	46.06893976	43.83849411
AT3G27930	16.49485511	16.09617769	16.95954736
AT3G27940	0.885137252	0.857229753	1.283203346
AT3G27950	1.39009009	0.769292532	1.455454586
AT3G27960	20.1803395	16.10951807	17.20620453
AT3G27970	0	0	0.223092869
AT3G27980	2.3113892	1.221007306	2.13237361
AT3G27999	0	0	0
AT3G28007	1.359533647	1.949353959	3.344636402
AT3G28020	0	0	0
AT3G28030	6.802828224	6.968272398	6.816085915
AT3G28040	49.76698179	50.8173282	48.53455208
AT3G28050	69.54585181	62.88172191	69.72079924
AT3G28060	0	0	0
AT3G28070	4.223600128	3.888568627	3.710938139
AT3G28080	4.22109249	3.303775984	3.963048127
AT3G28100	4.093174381	3.102355298	3.726645813
AT3G28120	0	0	0
AT3G28130	13.64183977	14.56972584	14.06891968
AT3G28140	8.458325704	8.172458922	9.648963675
AT3G28150	0.794756148	0.98961207	0.864131873
AT3G28155	0.287480475	0.238642715	0.277844599
AT3G28170	0	0	0
AT3G28180	55.01842821	58.50764906	63.77440602
AT3G28190	0	0	0
AT3G28193	0	0	0
AT3G28200	112.7289346	122.1763923	123.9237429
AT3G28210	14.83339976	33.35831522	49.13409619
AT3G28216	0	0	0
AT3G28220	6.820238924	8.451378476	11.17712133
AT3G28223	0	0	0
AT3G28230	0.251545416	0	0
AT3G28243	0	0	0
AT3G28250	0	0	0
AT3G28270	1.367549907	1.765909889	1.468568743
AT3G28280	0	0	0
AT3G28290	7.322499082	10.20882706	9.889738918
AT3G28291	0	0	0
AT3G28300	6.759229922	9.585387244	9.889738918
AT3G28310	0	0	0
AT3G28320	0	0	0
AT3G28330	0	0.218256152	0.254109131
AT3G28335	0	0.341991923	0.398171
AT3G28340	4.42280197	8.391880002	8.723585458
AT3G28345	7.474492348	5.124288353	5.714475486
AT3G28360	0.041371729	0	0
AT3G28370	5.382465759	4.649220127	4.991160208
AT3G28380	0	0	0.040282302
AT3G28390	0	0	0
AT3G28410	0	0	0
AT3G28415	0	0	0
AT3G28420	3.468825178	3.119495383	3.212866
AT3G28430	11.40620049	8.494367557	8.937057646
AT3G28450	22.30617899	19.08475936	20.56655623
AT3G28455	3.667895214	3.671653487	4.06627003
AT3G28460	35.64492777	38.22602396	35.14966383
AT3G28470	0	0.1271209	0
AT3G28480	30.17694692	27.34442177	30.44746343
AT3G28490	0	0	0
AT3G28500	0.495155644	1.233112832	0.159519612
AT3G28510	0	0	0
AT3G28520	0	0	0
AT3G28530	0	0	0
AT3G28540	1.210327436	1.193098568	1.096649285
AT3G28550	157.6000063	60.11766891	73.76713827
AT3G28560	0.31476806	0.17419642	0.202811699
AT3G28570	0.676570428	0.24069998	0.186826541
AT3G28580	0.960827898	1.522691916	2.363766406
AT3G28590	0	0	0
AT3G28600	0.097980237	0.162670315	0
AT3G28610	0.110150414	0	0.212916703
AT3G28620	1.056998918	1.023672792	0.340523347
AT3G28630	0.53902589	0.894910182	1.041917247
AT3G28635	0.31903321	0.529670417	0
AT3G28640	6.423623126	5.590382815	5.907911495
AT3G28650	1.307562406	0.755082492	1.153845046
AT3G28660	5.176250855	5.265214241	5.848286829
AT3G28670	14.89831017	14.89130543	15.79475907
AT3G28674	0	0	0
AT3G28680	0	0	0
AT3G28690	37.44951836	28.35296878	30.99972344
AT3G28700	13.67429566	17.06131615	14.01692262
AT3G28710	101.7625024	87.85050412	93.04590939
AT3G28715	61.25437631	51.68468172	53.74848486
AT3G28720	43.50507672	44.32215318	44.07752973
AT3G28730	63.12238846	62.58773088	62.76904286
AT3G28740	22.21286204	36.79700317	46.3563793
AT3G28750	0.931539106	0.676626452	1.012854866
AT3G28760	10.92604475	12.47112124	9.71126449
AT3G28770	0.310867826	0.277907513	0.208002492
AT3G28780	0	0	0.063447575
AT3G28785	0	0	0
AT3G28790	0	0	0
AT3G28810	0	0	0
AT3G28820	0	0	0
AT3G28830	0	0	0
AT3G28840	0.298979694	0.165458949	0.674236227
AT3G28850	5.983977745	4.521614614	4.671211398
AT3G28853	0	0	0
AT3G28857	1.033793673	0.85817073	0.166523766
AT3G28860	96.64917084	83.38770186	84.1317037
AT3G28870	0	0	0
AT3G28875	0.934311543	0	0.300998316
AT3G28880	1.955941923	1.21774694	1.228748264
AT3G28890	0.061051863	0.05068025	0.059005504
AT3G28900	207.0145312	227.2775208	201.1533495
AT3G28899	0	0	0
AT3G28910	37.72637491	39.23050421	39.74107252
AT3G28917	0.141920741	0	0
AT3G28918	0	0	0
AT3G28920	57.18059973	58.54503583	57.24834414
AT3G28922	0	0	0
AT3G28925	0	0	0
AT3G28930	28.14902754	41.39299674	57.26113816
AT3G28940	190.6330728	165.4543119	179.2546203
AT3G28950	33.43721577	20.27830914	27.62805732
AT3G28956	4.657695528	3.711779396	4.951734903
AT3G28958	0	0	0
AT3G28960	1.595474891	1.135227786	0.954569683
AT3G28970	20.05588727	18.64261554	19.61578618
AT3G28980	0	0	0
AT3G28990	0	0	0
AT3G29000	3.40059572	6.091511772	7.611104503
AT3G29010	5.62073894	3.888230447	4.023956263
AT3G29020	0	0	0
AT3G29030	42.1284807	40.26757171	36.78296446
AT3G29033	0	0	0
AT3G29034	24.66068175	17.33334291	23.13820997
AT3G29035	8.43423177	3.818949579	4.975609283
AT3G29040	0	0	0
AT3G29050	0	0	0
AT3G29060	0	0	0
AT3G29070	0	0	0
AT3G29075	27.820576	27.67728837	24.37712704
AT3G29080	0	0	0
AT3G29090	26.26494921	32.49686275	31.06590425
AT3G29100	4.302848821	3.869528253	3.032330262
AT3G29110	0.086007857	0.14279334	0
AT3G29130	2.882724321	2.572476432	2.507490101
AT3G29140	1.322733196	0.732016419	1.704529788
AT3G29152	0	0	0
AT3G29160	29.20785291	27.08391429	26.79227053
AT3G29170	16.85199962	16.12082784	17.2178423
AT3G29173	1.976880848	1.312835491	2.674866644
AT3G29180	30.15571051	20.88984069	23.77792337
AT3G29185	52.10734333	53.11930499	46.79130441
AT3G29190	0.078995641	0.39345422	0.076347836
AT3G29200	27.38492797	27.37205239	30.17087085
AT3G29230	19.72514546	19.84751295	19.69945717
AT3G29240	25.63655572	13.21185189	14.82951265
AT3G29250	48.19999738	16.09165599	15.79819197
AT3G29255	0	0	0
AT3G29260	0	0	0
AT3G29270	15.51790931	13.79367421	14.13507051
AT3G29280	13.72691941	14.53270619	15.38181507
AT3G29290	21.81767441	26.37609356	24.88787013
AT3G29300	0.698239944	0.579621542	0.404901649
AT3G29305	0	0	0
AT3G29310	27.15720785	24.2180191	22.55705413
AT3G29320	120.0431677	129.4794325	119.1680728
AT3G29330	5.806078877	5.318323369	5.804967517
AT3G29340	0	0	0
AT3G29350	47.27436157	41.61744792	49.26693975
AT3G29360	83.21850009	89.8120254	92.61080147
AT3G29370	6.353318495	2.792119768	3.431380799
AT3G29375	15.03675686	15.62298577	15.93914443
AT3G29380	0	0	0
AT3G29385	0	0	0
AT3G29390	28.54320379	26.05205393	33.39179416
AT3G29400	15.15991035	13.56848875	18.20920176
AT3G29410	3.963745942	1.076850599	1.462702559
AT3G29430	0.107953466	0.089614115	0.104335042
AT3G29450	0	0	0
AT3G29455	0	0	0
AT3G29560	0	0	0
AT3G29570	0	0	0
AT3G29575	11.77798794	5.358613697	6.786143845
AT3G29580	0.170428164	0	0
AT3G29590	0.63110303	2.918815611	2.178391027
AT3G29630	1.969086694	0.467021228	1.268724083
AT3G29633	0.615546429	1.021952334	0
AT3G29635	0	0.250574851	0.09724561
AT3G29636	0	0	0
AT3G29631	0	0	0.67724621
AT3G29637	0.23392599	0	0
AT3G29638	0	0	0.088508256
AT3G29639	0.16609983	0	0.481597305
AT3G29645	0	0	0
AT3G29670	3.2052778	1.643409834	1.457808059
AT3G29680	3.652511475	2.254575629	1.357725099
AT3G29690	0	0	0
AT3G29720	0	0	0
AT3G29740	0	0	0
AT3G29750	0	0	0
AT3G29760	21.72809731	16.16292253	19.36345839
AT3G29763	0	0	0
AT3G29765	0	0	0
AT3G29785	0	0	0
AT3G29770	7.828448157	5.776476163	8.024599933
AT3G29780	9.371005331	3.24126673	3.522129545
AT3G29790	0	0	0
AT3G29791	0	0	0
AT3G29796	0	0	0
AT3G29797	0	0	0
AT3G29800	0	0	0
AT3G29810	10.12079562	8.401454559	7.825250467
AT3G29830	0	0	0
AT3G29970	17.50125037	4.767033751	6.871571305
AT3G30160	0	0	0
AT3G30165	0	0	0
AT3G30180	18.21541209	14.84849196	14.59141652
AT3G30200	0	0	0
AT3G30210	0	0	0
AT3G30220	0	0	0
AT3G30222	0	0	0
AT3G30230	0	0	0
AT3G30235	0	0	0
AT3G30247	0	0	0
AT3G30260	0.488604947	0.202799879	0.472227708
AT3G30280	0	0	0
AT3G30290	0	0	0
AT3G30300	22.34014937	18.20601816	22.15508673
AT3G30305	0	0.319751957	0.372277671
AT3G30320	0	0	0
AT3G30340	1.672056877	1.735005626	2.52501916
AT3G30350	5.28721985	1.097254084	1.756562802
AT3G30370	0	0	0
AT3G30380	18.44784299	14.59400288	19.20100155
AT3G30390	132.6292913	83.79859665	101.2410917
AT3G30383	0	0	0
AT3G30385	0	0	0
AT3G30387	0	0	0
AT3G30430	0	0	0
AT3G30460	0.392410848	0.162873653	0
AT3G30520	0	0	0
AT3G30525	0	0	0
AT3G30530	0	0	0.708893229
AT3G30540	0	0	0
AT3G30580	0.259445189	0	0
AT3G30705	0	0	0
AT3G30720	2.056301388	0.948318213	1.104098625
AT3G30725	0.558591955	0.69554585	0.539868865
AT3G30730	1.001048082	0.997185632	0.773995669
AT3G30739	0	0	0
AT3G30770	0	0.129521792	0
AT3G30775	69.16827831	72.10193367	83.94613191
AT3G30805	0	0	0
AT3G30820	0	0	0
AT3G30823	0	0	0
AT3G30840	0	0	0
AT3G30841	7.107819138	6.251538601	6.460673282
AT3G30842	0.106875401	0.029573065	0.034431037
AT3G30845	0	0	0
AT3G31350	0	0	0
AT3G31402	0	0	0
AT3G31430	0	0	0
AT3G31550	0	0	0
AT3G31560	0	0	0
AT3G31900	0	0	0
AT3G31910	0	0	0
AT3G31925	0	0	0
AT3G31950	0	0	0
AT3G32030	3.125564794	0.949239358	0.589424579
AT3G32040	4.395464181	1.728357115	1.565102517
AT3G32047	0.500843457	0.166303666	0.290433601
AT3G32050	0	0	0
AT3G32090	0	0	0
AT3G32130	0	0	0
AT3G32150	0	0	0
AT3G32160	0	0	0
AT3G32180	0	0	0
AT3G32190	0	0	0
AT3G32200	0	0	0
AT3G32260	0	0	0
AT3G32280	0	0	0
AT3G32330	0	0	0
AT3G32380	0	0	0
AT3G32400	0.204647118	0.169881255	0.593363042
AT3G32410	0	0	0
AT3G32420	0	0	0
AT3G32896	0	0	0
AT3G32904	0	0	0
AT3G32920	0.079154987	0.131415958	0.229505524
AT3G32930	79.33881802	81.50520343	75.78788825
AT3G32940	21.66917048	17.47565278	23.26247533
AT3G32960	0	0	0
AT3G32980	354.4684625	116.8547118	167.3558448
AT3G33187	0	0	0
AT3G33293	0	0	0
AT3G33393	0	0	0
AT3G33494	0	0	0
AT3G33528	0.145337351	0	0.140465881
AT3G33530	24.68446193	19.97802815	25.35022035
AT3G33520	29.04825843	27.0415477	26.5706114
AT3G41762	5.344663883	8.172871485	5.029584759
AT3G42050	210.5838369	208.3166457	216.2638433
AT3G42060	0	0	0
AT3G42075	0	0	0
AT3G42130	0	0	0
AT3G42140	0	0	0
AT3G42148	0	0	0
AT3G42150	10.12100378	10.02299404	10.55400882
AT3G42153	0	0	0
AT3G42155	0	0	0
AT3G42160	0	0	0
AT3G42170	37.69440249	38.59728343	36.06109037
AT3G42180	0.596822583	0.264231022	0.422999914
AT3G42310	0	0	0
AT3G42390	0	0	0
AT3G42473	0	0	0
AT3G42550	0.121395467	0	0
AT3G42560	0	0	0
AT3G42565	0	0	0
AT3G42570	0	0.263763001	0
AT3G42628	0	0	0
AT3G42630	20.06311104	18.77741365	19.58073254
AT3G42640	6.291819508	5.10514163	6.035206735
AT3G42660	16.28875219	19.62223466	19.45319932
AT3G42670	7.331587	8.79801534	8.7012698
AT3G42723	0	0	0
AT3G42725	1.623769027	1.647457641	1.046228628
AT3G42770	0	0	0
AT3G42780	0	0	0
AT3G42786	0	0	0
AT3G42790	78.54953632	72.02790224	75.78646691
AT3G29794	0	0	0
AT3G42800	7.230602962	7.085993868	7.958834543
AT3G42830	0	0	0
AT3G42850	0.258590345	0.257592598	0.39987651
AT3G42860	7.722846087	7.659744967	8.045598429
AT3G42870	0	0	0
AT3G42880	0	0	0
AT3G42940	0	0	0
AT3G42950	15.90732652	14.90559651	14.2676668
AT3G42960	0	0	0
AT3G42990	0	0	0
AT3G42995	0	0	0
AT3G43083	0	0	0
AT3G43110	3.606573231	0.650843769	2.424825592
AT3G43120	0	0	0
AT3G43148	0	0	0
AT3G43150	0	0	0
AT3G43153	0	0	0
AT3G43160	0	0	0
AT3G43170	0	0	0
AT3G43180	0	0	0
AT3G43190	118.0026925	35.08217853	60.03308828
AT3G43210	6.788588004	5.454709538	5.593711976
AT3G43220	14.42296787	11.09182592	12.54091815
AT3G43230	31.19375876	25.75676376	29.82746946
AT3G43240	27.49002826	25.07106639	28.3672559
AT3G43250	0.317099675	0.78969044	3.524416642
AT3G43260	0	0	0
AT3G43270	12.79906351	12.08417427	13.18566815
AT3G43280	0	0	0
AT3G43290	0	0	0
AT3G43291	0	0	0
AT3G43300	44.11899259	38.37736137	42.56364273
AT3G43340	0	0	0
AT3G43400	0	0	0
AT3G43410	0	0	0
AT3G43415	0	0	0
AT3G43420	0	0	0
AT3G43430	9.973775726	6.650674171	9.797495176
AT3G43432	0	0	0
AT3G43440	12.69564509	10.75179018	10.78282202
AT3G43470	0	0	0
AT3G43480	0	0	0
AT3G43490	0	0	0
AT3G43500	0	0	0
AT3G43503	0	0	0
AT3G43505	0	0	0
AT3G43520	105.0801194	109.8527592	115.5028634
AT3G43540	28.2323827	26.47571722	27.09982626
AT3G43550	0	0	0
AT3G43570	0	0	0
AT3G43572	0	0	0
AT3G43574	0	0	0
AT3G43580	5.029048456	5.53951057	6.169074537
AT3G43583	0	0	0
AT3G43590	42.93163665	45.34710343	45.28349399
AT3G43600	33.5734429	32.89522188	33.22424384
AT3G43610	16.55360392	15.27552499	14.13666639
AT3G43630	0	0	0
AT3G43645	0	0	0
AT3G43660	0	0	0
AT3G43670	28.81946673	20.81731008	18.01911121
AT3G43682	0	0	0
AT3G43700	9.069777024	6.240239913	7.502238082
AT3G43710	0	0	0
AT3G43720	222.5442046	238.2219044	214.7671836
AT3G43740	53.73937181	51.4368827	54.26779389
AT3G43750	0	0	0
AT3G43790	2.469251936	1.495778447	2.386486646
AT3G43800	80.28290777	63.90377367	59.60802591
AT3G43810	68.83972579	75.07892815	71.13297054
AT3G43833	0	0	0.155752722
AT3G43837	0	0	0
AT3G43840	0.989686881	0.657245511	0.191302839
AT3G43850	0.356737135	0.19742261	0.344779889
AT3G43860	0.070042097	0	0
AT3G43870	0	0	0
AT3G43880	0	0	0
AT3G43890	0.677738943	0.393822305	0.524017793
AT3G43910	0	0	0
AT3G43920	5.041281318	4.443182925	5.052761575
AT3G43930	0.925298892	0.139655866	0.406492902
AT3G43940	0	0	0
AT3G43950	0	0	0
AT3G43960	21.39929055	23.89565015	18.5823237
AT3G43970	0	0	0
AT3G43980	153.6942489	154.7299705	163.0282127
AT3G43990	0	0	0
AT3G44006	0.667933359	0.184821167	0.215181775
AT3G44010	528.7319987	545.2022795	553.1188831
AT3G44020	16.41718855	13.96059884	13.54492421
AT3G44050	3.437439427	4.895971501	4.581169386
AT3G44060	0	0.101478912	0.118148872
AT3G44070	0	0	0
AT3G44080	0	0	0
AT3G44090	0	0	0
AT3G44100	52.10091347	43.79911095	47.15746004
AT3G44110	239.5644006	256.3081686	252.4484022
AT3G44115	0	0	0
AT3G44120	0.548059844	0.181981735	0.741565683
AT3G44130	0	0	0
AT3G44140	0	0	0
AT3G44150	50.67837844	54.21662724	50.17071828
AT3G44160	23.90658323	25.30076166	24.48606687
AT3G44170	0	0	0
AT3G44180	0	0.213955538	0
AT3G44190	35.80358365	37.05885169	66.18675592
AT3G44200	16.1059746	12.61800906	15.07136173
AT3G44210	0	0	0
AT3G44220	3.018544987	3.818283444	2.500601392
AT3G44230	0	0	0
AT3G44235	0	0	0
AT3G44240	0	0	0
AT3G44250	0	0	0
AT3G44260	22.03830903	31.33402021	40.22002886
AT3G44261	0	0	0
AT3G44265	0	0.117492266	0.136792742
AT3G44280	15.74273609	15.24638327	14.91673069
AT3G44290	0.944935822	0.43578235	0.10147368
AT3G44300	7.976038088	4.583805744	4.150835405
AT3G44310	393.7130615	553.4144848	561.7498311
AT3G44320	25.52349691	20.15816116	17.37745115
AT3G44326	3.786688341	1.115399337	1.770853904
AT3G44330	62.15630479	49.25669377	52.65886323
AT3G44340	41.08411034	36.68641385	41.30274148
AT3G44350	0.125571471	0	0
AT3G44370	13.47559556	13.18612597	14.18806449
AT3G44380	21.79268958	26.36720483	21.75054254
AT3G44400	1.918164047	1.430373425	1.75960573
AT3G44405	0.807014598	0.502438005	0.974955984
AT3G44428	0	0	0
AT3G44430	48.22398376	50.49737359	49.24767623
AT3G44435	0	0	0
AT3G44440	0	0	0
AT3G44450	9.835533707	16.32930703	16.40737943
AT3G44460	0.353523287	0	0.085418441
AT3G44480	13.80717989	12.19267746	13.97591021
AT3G44485	0	0	0
AT3G44490	0	0	0
AT3G44510	1.865206957	0.41686127	0.970678298
AT3G44530	10.45418862	10.21890681	11.2752342
AT3G44540	3.314642042	0.843215098	1.70511035
AT3G44550	3.69825101	0.745567716	1.378655362
AT3G44555	0	0	0
AT3G44560	0	0	0
AT3G44570	0	0.141322042	0.32907408
AT3G44580	0.273457037	0.340502411	0.528582408
AT3G44590	133.5477479	155.5082712	141.8017799
AT3G44600	39.11200231	40.87914387	37.92578778
AT3G44610	7.798913489	7.366986482	7.277592629
AT3G44620	29.37410685	30.97423809	29.92410423
AT3G44630	8.343945491	8.230263399	11.76434693
AT3G44635	0	0	0
AT3G44660	0	0	0
AT3G44665	0	0	0
AT3G44670	14.54233692	12.66506713	15.33261987
AT3G44680	22.56142908	24.33995533	24.09602624
AT3G44690	3.289930995	3.845004057	4.518461202
AT3G44695	0.590091501	0.326563716	0.760416798
AT3G44700	1.370012937	0.974804907	1.134936293
AT3G44703	0	0	0
AT3G44704	0	0	0
AT3G44710	0.452607668	0.225430662	0.0874874
AT3G44713	1.66894566	1.17760855	2.822759324
AT3G44716	2.91188262	2.762521326	2.680267687
AT3G44718	0	0	0
AT3G44720	22.68270799	24.03306453	31.01026053
AT3G44730	3.770693031	3.283557398	4.287418307
AT3G44735	24.25283364	23.03182438	28.12790194
AT3G44740	9.116387734	11.6137625	11.86407622
AT3G44750	335.735431	404.5882623	374.336619
AT3G44753	0.478258194	0.158804293	0.277336657
AT3G44755	0	0	0
AT3G44760	0.148499848	0	0.143522376
AT3G44763	0	0.536209558	0
AT3G44766	0	0.54065943	0
AT3G44769	0	0	0
AT3G44770	0.474827301	0.732016419	0.524470704
AT3G44780	0	0	0
AT3G44785	0	0	0
AT3G44790	2.694164033	2.625426051	2.037803522
AT3G44800	0.610162641	0.759760481	0.737138732
AT3G44805	0.840505164	0	0
AT3G44810	0	0	0
AT3G44820	12.03210963	10.53287457	11.41738001
AT3G44830	1.355087821	1.187376272	3.346928034
AT3G44840	0	0	0
AT3G44850	20.10447617	20.57944904	20.02140246
AT3G44860	7.564546472	5.494532878	27.41623213
AT3G44870	0.131021986	0	0.253260686
AT3G44880	17.50965609	25.12953935	28.35502626
AT3G44890	225.5071552	235.4167211	221.5664444
AT3G44900	0.703875961	1.071216852	0.736973455
AT3G44910	0	0	0
AT3G44920	0	0	0
AT3G44930	0	0	0
AT3G44935	0	0	0
AT3G44940	8.571431498	6.670593304	8.284131119
AT3G44950	0	0	0
AT3G44960	1.830843771	2.330385084	1.651511754
AT3G44970	6.803407895	6.185500966	8.375767373
AT3G44980	0	0	0
AT3G44990	101.525391	109.346332	84.40053274
AT3G45000	0	0	0
AT3G45010	28.67698837	30.1066828	29.99825879
AT3G45020	6.703103458	7.187307115	7.018295247
AT3G45030	433.4580081	510.1102867	484.7307102
AT3G45040	13.35561167	9.477369022	14.15711017
AT3G45050	29.91944782	38.44067829	29.35252541
AT3G45060	0.410471599	0.817775664	1.428167741
AT3G45070	9.202698671	3.335480263	3.758129259
AT3G45080	1.693391212	0.865055087	0.629473656
AT3G45090	13.21112304	11.47101124	11.3006862
AT3G45093	0	0	0
AT3G45100	17.47297489	10.49916795	14.62624699
AT3G45110	0	0	0
AT3G45130	0.26318635	0.043695145	0.050872955
AT3G45140	83.69500749	127.4140755	149.0441475
AT3G45150	0	0	0
AT3G45160	75.46762274	65.58091465	65.90547492
AT3G45170	0.228145842	0.189387969	0
AT3G45180	0.467155772	0	0
AT3G45190	37.47390457	31.6302443	32.66156677
AT3G45200	0	0	0.16799906
AT3G45210	17.32311685	15.69549605	15.31323867
AT3G45220	0	0	0
AT3G45230	43.98877163	44.71987712	47.94568726
AT3G45240	22.88049075	24.13156828	22.11357409
AT3G45243	0	0	0
AT3G45245	0	0	0
AT3G45248	0	0	0
AT3G45252	0	0	0
AT3G45260	18.36497762	21.28091285	26.44300389
AT3G45275	0	0	0
AT3G45280	0.16760741	0.069566963	0.242984225
AT3G45285	0	0	0
AT3G45290	4.98155722	6.390887718	7.1781064
AT3G45300	29.81553014	24.27136792	28.16547475
AT3G45310	45.35780068	31.48109459	36.19775428
AT3G45320	0	0	0.489365004
AT3G45330	0.135958717	0.169292667	0.131401603
AT3G45390	1.015192244	0.453777342	0.981164659
AT3G45400	7.821638581	6.366807535	6.165004689
AT3G45410	5.68753863	2.531021282	2.380101736
AT3G45420	2.806167542	1.690729964	1.749747994
AT3G45430	3.116069017	2.028788206	2.243954746
AT3G45440	0.603941282	0.350939768	0.291849079
AT3G45443	7.598707177	6.684410043	7.672847238
AT3G45450	0	0.126997001	0
AT3G45460	0	0	0
AT3G45470	0	0	0
AT3G45480	0	0	0
AT3G45490	0	0	0
AT3G45500	0	0	0
AT3G45510	0	0	0
AT3G45525	0	0	0
AT3G45530	0.997503745	0.591461292	0.206586225
AT3G45540	0	0.118238587	0
AT3G45555	0	0	0
AT3G45560	0	0	0
AT3G45570	0	0	0.161558201
AT3G45577	0	0	0
AT3G45580	0	0	0
AT3G45590	6.83746175	8.39046092	9.050472083
AT3G45600	63.72801769	37.15474805	36.66758629
AT3G45610	4.134040212	4.611402197	4.494908181
AT3G45620	23.06195874	15.21143458	19.69722008
AT3G45630	21.83057707	20.01683606	22.94399853
AT3G45640	58.37586569	60.24045988	68.82979353
AT3G45645	0	0	0
AT3G45650	17.50887619	13.45570573	15.00506113
AT3G45660	1.587789559	0.564879722	0.146149471
AT3G45670	0	0	0
AT3G45673	0	0	0
AT3G45680	4.874195883	3.477166783	2.870656426
AT3G45690	0.101202024	0	0
AT3G45700	4.463440928	2.744579727	2.077031031
AT3G45710	29.9738911	10.45567789	13.09778349
AT3G45720	0	0	0
AT3G45730	7.92575149	7.437479661	11.65666364
AT3G45740	20.90837724	20.7103178	23.42905809
AT3G45750	9.744150187	9.475444881	9.040840506
AT3G45760	0	0	0
AT3G45770	41.81102993	33.72346169	33.43583305
AT3G45780	121.5332775	105.497098	101.8150331
AT3G45790	0	0	0
AT3G45800	0	0.115924308	0.269934433
AT3G45810	0	0	0
AT3G45820	0	0	0
AT3G45830	15.44950874	13.54510483	15.3509141
AT3G45840	1.350957197	0.420545205	1.305675319
AT3G45850	23.69585698	20.15179958	22.14089273
AT3G45851	0	0	0
AT3G45860	0.061218541	0.152455838	0.118333191
AT3G45870	0.836895174	0.926295658	0.808843815
AT3G45880	3.765470601	3.067899997	4.245801208
AT3G45890	14.39844595	15.83841399	16.38366612
AT3G45900	9.820251136	8.947281049	8.873785543
AT3G45910	0	0	0
AT3G45920	0	0	0
AT3G45930	80.06538345	87.86728493	80.44201673
AT3G45940	0	0	0
AT3G45950	0	0	0
AT3G45960	2.065320254	1.142973005	1.996094094
AT3G45970	23.58149698	26.30447732	30.48307449
AT3G45980	215.0433039	232.2797849	213.0521558
AT3G45990	0	0	0
