gene	Control_1	Control_2	Control_3
AT1G60390	9.076414296	6.936519052	6.683571595
AT1G60400	0	0	0
AT1G60410	0	0	0
AT1G60420	29.75382349	25.43464386	27.04397661
AT1G60430	9.492732615	10.0998313	9.562208843
AT1G60440	16.60110065	12.69698354	18.11784514
AT1G60450	0	0	0
AT1G60460	1.447026903	1.20120307	1.251311775
AT1G60470	1.976587976	0.675624043	2.022708681
AT1G60490	17.81194493	14.83151143	17.32085559
AT1G60500	0.072938819	0	0
AT1G60530	8.662491131	6.184165197	10.21400907
AT1G60550	41.81291068	45.26946357	43.29793953
AT1G60560	9.697336388	9.849918549	9.081232376
AT1G60570	0	0	0
AT1G60590	2.975283362	2.228876622	1.963794836
AT1G60600	26.16072322	24.3892855	25.67284096
AT1G60610	5.847951676	5.130313207	6.165750426
AT1G60620	16.62280924	19.40469337	19.57999854
AT1G60625	0	0	0
AT1G60630	6.326018712	5.306043445	4.967609482
AT1G60640	78.01960283	86.2686383	90.5052853
AT1G60650	23.15414076	21.68779952	23.38005411
AT1G60660	48.85114641	46.13645522	45.51094533
AT1G60670	16.05935726	15.74131492	16.2225913
AT1G60680	39.70274465	25.86816844	28.10970153
AT1G60690	10.03201545	6.499712425	7.803903331
AT1G60700	4.283627193	4.000405516	4.509694063
AT1G60710	99.69739793	95.78265166	88.95777795
AT1G60720	0.145068705	0.120424143	0
AT1G60730	37.39160747	39.38338335	56.0337971
AT1G60740	2.283117663	0.473814264	1.103295644
AT1G60750	0.31614167	0	0.458317677
AT1G60760	0	0.162873653	0
AT1G60770	59.99525858	70.071865	66.4965479
AT1G60780	78.44214815	75.74746134	78.13369843
AT1G60783	0	0	0
AT1G60787	0.377545013	0.156703455	0.364890321
AT1G60790	13.34546039	15.39369376	14.54790475
AT1G60800	43.03148658	38.16507984	38.60155205
AT1G60810	27.18846591	28.61922763	27.54134589
AT1G60815	0	0	0
AT1G60830	0	0	0
AT1G60850	58.20132052	73.05823	65.09377998
AT1G60860	11.46315326	8.331234138	8.550541244
AT1G60870	38.5804605	41.15164624	38.30887654
AT1G60880	0	0	0
AT1G60890	11.79214418	11.39292978	11.39689077
AT1G60900	80.13946558	74.47399702	83.50436239
AT1G60913	0	0	0
AT1G60920	0	0	0
AT1G60930	1.943830827	1.714459507	1.956954994
AT1G60940	53.04064157	57.61212382	57.43171986
AT1G60950	1319.615933	1558.295744	1321.896595
AT1G60960	12.86190045	14.34920285	13.4600917
AT1G60970	1.426948539	1.036468702	1.5515095
AT1G60980	0	0	0
AT1G60983	0	0	0
AT1G60985	0	0	0
AT1G60986	0	0	0
AT1G60987	0	0	0
AT1G60990	26.25828585	24.57422407	24.16581896
AT1G60989	38.500687	22.12623213	21.30840907
AT1G60995	21.12593336	17.53701743	17.16658032
AT1G61000	6.615702522	7.673493128	7.007073954
AT1G61010	32.33225082	32.3253764	32.40978942
AT1G61030	9.469705674	9.046706451	11.4531533
AT1G61040	28.02320625	26.35472913	25.97618761
AT1G61050	3.03801947	1.528433109	1.245656373
AT1G61060	0	0	0
AT1G61065	8.656722147	7.457274442	11.52375654
AT1G61070	0	0	0
AT1G61080	0.694532475	0.461235124	0.492252113
AT1G61090	0	0	0
AT1G61093	0	0	0
AT1G61095	0	0	0
AT1G61097	0	0	0
AT1G61100	52.8721985	46.81027505	56.6633162
AT1G61105	0	0	0
AT1G61110	0.234800807	0.194912375	0.226930667
AT1G61120	1.12653832	0.667971236	4.199574586
AT1G61130	0.195472403	0.243397738	0.283380731
AT1G61140	13.1935415	11.94541008	16.00165088
AT1G61150	22.30483431	20.43614998	19.37855823
AT1G61160	0	0	0
AT1G61165	0	0	0
AT1G61170	10.95714059	8.65737164	9.313986569
AT1G61180	19.72398991	17.59455281	16.61891579
AT1G61190	19.69270624	19.83504235	21.20248373
AT1G61200	0	0	0
AT1G61210	10.2030351	8.821407036	9.792803502
AT1G61215	2.426241398	2.68542219	3.452240021
AT1G61230	0.103402068	0.085835917	0.199872399
AT1G61240	11.27013299	8.240631261	10.21513034
AT1G61250	68.03815999	53.70201071	71.44160023
AT1G61255	10.66087276	14.12199305	9.426640893
AT1G61260	8.231741274	9.395810266	10.66804042
AT1G61270	0.295787072	0	0
AT1G61280	1.90490703	2.846335686	1.227371773
AT1G61290	0.12224637	0.101478912	0
AT1G61300	6.712467469	6.552836679	5.708979344
AT1G61310	7.299585684	6.947217433	6.650493591
AT1G61320	0.310820474	0.172011779	0.700938652
AT1G61330	0	0	0
AT1G61340	14.00693736	12.70624268	17.30560325
AT1G61350	14.96824885	13.32093796	13.6845626
AT1G61360	17.97229954	17.37318967	16.73496645
AT1G61370	3.75123529	4.727228402	5.154325318
AT1G61380	24.53155243	34.99345315	38.83418988
AT1G61390	0.49375382	0.573823503	0.811246797
AT1G61400	3.620421787	3.558999401	4.005515674
AT1G61410	0.940845191	0.781012523	0.909309597
AT1G61415	0.296159131	1.720929165	2.146742704
AT1G61420	6.035331427	5.351630666	6.363313067
AT1G61430	7.33478221	7.163217291	6.922133888
AT1G61440	0.745673821	0.386873285	0.900850066
AT1G61450	1.781661059	1.183191124	1.377554153
AT1G61460	2.581191357	2.026872128	2.022708681
AT1G61470	2.073847588	1.29115365	2.004335605
AT1G61475	0	0	0
AT1G61480	1.059063369	0.55525109	0.592590434
AT1G61490	3.62597293	2.976541095	3.738065325
AT1G61500	5.796589442	5.531736752	4.499482819
AT1G61520	1787.558193	1791.870783	1611.600922
AT1G61540	0	0	0
AT1G61550	0.473259314	0.130953691	0.304930957
AT1G61560	6.155464286	2.874240938	4.408740036
AT1G61562	0	0.233510614	0
AT1G61563	0	0	0
AT1G61565	0	0	0
AT1G61566	0	0	0
AT1G61570	158.6144243	175.1587355	174.2293746
AT1G61575	0	0.211181398	0
AT1G61580	154.5348778	172.1243506	158.2367996
AT1G61590	25.68668973	6.419029592	7.38758267
AT1G61600	8.646340724	5.429121772	6.535234617
AT1G61610	0.304982525	0.379757222	0.589520017
AT1G61620	56.60052384	50.56954465	55.0417381
AT1G61630	0.121677782	0.101006917	0
AT1G61640	22.09171847	22.14488516	25.89773065
AT1G61660	20.43634825	20.30277205	22.68220151
AT1G61667	14.8499848	15.4090495	22.82005774
AT1G61670	31.14737134	27.83021952	28.76873051
AT1G61680	0.083358651	0.34598758	0.16112921
AT1G61688	0	0	0
AT1G61690	17.22215505	14.52030212	14.44791915
AT1G61700	0	0	0
AT1G61710	0.259659784	0.646644777	0.125478206
AT1G61720	0	0.091181891	0
AT1G61730	102.8141821	113.8534275	107.2231981
AT1G61740	94.79063762	76.95257336	94.78741824
AT1G61750	0.126075775	0	0.243699841
AT1G61760	1.154149554	0.838320274	1.115464346
AT1G61770	77.58965066	74.28717949	73.26376593
AT1G61780	89.14304241	74.37583006	79.57838707
AT1G61790	67.57243082	60.60560755	61.80498749
AT1G61795	6.403356938	3.816286434	5.712670962
AT1G61800	57.57346357	100.9586877	139.191551
AT1G61810	1.62623642	0.593985971	0.94303658
AT1G61820	14.21613044	8.282399313	9.138744043
AT1G61840	1.487813643	1.045051511	0.94019452
AT1G61850	13.29339681	11.08814121	12.78605549
AT1G61860	2.933129672	1.669607123	1.133926383
AT1G61870	79.39688025	96.12962466	93.2673802
AT1G61890	24.60881591	21.75329469	39.46853169
AT1G61900	42.61231204	41.89778805	40.43927887
AT1G61920	0	0	0
AT1G61930	2.279565094	2.432967433	1.731052554
AT1G61940	0	0	0
AT1G61950	0.927784918	0.280062166	0.407585038
AT1G61960	8.840619883	8.346038108	8.460529134
AT1G61970	6.789290338	5.80414826	5.729266843
AT1G61980	12.68137284	12.24573551	12.19378173
AT1G61990	30.60964458	35.4938511	38.77544901
AT1G62000	0	0	0
AT1G62010	12.06692819	10.95606556	12.20914249
AT1G62020	48.6608386	48.91317816	47.06640587
AT1G62030	4.732593145	4.482645576	4.632604924
AT1G62040	24.40144314	20.36987523	23.4510548
AT1G62045	11.44272521	10.32479576	14.66543933
AT1G62050	8.534381215	10.03171348	8.776215353
AT1G62060	0	0	0
AT1G62070	0	0	0
AT1G62080	0.221701044	0	0
AT1G62085	7.357703405	6.933135236	7.815787346
AT1G62110	12.11024021	11.28522276	10.57164816
AT1G62120	4.633044112	4.774311665	5.558588743
AT1G62130	4.25451208	3.569318812	4.286882586
AT1G62150	13.17465876	14.82804422	14.29540507
AT1G62160	0	0	0
AT1G62170	0.363343378	0.226213407	0.175582351
AT1G62180	117.5891951	166.5460606	168.5096984
AT1G62190	0	0	0
AT1G62200	11.61963157	8.244158338	9.886380616
AT1G62210	0	0	0
AT1G62220	0	0	0
AT1G62225	0	0	0
AT1G62250	7.342966946	6.766596406	8.789667553
AT1G62240	0	0	0
AT1G62260	5.370827995	5.58872487	5.702576283
AT1G62262	2.061251993	0.684432948	0.996081097
AT1G62270	0	0	0
AT1G62280	1.577002739	0.698185787	0.304828837
AT1G62290	4.650265294	5.107432697	5.738997968
AT1G62300	24.09629357	23.093082	30.61538366
AT1G62305	6.595841917	6.099098501	6.61683957
AT1G62310	10.04389155	8.456047145	10.34151639
AT1G62320	1.941518945	0.495904558	0.673594708
AT1G62330	20.64981677	19.91864676	17.40855832
AT1G62333	0.280293463	0.232676647	0
AT1G62340	0	0	0
AT1G62350	9.72206697	10.67383781	11.36636996
AT1G62360	2.026534897	2.293995115	4.362355871
AT1G62370	7.705953213	3.050805588	3.208223739
AT1G62380	857.2501451	1003.445284	1076.549083
AT1G62390	177.9002638	204.6639798	185.8350289
AT1G62400	5.611852045	6.466275238	6.961830841
AT1G62410	0	0	0
AT1G62421	0	0	0.373653082
AT1G62422	11.09197468	8.886450756	10.72018981
AT1G62420	0.809094532	1.343287861	1.172962509
AT1G62430	32.27830772	32.20722085	31.66317051
AT1G62440	8.044339286	3.973537663	5.590077995
AT1G62450	0	0	0
AT1G62480	302.7991778	286.0841869	300.0680911
AT1G62490	0.204114876	0.593038009	0.197273278
AT1G62500	14.30561067	15.91626079	13.63408067
AT1G62510	51.73290373	52.47133213	58.53113704
AT1G62515	0	0	0
AT1G62520	4.92651806	4.203191049	3.70330273
AT1G62530	0	0	0
AT1G62540	2.92431045	4.658219285	6.569220038
AT1G62560	19.03639316	20.76567767	23.71191985
AT1G62570	13.02138793	9.340635114	10.73823026
AT1G62580	1.629740058	2.452088743	2.165781521
AT1G62590	9.863491484	9.483782336	9.327137681
AT1G62600	17.47415103	16.7694881	17.37655141
AT1G62610	10.49524872	9.63749427	13.37501155
AT1G62620	0.266643838	0.221345848	0.171804248
AT1G62630	4.212895687	3.610013438	3.414962709
AT1G62640	53.3208752	48.63506504	51.37700936
AT1G62660	50.53631179	28.15557546	30.27490451
AT1G62670	5.130402484	3.611927104	4.832909655
AT1G62680	3.379210749	3.132410409	3.157080289
AT1G62690	1.541024369	2.010221806	2.340441321
AT1G62700	0.316939605	0.920840442	0.918948921
AT1G62710	13.02900853	8.988652536	9.529306183
AT1G62720	2.714639593	2.092508947	2.811052831
AT1G62730	10.83324772	12.70732178	13.20147452
AT1G62740	56.2000408	66.2993509	70.99370864
AT1G62750	231.0896593	257.2255174	220.8970865
AT1G62760	1.972843228	1.637692663	2.025886543
AT1G62770	19.25942813	12.25715836	13.49506559
AT1G62780	82.75483791	93.46178684	81.14017633
AT1G62790	104.7537434	97.31010634	114.0987683
AT1G62800	22.48317746	11.4479884	12.92465611
AT1G62810	16.20714128	11.50714256	11.48350546
AT1G62820	18.39632644	19.99528153	20.33794353
AT1G62830	12.90825159	12.71557468	10.75672928
AT1G62840	1.550690509	0.85817073	1.498713897
AT1G62850	15.51031021	17.58410078	22.18583633
AT1G62870	1.577257741	1.48990452	1.471825444
AT1G62880	9.081997798	7.254634333	7.535473117
AT1G62886	0.716732143	0	0
AT1G62895	0	0	0
AT1G62900	0.938781934	0	0.362926199
AT1G62910	7.082711755	9.264645358	7.951623691
AT1G62914	6.285368565	4.371500648	4.514974735
AT1G62915	0.905999072	0.940107666	1.532355062
AT1G62920	0.400930624	0.332819725	0.581238127
AT1G62930	8.821497936	7.322884174	6.905206135
AT1G62935	0.482225313	0.400303909	0.466061908
AT1G62940	0	0	0
AT1G62950	5.089697145	4.78307455	5.24394496
AT1G62960	33.0620183	35.97209518	33.50499043
AT1G62970	10.87129337	9.513466196	9.575258599
AT1G62975	4.848319361	2.766965536	2.831011185
AT1G62978	0	0	0
AT1G62980	21.83197045	7.499218563	5.942009915
AT1G62981	1.993531047	1.916160625	0.912652647
AT1G62990	10.62940628	5.396996791	4.587997995
AT1G63000	72.16505095	66.21602816	63.74429815
AT1G63010	38.16029223	39.54517087	49.77759646
AT1G63020	2.888377247	3.293801759	3.242725349
AT1G63030	0	0	0
AT1G63050	13.83142274	15.11141569	11.98791245
AT1G63055	0	0.414964721	0.724696582
AT1G63057	0	0	0
AT1G63060	0	0	0
AT1G63070	0	0	0
AT1G63080	3.076789499	2.793545047	2.416099191
AT1G63090	20.25695752	20.1428286	25.44090112
AT1G63100	4.762702628	4.846354704	5.691961624
AT1G63105	0	0	0
AT1G63110	27.50525378	26.46796517	25.76651661
AT1G63120	23.76777696	22.4681084	21.93976351
AT1G63130	13.09027849	14.22520458	14.2617064
AT1G63140	0.206667991	0.171558818	0.299611227
AT1G63150	6.523014975	5.756864031	7.233439838
AT1G63160	23.10642558	24.47238647	23.76205993
AT1G63170	30.23153452	29.7629365	30.91074189
AT1G63180	7.578964286	6.870908875	7.999594372
AT1G63190	0	0	0
AT1G63200	0	0	0
AT1G63205	0	0	0
AT1G63206	0	0	0
AT1G63210	0.131021986	0	0.084420229
AT1G63220	24.17418702	19.9280705	18.49642698
AT1G63230	3.726426121	2.867028984	3.513680396
AT1G63240	10.4768364	10.36350343	9.276811399
AT1G63245	0.685433796	0.379327285	0.44163945
AT1G63250	16.76598836	19.67681703	16.42752355
AT1G63260	16.9455102	14.50182777	19.83875376
AT1G63270	14.15057301	13.02989225	15.05538848
AT1G63280	0	0	0
AT1G63290	39.51982971	37.63962561	39.15306268
AT1G63295	6.338227478	3.71398354	7.206800528
AT1G63300	7.427895909	6.46140874	6.835024377
AT1G63310	12.58676306	11.52407923	13.77493235
AT1G63320	0	0	0
AT1G63330	0.909938199	1.00714143	1.392444382
AT1G63340	0	0.102195233	0
AT1G63350	3.188784334	2.805101122	1.79394266
AT1G63360	10.71512686	11.78054354	10.79076609
AT1G63370	0.83245672	0.61425538	0.536369421
AT1G63380	0.914862927	0.325476076	0.631570154
AT1G63390	0.619188715	1.027999389	0.299217261
AT1G63400	5.443063348	4.57486464	5.194862998
AT1G63410	0.999772862	0.118561349	1.104299553
AT1G63420	9.909191082	10.45361807	9.577051188
AT1G63430	19.19356688	16.51803267	18.4978281
AT1G63440	4.82210196	3.390222749	4.660472981
AT1G63450	0.848455888	0.508674472	0.50112152
AT1G63460	35.92696628	18.81918343	22.83903009
AT1G63470	21.52939901	22.99800228	21.04971953
AT1G63480	18.60377752	18.51862573	20.237465
AT1G63490	11.1220096	10.45341736	11.93370484
AT1G63500	34.55151802	33.7049256	36.08359454
AT1G63520	0.451046952	0.624036985	0.87185719
AT1G63522	0	0	0
AT1G63530	2.079472745	2.321451795	3.18791455
AT1G63535	0	0	0
AT1G63540	0	0	0
AT1G63550	0.218006027	0.090485363	0.316048231
AT1G63570	0.27203525	0.225821356	0.394375609
AT1G63580	0.296718978	0.246311763	0.430160164
AT1G63590	0	0	0
AT1G63600	1.552821164	0.644512395	0.375193284
AT1G63610	31.30468565	32.20872242	31.10766863
AT1G63615	0	0	0
AT1G63630	0.247577822	0.102759403	0.478558836
AT1G63640	15.547021	15.68816459	15.68939201
AT1G63650	4.378447371	6.323256844	3.883878916
AT1G63660	106.9944185	127.0048486	121.5187695
AT1G63670	12.49107863	11.8687279	11.6234246
AT1G63680	52.97862402	58.95973789	54.86719443
AT1G63690	54.96022959	40.34472632	43.52293794
AT1G63700	24.18685356	23.43580514	22.65068303
AT1G63710	2.235251667	1.64935345	1.040158736
AT1G63720	6.248728897	5.574285456	5.588589049
AT1G63730	2.27249302	2.874571197	2.61466996
AT1G63740	6.228743623	6.239181211	5.056771704
AT1G63750	5.269870788	7.516116306	6.9732859
AT1G63770	95.55458967	89.5452552	100.9302079
AT1G63780	81.10037059	89.16305439	83.68977742
AT1G63800	32.15101404	15.26758395	18.86112523
AT1G63810	51.86719552	55.84239537	57.6320311
AT1G63820	0.970246603	1.610838328	2.396409667
AT1G63830	69.38941343	80.54075794	80.90834726
AT1G63840	15.76156436	9.840001618	15.10736775
AT1G63850	19.94888256	18.03322944	18.45687365
AT1G63855	5.441752903	5.621525163	4.090608851
AT1G63860	7.446050596	9.585664012	10.62152961
AT1G63870	0	0	0
AT1G63880	19.44730493	21.97008321	23.67796263
AT1G63900	22.4742376	25.07166591	23.43800807
AT1G63910	0.325427103	0.450238157	0.419359091
AT1G63930	2.339841083	2.18513721	1.790285634
AT1G63940	234.2620001	223.2893136	221.4381917
AT1G63950	0	0	0.263373526
AT1G63960	0	0	0.243895741
AT1G63970	66.77068309	72.47246272	66.14962984
AT1G63980	130.4884266	141.6184865	135.926793
AT1G63990	0.093934374	0.077976614	0.36314339
AT1G64000	2.12113972	0.440199063	0.341673764
AT1G64010	0.172868215	0.574004064	0.66829582
AT1G64020	0	0.837038046	0.324846148
AT1G64030	0	0	0
AT1G64040	67.63064763	58.23457295	57.35649832
AT1G64050	24.45173125	24.13289448	26.79036265
AT1G64060	13.519212	8.580024193	9.837535337
AT1G64065	3.816387857	2.759271301	4.045417363
AT1G64070	0	0	0
AT1G64080	3.534416416	3.686285915	3.678713826
AT1G64090	108.8371808	111.4669542	110.7814702
AT1G64100	0.051718069	0.085864199	0.099969128
AT1G64105	39.96899702	36.03545244	34.28030733
AT1G64107	0	0	0
AT1G64110	8.882802157	5.074891457	4.494534104
AT1G64130	0	0	0
AT1G64140	87.55211051	89.2093972	94.68311874
AT1G64150	17.8198808	19.22152698	18.66639725
AT1G64160	3.499762303	1.743129398	6.595789179
AT1G64170	12.59422104	13.17019328	13.54210137
AT1G64180	7.425479283	6.530203612	6.466035949
AT1G64185	10.74755826	6.639435543	11.83671083
AT1G64190	144.1225913	117.982109	124.6162977
AT1G64195	0	0.637158545	0.37091235
AT1G64200	30.86242002	29.92271723	39.61526219
AT1G64210	2.381630563	1.668122764	1.942145605
AT1G64220	67.71010715	69.40759599	77.33886135
AT1G64230	194.6301799	141.2249696	169.025188
AT1G64235	0	0	0
AT1G64253	1.538866072	1.277440417	2.124693993
AT1G64255	0	0	0
AT1G64260	0.894747862	0.901906223	0.61768384
AT1G64280	19.03507864	19.04138807	15.20513603
AT1G64290	0	0	0
AT1G64295	0	0	0
AT1G64300	3.225689175	4.351266771	4.119645204
AT1G64310	1.419207408	1.256650247	1.645965473
AT1G64320	2.350425296	2.195021624	2.1296652
AT1G64330	37.38329434	38.77494506	38.32886378
AT1G64340	0	0.101085277	0
AT1G64350	30.16732047	29.5422482	33.71181136
AT1G64355	35.55675048	32.62327718	28.03456146
AT1G64360	9.78248007	8.305172116	6.231432553
AT1G64370	125.4749522	125.0909717	118.8205311
AT1G64380	22.32682412	20.29903165	16.90780194
AT1G64385	24.06292937	26.12124626	24.32975065
AT1G64390	73.9926031	71.7068654	60.52747014
AT1G64400	7.835048816	9.619383542	9.036009839
AT1G64405	3.92857277	2.223531101	1.72586065
AT1G64430	31.92927976	30.53384027	34.87074059
AT1G64440	17.07039234	15.46651667	11.56887426
AT1G64450	12.76916344	12.49989664	11.87545772
AT1G64455	0	0	0
AT1G64460	13.17379276	9.539742542	11.10683785
AT1G64480	1.191380184	0.370869798	0.43179265
AT1G64490	30.86003276	34.6480869	32.82967768
AT1G64500	9.862177403	9.651772039	6.621962945
AT1G64510	303.4758132	319.9151493	314.5024934
AT1G64520	112.1677751	125.3212109	119.9988971
AT1G64530	15.44797008	11.47850109	12.52882184
AT1G64540	0.41829271	0.173616153	0.505340277
AT1G64550	85.81724608	94.28770808	93.77238502
AT1G64561	1.672799353	0.925747229	2.694549753
AT1G64570	13.50485636	11.57119991	12.74688112
AT1G64580	8.512511052	9.906152245	9.457418949
AT1G64583	1.469244986	1.219646701	1.814442265
AT1G64584	0	0	0
AT1G64585	0	0	0
AT1G64590	1.977157528	0.364727565	0.424641431
AT1G64600	37.10215777	38.1745795	39.43645857
AT1G64610	7.590580474	6.255084174	9.960037454
AT1G64620	4.862018044	3.545177884	3.683040086
AT1G64625	1.125999565	2.118681667	0.870606319
AT1G64630	18.1140128	16.75356432	20.12599733
AT1G64633	0	0	0
AT1G64640	85.68512212	76.48521839	82.37800175
AT1G64650	72.48620827	68.54167166	71.82830464
AT1G64660	10.61064298	10.32672113	10.69701707
AT1G64670	29.58401656	39.71415732	35.20950895
AT1G64680	97.24707939	95.91176328	97.40939176
AT1G64690	4.147619065	3.060456196	4.008597651
AT1G64700	5.395122296	4.4785881	4.725447242
AT1G64710	59.09245715	83.88525405	79.52021385
AT1G64720	389.3634258	283.182014	271.4777831
AT1G64740	23.08858018	24.45076633	24.88592854
AT1G64750	92.20059768	84.35001387	88.18516507
AT1G64760	19.04588217	25.69178546	22.53331324
AT1G64770	38.86194391	40.28565721	33.2843065
AT1G64780	44.87802588	21.36541224	29.85013504
AT1G64790	60.37089973	59.4092896	68.66636582
AT1G64795	0	0	0
AT1G64800	0	0	0
AT1G64810	20.95554839	24.31351029	24.47581768
AT1G64820	0.20803756	0.086347861	0.201064481
AT1G64830	0	0	0
AT1G64840	14.86104949	15.84026117	17.76244178
AT1G64850	49.89594892	45.01496992	49.39561763
AT1G64860	47.31429283	46.63734622	48.73431751
AT1G64870	0	0	0
AT1G64880	111.2047401	130.3605879	123.4876573
AT1G64890	7.314353251	5.304080403	5.281577302
AT1G64900	74.5496942	124.325731	134.7214551
AT1G64910	0.178166106	0.073949445	0
AT1G64920	1.399800886	1.084533243	0.360768493
AT1G64930	1.299120627	0.888113396	0.14771485
AT1G64940	0.636587703	1.056885814	1.669965163
AT1G64950	39.85303157	47.81437069	52.3420229
AT1G64960	9.730512904	8.441622268	9.288734608
AT1G64970	10.53824186	11.97092574	9.00569943
AT1G64980	29.08865424	30.45508392	32.22013829
AT1G64990	28.05537169	22.50287799	29.86171591
AT1G65000	7.5811536	5.292052836	6.827474419
AT1G65010	49.91472583	44.33611731	45.91561452
AT1G65020	28.76838373	27.44237757	28.41385387
AT1G65030	79.66413004	97.52795858	101.2115903
AT1G65032	14.70127097	10.32628349	17.70598738
AT1G65040	14.74337974	13.28778009	17.65883711
AT1G65050	0	0	0
AT1G65060	9.145618685	11.71160144	10.55207103
AT1G65070	16.99342515	15.52113221	16.10359143
AT1G65080	6.805323269	6.529619429	8.114751889
AT1G65090	0.310001987	0.171558818	0
AT1G65110	0.594883798	0.634916244	0.98561874
AT1G65113	0	0	0
AT1G65120	2.036094024	1.813121799	1.574277983
AT1G65130	0.405173824	0.403610498	0.430752365
AT1G65140	0	0.119980592	0.139689826
AT1G65150	21.7017265	25.25911812	26.52308202
AT1G65160	0	0	0
AT1G65165	0	0	0
AT1G65170	0	0	0
AT1G65180	2.628754911	1.205939785	1.872052989
AT1G65190	26.10403693	23.92813366	23.25676694
AT1G65200	0	0.078706688	0.274907553
AT1G65210	0	0	0
AT1G65220	74.22711226	69.15262093	67.44393103
AT1G65230	29.45749613	28.35153346	29.29535012
AT1G65240	0.369762872	0.537156924	1.340133844
AT1G65250	1.537923716	1.43624042	1.579273465
